method;traces;pollution;param;p
dlla9;500;gauss;136;1.6831504859801537e-10
dlla2;500;gauss;136;0.010030803503468633
cri_tvla_1;500;gauss;144;1.708513658268488e-06
cri_tvla_2;500;gauss;144;2.2242538066880287e-06
dlla9;500;gauss;144;8.445619278210407e-08
dlla2;500;gauss;144;0.0035001833457499743
cri_tvla_1;500;gauss;152;1.1777674476566816e-05
cri_tvla_2;500;gauss;152;3.1790490245832202e-06
dlla9;500;gauss;152;2.1520976129687213e-10
dlla2;500;gauss;152;0.0002675263676792383
cri_tvla_1;500;gauss;160;1.9523693756502698e-05
cri_tvla_2;500;gauss;160;1.722302166010872e-05
dlla9;500;gauss;160;1.1261373019173817e-08
dlla2;500;gauss;160;0.055092082591727376
cri_tvla_1;500;gauss;168;7.171857023723193e-06
cri_tvla_2;500;gauss;168;9.690304153807473e-05
dlla9;500;gauss;168;0.0006327301213667459
dlla2;500;gauss;168;0.29830744792707264
cri_tvla_1;500;gauss;176;2.807480574439343e-05
cri_tvla_2;500;gauss;176;1.4147411661050555e-07
dlla9;500;gauss;176;1.1621902766846842e-06
dlla2;500;gauss;176;0.4300250329542905
cri_tvla_1;500;gauss;184;2.273287807390227e-05
cri_tvla_2;500;gauss;184;0.00020112260492429092
dlla9;500;gauss;184;1.5900396532642432e-05
dlla2;500;gauss;184;0.025051229866221547
cri_tvla_1;500;gauss;192;7.985108876482485e-06
cri_tvla_2;500;gauss;192;0.0002716904691375136
dlla9;500;gauss;192;0.0036351063976897075
dlla2;500;gauss;192;0.18854279373772442
cri_tvla_1;500;gauss;200;1.3689653089829328e-05
cri_tvla_2;500;gauss;200;5.282445461640353e-05
dlla9;500;gauss;200;1.485153398765714e-06
dlla2;500;gauss;200;0.18854279373772442
cri_tvla_1;500;gauss;208;8.871086455717213e-06
cri_tvla_2;500;gauss;208;0.00017960546282189943
dlla9;500;gauss;208;5.934504783589189e-07
dlla2;500;gauss;208;0.010030803503468633
cri_tvla_1;500;gauss;216;1.685071606866403e-05
cri_tvla_2;500;gauss;216;5.001607543572584e-05
dlla9;500;gauss;216;0.000338842791222722
dlla2;500;gauss;216;0.055092082591727376
cri_tvla_1;500;gauss;224;6.47361237812204e-05
cri_tvla_2;500;gauss;224;3.0194427419419716e-06
dlla9;500;gauss;224;1.4879687401416615e-09
dlla2;500;gauss;224;0.055092082591727376
cri_tvla_1;500;gauss;232;0.0002498674092411669
cri_tvla_2;500;gauss;232;1.3677166888104408e-05
dlla9;500;gauss;232;0.01304714675374415
dlla2;500;gauss;232;0.5699749670457095
cri_tvla_1;500;gauss;240;0.00010592872144158652
cri_tvla_2;500;gauss;240;8.922519769822974e-05
dlla9;500;gauss;240;7.685520360758596e-06
dlla2;500;gauss;240;0.18854279373772442
cri_tvla_1;500;gauss;248;0.0004502367978314301
cri_tvla_2;500;gauss;248;7.028049171433069e-08
dlla9;500;gauss;248;0.026938908815500873
dlla2;500;gauss;248;0.29830744792707264
cri_tvla_1;500;gauss;256;6.47538749945926e-05
cri_tvla_2;500;gauss;256;9.10881635656391e-05
dlla9;500;gauss;256;2.5375153903425733e-05
dlla2;500;gauss;256;0.025051229866221547
cri_tvla_1;500;gauss;264;5.403573700279651e-05
cri_tvla_2;500;gauss;264;3.2465557067609145e-05
dlla9;500;gauss;264;0.27027554001136167
dlla2;500;gauss;264;0.29830744792707264
cri_tvla_1;500;gauss;272;2.2114061026835158e-05
cri_tvla_2;500;gauss;272;8.904719211443797e-05
dlla9;500;gauss;272;0.007811917798251741
dlla2;500;gauss;272;0.10766357486136258
cri_tvla_1;500;gauss;280;0.00037524499653986593
cri_tvla_2;500;gauss;280;5.609147260561578e-05
dlla9;500;gauss;280;0.17195478959400617
dlla2;500;gauss;280;0.4300250329542905
cri_tvla_1;500;gauss;288;0.00016935803729429828
cri_tvla_2;500;gauss;288;6.983133252690246e-05
dlla9;500;gauss;288;0.10079422398639083
dlla2;500;gauss;288;0.18854279373772442
cri_tvla_1;500;gauss;296;4.205754585060462e-05
cri_tvla_2;500;gauss;296;2.6212070109426462e-05
dlla9;500;gauss;296;0.060388401276370234
dlla2;500;gauss;296;0.29830744792707264
cri_tvla_1;500;gauss;304;0.0015691410479036928
cri_tvla_2;500;gauss;304;1.6394966582431458e-07
dlla9;500;gauss;304;0.13663367774374036
dlla2;500;gauss;304;0.4300250329542905
cri_tvla_1;500;gauss;0;1.1813069035163236e-42
cri_tvla_2;500;gauss;0;9.413395650296503e-45
dlla9;500;gauss;0;1.1859920679795904e-10
dlla2;500;gauss;0;1.2780074030160904e-06
cri_tvla_1;500;gauss;8;1.217189774061816e-48
cri_tvla_2;500;gauss;8;3.641754300686485e-31
dlla9;500;gauss;8;7.1522753816589114e-12
dlla2;500;gauss;8;1.2316741049289703e-07
cri_tvla_1;500;gauss;16;4.947666570303567e-35
cri_tvla_2;500;gauss;16;3.1089243368655977e-24
dlla9;500;gauss;16;2.479489799321224e-11
dlla2;500;gauss;16;0.025051229866221547
cri_tvla_1;500;gauss;24;6.831077443047044e-32
cri_tvla_2;500;gauss;24;8.951466653880607e-15
dlla9;500;gauss;24;7.27985547840829e-12
dlla2;500;gauss;24;9.650597348809242e-06
cri_tvla_1;500;gauss;32;3.470947691521798e-28
cri_tvla_2;500;gauss;32;2.6873686491672975e-11
dlla9;500;gauss;32;7.075283371813329e-11
dlla2;500;gauss;32;0.0002675263676792383
cri_tvla_1;500;gauss;40;2.259535635190795e-22
cri_tvla_2;500;gauss;40;5.404993005095377e-08
dlla9;500;gauss;40;4.454405544780093e-12
dlla2;500;gauss;40;5.653710104525089e-05
cri_tvla_1;500;gauss;48;1.1350710775413711e-18
cri_tvla_2;500;gauss;48;4.2996902270404725e-07
dlla9;500;gauss;48;1.4583883631982262e-11
dlla2;500;gauss;48;0.0010512007866054773
cri_tvla_1;500;gauss;56;7.106227240028922e-14
cri_tvla_2;500;gauss;56;2.616568264084802e-06
dlla9;500;gauss;56;8.114743113356814e-10
dlla2;500;gauss;56;5.653710104525089e-05
cri_tvla_1;500;gauss;64;9.216688640793675e-15
cri_tvla_2;500;gauss;64;1.5864645552012263e-05
dlla9;500;gauss;64;9.969304545992049e-11
dlla2;500;gauss;64;9.650597348809242e-06
cri_tvla_1;500;gauss;72;1.4614063029870337e-11
cri_tvla_2;500;gauss;72;9.586170212425696e-06
dlla9;500;gauss;72;7.520525320988176e-12
dlla2;500;gauss;72;1.2780074030160904e-06
cri_tvla_1;500;gauss;80;1.8331607049849764e-09
cri_tvla_2;500;gauss;80;2.9843859155824995e-06
dlla9;500;gauss;80;1.0758944365672148e-10
dlla2;500;gauss;80;0.0002675263676792383
cri_tvla_1;500;gauss;88;2.5132066703816358e-11
cri_tvla_2;500;gauss;88;0.000301647867692904
dlla9;500;gauss;88;2.201321747363272e-11
dlla2;500;gauss;88;0.0035001833457499743
cri_tvla_1;500;gauss;96;1.0705394105350286e-08
cri_tvla_2;500;gauss;96;6.278495378421563e-05
dlla9;500;gauss;96;2.712983017963941e-13
dlla2;500;gauss;96;7.683411240577698e-09
cri_tvla_1;500;gauss;104;2.444776248607605e-08
cri_tvla_2;500;gauss;104;3.0990590465749876e-05
dlla9;500;gauss;104;6.1001776373901994e-09
dlla2;500;gauss;104;0.0002675263676792383
cri_tvla_1;500;gauss;112;3.231616506642576e-08
cri_tvla_2;500;gauss;112;3.6720603310033235e-06
dlla9;500;gauss;112;1.621910652854981e-11
dlla2;500;gauss;112;0.0002675263676792383
cri_tvla_1;500;gauss;120;1.4259306277010073e-07
cri_tvla_2;500;gauss;120;6.561247358695426e-05
dlla9;500;gauss;120;7.311174898456398e-10
dlla2;500;gauss;120;0.025051229866221547
cri_tvla_1;500;gauss;128;5.252919663020165e-06
cri_tvla_2;500;gauss;128;3.2749285696657366e-05
dlla9;500;gauss;128;4.362389303445854e-09
dlla2;500;gauss;128;9.650597348809242e-06
cri_tvla_1;500;gauss;136;1.293278244584217e-05
cri_tvla_2;500;gauss;136;5.031517227958608e-06
dlla9;500;gauss;136;1.3274188127751917e-10
dlla2;500;gauss;136;0.18854279373772442
cri_tvla_1;500;gauss;144;1.7675347824181503e-06
cri_tvla_2;500;gauss;144;3.245622735990145e-05
dlla9;500;gauss;144;8.695906952004933e-09
dlla2;500;gauss;144;0.0035001833457499743
cri_tvla_1;500;gauss;152;2.5505592547309405e-07
cri_tvla_2;500;gauss;152;3.1790490245832202e-06
dlla9;500;gauss;152;3.8670805276202665e-07
dlla2;500;gauss;152;0.055092082591727376
cri_tvla_1;500;gauss;160;2.001473977122579e-06
cri_tvla_2;500;gauss;160;2.235499807815767e-06
dlla9;500;gauss;160;2.5806221075833094e-06
dlla2;500;gauss;160;0.0002675263676792383
cri_tvla_1;500;gauss;168;1.395586425767005e-07
cri_tvla_2;500;gauss;168;4.0687057785976174e-06
dlla9;500;gauss;168;1.5919331651401724e-12
dlla2;500;gauss;168;0.29830744792707264
cri_tvla_1;500;gauss;176;0.0002226479098010667
cri_tvla_2;500;gauss;176;4.894709615460357e-06
dlla9;500;gauss;176;5.221637696688854e-09
dlla2;500;gauss;176;0.10766357486136258
cri_tvla_1;500;gauss;184;4.5894227484113535e-06
cri_tvla_2;500;gauss;184;5.237633559858845e-05
dlla9;500;gauss;184;1.2688740000413456e-09
dlla2;500;gauss;184;0.18854279373772442
cri_tvla_1;500;gauss;192;9.395708321466259e-05
cri_tvla_2;500;gauss;192;1.890435634022444e-05
dlla9;500;gauss;192;0.00013934048448547976
dlla2;500;gauss;192;0.025051229866221547
cri_tvla_1;500;gauss;200;5.879689607357662e-06
cri_tvla_2;500;gauss;200;5.282445461640353e-05
dlla9;500;gauss;200;1.985515271364023e-05
dlla2;500;gauss;200;0.055092082591727376
cri_tvla_1;500;gauss;208;9.501777709036096e-05
cri_tvla_2;500;gauss;208;0.00017960546282189943
dlla9;500;gauss;208;3.7405327607049863e-08
dlla2;500;gauss;208;0.055092082591727376
cri_tvla_1;500;gauss;216;9.293138634389703e-05
cri_tvla_2;500;gauss;216;2.0528620328039624e-06
dlla9;500;gauss;216;0.007779643687231552
dlla2;500;gauss;216;0.055092082591727376
cri_tvla_1;500;gauss;224;2.3313595293159276e-07
cri_tvla_2;500;gauss;224;1.6450259923644355e-05
dlla9;500;gauss;224;0.13966962564538818
dlla2;500;gauss;224;0.18854279373772442
cri_tvla_1;500;gauss;232;0.00017774495635983285
cri_tvla_2;500;gauss;232;7.600812053238367e-05
dlla9;500;gauss;232;0.03172311830365084
dlla2;500;gauss;232;0.29830744792707264
cri_tvla_1;500;gauss;240;0.0003479730355305222
cri_tvla_2;500;gauss;240;0.0001431728730950412
dlla9;500;gauss;240;0.039986064872322494
dlla2;500;gauss;240;0.7016925520729274
cri_tvla_1;500;gauss;248;0.00010144346042335909
cri_tvla_2;500;gauss;248;8.318294336262644e-08
dlla9;500;gauss;248;0.0017889752535767745
dlla2;500;gauss;248;0.055092082591727376
cri_tvla_1;500;gauss;256;0.0005445046694202861
cri_tvla_2;500;gauss;256;4.607334587142634e-05
dlla9;500;gauss;256;5.0597711230797086e-05
dlla2;500;gauss;256;0.18854279373772442
cri_tvla_1;500;gauss;264;4.8565306582393173e-05
cri_tvla_2;500;gauss;264;6.459047215337478e-06
dlla9;500;gauss;264;0.009701781414135073
dlla2;500;gauss;264;0.4300250329542905
cri_tvla_1;500;gauss;272;0.0001245713371178381
cri_tvla_2;500;gauss;272;1.4258345030104845e-05
dlla9;500;gauss;272;0.08641485652011399
dlla2;500;gauss;272;0.025051229866221547
cri_tvla_1;500;gauss;280;7.424807210289913e-05
cri_tvla_2;500;gauss;280;1.2373457962260118e-05
dlla9;500;gauss;280;0.006709596915782704
dlla2;500;gauss;280;0.18854279373772442
cri_tvla_1;500;gauss;288;1.708497250336833e-06
cri_tvla_2;500;gauss;288;6.719968608276073e-06
dlla9;500;gauss;288;0.02126640945148966
dlla2;500;gauss;288;0.055092082591727376
cri_tvla_1;500;gauss;296;0.0002585734389848815
cri_tvla_2;500;gauss;296;1.78048154684052e-05
dlla9;500;gauss;296;0.061397219684164776
dlla2;500;gauss;296;0.0035001833457499743
cri_tvla_1;500;gauss;304;0.00042874827801902713
cri_tvla_2;500;gauss;304;1.2500768448644394e-06
dlla9;500;gauss;304;0.00016892900173165313
dlla2;500;gauss;304;0.055092082591727376
cri_tvla_1;500;gauss;0;3.012616846767089e-50
cri_tvla_2;500;gauss;0;8.269439897106692e-32
dlla9;500;gauss;0;4.952267950314416e-13
dlla2;500;gauss;0;1.2316741049289703e-07
cri_tvla_1;500;gauss;8;6.143892184700583e-48
cri_tvla_2;500;gauss;8;8.239861953802226e-33
dlla9;500;gauss;8;3.642667133544598e-18
dlla2;500;gauss;8;9.650597348809242e-06
cri_tvla_1;500;gauss;16;1.419754333405821e-37
cri_tvla_2;500;gauss;16;3.5206364219664155e-24
dlla9;500;gauss;16;1.6496282644156355e-08
dlla2;500;gauss;16;1.2316741049289703e-07
cri_tvla_1;500;gauss;24;6.132830160312535e-34
cri_tvla_2;500;gauss;24;1.1724403816426923e-14
dlla9;500;gauss;24;1.3157149170695565e-14
dlla2;500;gauss;24;9.650597348809242e-06
cri_tvla_1;500;gauss;32;5.365577601232481e-24
cri_tvla_2;500;gauss;32;6.528826239275422e-12
dlla9;500;gauss;32;1.1267732505021283e-13
dlla2;500;gauss;32;1.2780074030160904e-06
cri_tvla_1;500;gauss;40;4.1020279046317326e-20
cri_tvla_2;500;gauss;40;6.856239597473169e-08
dlla9;500;gauss;40;1.3305130665666936e-10
dlla2;500;gauss;40;5.653710104525089e-05
cri_tvla_1;500;gauss;48;3.0568160226779664e-15
cri_tvla_2;500;gauss;48;3.8277380773852705e-07
dlla9;500;gauss;48;6.928803567082015e-09
dlla2;500;gauss;48;7.683411240577698e-09
cri_tvla_1;500;gauss;56;1.2522304986030644e-14
cri_tvla_2;500;gauss;56;1.6219452554579287e-06
dlla9;500;gauss;56;5.149249391174706e-12
dlla2;500;gauss;56;1.2316741049289703e-07
cri_tvla_1;500;gauss;64;1.6545296960744224e-13
cri_tvla_2;500;gauss;64;4.0482459442280854e-05
dlla9;500;gauss;64;6.308946747163183e-12
dlla2;500;gauss;64;1.2780074030160904e-06
cri_tvla_1;500;gauss;72;4.832787818538606e-12
cri_tvla_2;500;gauss;72;2.0858734907006373e-05
dlla9;500;gauss;72;4.987079306878177e-13
dlla2;500;gauss;72;1.2316741049289703e-07
cri_tvla_1;500;gauss;80;2.127115321709984e-10
cri_tvla_2;500;gauss;80;2.0857427691894065e-08
dlla9;500;gauss;80;8.765211612470015e-16
dlla2;500;gauss;80;1.2780074030160904e-06
cri_tvla_1;500;gauss;88;3.6315002373553654e-09
cri_tvla_2;500;gauss;88;0.00010501599866383664
dlla9;500;gauss;88;1.435614827103163e-09
dlla2;500;gauss;88;5.653710104525089e-05
cri_tvla_1;500;gauss;96;6.459998365277425e-08
cri_tvla_2;500;gauss;96;3.4858192334134062e-06
dlla9;500;gauss;96;1.8067680727176312e-09
dlla2;500;gauss;96;0.0002675263676792383
cri_tvla_1;500;gauss;104;6.930839777467299e-08
cri_tvla_2;500;gauss;104;2.5367989385025502e-05
dlla9;500;gauss;104;3.4166166622275296e-11
dlla2;500;gauss;104;0.0010512007866054773
cri_tvla_1;500;gauss;112;2.2008707864919723e-07
cri_tvla_2;500;gauss;112;2.6954043088586935e-05
dlla9;500;gauss;112;2.957104126630783e-11
dlla2;500;gauss;112;9.650597348809242e-06
cri_tvla_1;500;gauss;120;3.7529173031764e-08
cri_tvla_2;500;gauss;120;0.00011072685010819667
dlla9;500;gauss;120;7.195238571735351e-10
dlla2;500;gauss;120;5.653710104525089e-05
cri_tvla_1;500;gauss;128;2.0586208952456602e-07
cri_tvla_2;500;gauss;128;2.2396026773905247e-05
dlla9;500;gauss;128;1.7601583022600599e-12
dlla2;500;gauss;128;0.010030803503468633
cri_tvla_1;500;gauss;136;1.99795259677527e-05
cri_tvla_2;500;gauss;136;9.456446361621671e-06
dlla9;500;gauss;136;4.600594238885756e-06
dlla2;500;gauss;136;0.055092082591727376
cri_tvla_1;500;gauss;144;7.236579270450745e-08
cri_tvla_2;500;gauss;144;0.00020688453935312876
dlla9;500;gauss;144;5.744640545599665e-13
dlla2;500;gauss;144;0.0002675263676792383
cri_tvla_1;500;gauss;152;6.03539634690922e-08
cri_tvla_2;500;gauss;152;5.8337353166472264e-05
dlla9;500;gauss;152;7.084466782014881e-10
dlla2;500;gauss;152;0.010030803503468633
cri_tvla_1;500;gauss;160;3.004486522064181e-06
cri_tvla_2;500;gauss;160;2.235499807815767e-06
dlla9;500;gauss;160;1.2779292283925504e-06
dlla2;500;gauss;160;0.0035001833457499743
cri_tvla_1;500;gauss;168;2.2597035269617702e-05
cri_tvla_2;500;gauss;168;1.6170966523525273e-05
dlla9;500;gauss;168;5.694752234560251e-07
dlla2;500;gauss;168;0.0010512007866054773
cri_tvla_1;500;gauss;176;2.4770329722742265e-05
cri_tvla_2;500;gauss;176;1.2951243331234646e-05
dlla9;500;gauss;176;6.162654948286252e-09
dlla2;500;gauss;176;0.0035001833457499743
cri_tvla_1;500;gauss;184;1.1174881361249816e-05
cri_tvla_2;500;gauss;184;0.00012267004850122573
dlla9;500;gauss;184;7.112963168295405e-06
dlla2;500;gauss;184;0.4300250329542905
cri_tvla_1;500;gauss;192;4.380772747261313e-05
cri_tvla_2;500;gauss;192;0.00013356726998004154
dlla9;500;gauss;192;1.0416972309799699e-05
dlla2;500;gauss;192;0.0035001833457499743
cri_tvla_1;500;gauss;200;2.6083987039304505e-05
cri_tvla_2;500;gauss;200;0.00011325854164573501
dlla9;500;gauss;200;8.272752688773208e-05
dlla2;500;gauss;200;0.055092082591727376
cri_tvla_1;500;gauss;208;0.0001537585801204401
cri_tvla_2;500;gauss;208;3.83500670471594e-05
dlla9;500;gauss;208;3.12513726649988e-05
dlla2;500;gauss;208;0.055092082591727376
cri_tvla_1;500;gauss;216;0.0004895735915448734
cri_tvla_2;500;gauss;216;0.000164572063984613
dlla9;500;gauss;216;0.009750331257064695
dlla2;500;gauss;216;0.29830744792707264
cri_tvla_1;500;gauss;224;1.9286325467744215e-05
cri_tvla_2;500;gauss;224;8.44718915954686e-05
dlla9;500;gauss;224;0.004364677686374064
dlla2;500;gauss;224;0.025051229866221547
cri_tvla_1;500;gauss;232;0.000184281899101517
cri_tvla_2;500;gauss;232;2.7425245289192863e-05
dlla9;500;gauss;232;0.00019916443748341686
dlla2;500;gauss;232;0.29830744792707264
cri_tvla_1;500;gauss;240;0.0003963638683789718
cri_tvla_2;500;gauss;240;5.088786198185248e-05
dlla9;500;gauss;240;0.000267579211142128
dlla2;500;gauss;240;0.18854279373772442
cri_tvla_1;500;gauss;248;0.0001221353776584808
cri_tvla_2;500;gauss;248;3.2660379143346304e-07
dlla9;500;gauss;248;0.017143120951721092
dlla2;500;gauss;248;0.29830744792707264
cri_tvla_1;500;gauss;256;0.00030855776527216144
cri_tvla_2;500;gauss;256;5.7125433141773045e-05
dlla9;500;gauss;256;0.013578837481657582
dlla2;500;gauss;256;0.055092082591727376
cri_tvla_1;500;gauss;264;0.00018304127316071838
cri_tvla_2;500;gauss;264;9.640180931820345e-05
dlla9;500;gauss;264;0.0018604355963879203
dlla2;500;gauss;264;0.025051229866221547
cri_tvla_1;500;gauss;272;6.873975269192046e-05
cri_tvla_2;500;gauss;272;5.162541734350472e-05
dlla9;500;gauss;272;0.07588858042688586
dlla2;500;gauss;272;0.0010512007866054773
cri_tvla_1;500;gauss;280;0.0001010827518344459
cri_tvla_2;500;gauss;280;9.735799662799577e-05
dlla9;500;gauss;280;0.11027715277656604
dlla2;500;gauss;280;0.10766357486136258
cri_tvla_1;500;gauss;288;9.500567264662098e-05
cri_tvla_2;500;gauss;288;5.4017211831076587e-05
dlla9;500;gauss;288;0.003481403947530538
dlla2;500;gauss;288;0.4300250329542905
cri_tvla_1;500;gauss;296;0.00016495306123200194
cri_tvla_2;500;gauss;296;3.785888302403613e-05
dlla9;500;gauss;296;0.09297246666262726
dlla2;500;gauss;296;0.18854279373772442
cri_tvla_1;500;gauss;304;0.0003104587029993225
cri_tvla_2;500;gauss;304;1.1334319261130353e-06
dlla9;500;gauss;304;0.0003510511666042049
dlla2;500;gauss;304;0.29830744792707264
cri_tvla_1;500;gauss;0;1.2986496292829396e-49
cri_tvla_2;500;gauss;0;3.1362706370650085e-41
dlla9;500;gauss;0;6.287552470993181e-11
dlla2;500;gauss;0;0.0035001833457499743
cri_tvla_1;500;gauss;8;1.702953574064181e-46
cri_tvla_2;500;gauss;8;2.543136236509568e-34
dlla9;500;gauss;8;3.5463026717620216e-10
dlla2;500;gauss;8;1.2316741049289703e-07
cri_tvla_1;500;gauss;16;1.2282918467991223e-38
cri_tvla_2;500;gauss;16;6.495770739051632e-23
dlla9;500;gauss;16;1.99757593716582e-08
dlla2;500;gauss;16;5.653710104525089e-05
cri_tvla_1;500;gauss;24;4.244040286289628e-36
cri_tvla_2;500;gauss;24;1.4153766081762419e-15
dlla9;500;gauss;24;3.242054665314817e-08
dlla2;500;gauss;24;9.650597348809242e-06
cri_tvla_1;500;gauss;32;5.005418860159867e-27
cri_tvla_2;500;gauss;32;3.9494112771695224e-13
dlla9;500;gauss;32;2.2848688571426731e-10
dlla2;500;gauss;32;0.0010512007866054773
cri_tvla_1;500;gauss;40;5.461006620566196e-22
cri_tvla_2;500;gauss;40;8.10932994531379e-09
dlla9;500;gauss;40;7.209710533508137e-12
dlla2;500;gauss;40;9.650597348809242e-06
cri_tvla_1;500;gauss;48;2.0510095528024046e-15
cri_tvla_2;500;gauss;48;5.437732135019354e-07
dlla9;500;gauss;48;3.920143589701478e-11
dlla2;500;gauss;48;9.650597348809242e-06
cri_tvla_1;500;gauss;56;3.4231373974733924e-15
cri_tvla_2;500;gauss;56;1.4953807312552415e-05
dlla9;500;gauss;56;3.8772491913310206e-13
dlla2;500;gauss;56;1.2316741049289703e-07
cri_tvla_1;500;gauss;64;4.031733892561535e-16
cri_tvla_2;500;gauss;64;9.614425873747755e-07
dlla9;500;gauss;64;1.4751197273909706e-14
dlla2;500;gauss;64;0.0010512007866054773
cri_tvla_1;500;gauss;72;2.671028936907858e-10
cri_tvla_2;500;gauss;72;3.575805211741886e-05
dlla9;500;gauss;72;6.336578795926218e-11
dlla2;500;gauss;72;1.2780074030160904e-06
cri_tvla_1;500;gauss;80;2.1016921208363747e-10
cri_tvla_2;500;gauss;80;3.0612410281960858e-06
dlla9;500;gauss;80;9.938810190800806e-12
dlla2;500;gauss;80;5.653710104525089e-05
cri_tvla_1;500;gauss;88;7.261319826340698e-12
cri_tvla_2;500;gauss;88;8.535953234381774e-06
dlla9;500;gauss;88;1.5981186530838795e-10
dlla2;500;gauss;88;0.0035001833457499743
cri_tvla_1;500;gauss;96;8.254692463214795e-08
cri_tvla_2;500;gauss;96;6.584391666366495e-05
dlla9;500;gauss;96;1.0130930762354621e-13
dlla2;500;gauss;96;0.0002675263676792383
cri_tvla_1;500;gauss;104;9.38277076982559e-08
cri_tvla_2;500;gauss;104;0.0003654381441862229
dlla9;500;gauss;104;7.316227568888709e-09
dlla2;500;gauss;104;5.653710104525089e-05
cri_tvla_1;500;gauss;112;6.644449334269829e-07
cri_tvla_2;500;gauss;112;0.00011156362380958046
dlla9;500;gauss;112;2.718612802497659e-09
dlla2;500;gauss;112;9.650597348809242e-06
cri_tvla_1;500;gauss;120;2.557629161473199e-07
cri_tvla_2;500;gauss;120;0.00015111087785900804
dlla9;500;gauss;120;4.667519512842308e-12
dlla2;500;gauss;120;0.0010512007866054773
cri_tvla_1;500;gauss;128;2.519736502247661e-07
cri_tvla_2;500;gauss;128;5.387753167535098e-06
dlla9;500;gauss;128;5.792998797735327e-07
dlla2;500;gauss;128;0.18854279373772442
cri_tvla_1;500;gauss;136;1.1382919670394239e-05
cri_tvla_2;500;gauss;136;5.031517227958608e-06
dlla9;500;gauss;136;9.464364776692613e-11
dlla2;500;gauss;136;0.0010512007866054773
cri_tvla_1;500;gauss;144;1.9349809454472685e-06
cri_tvla_2;500;gauss;144;5.703575865941124e-05
dlla9;500;gauss;144;6.906726920340362e-08
dlla2;500;gauss;144;0.0010512007866054773
cri_tvla_1;500;gauss;152;1.1901133379938759e-06
cri_tvla_2;500;gauss;152;7.122248509136694e-06
dlla9;500;gauss;152;5.49176649595533e-09
dlla2;500;gauss;152;0.18854279373772442
cri_tvla_1;500;gauss;160;3.23362646376242e-07
cri_tvla_2;500;gauss;160;0.0001715308200419255
dlla9;500;gauss;160;8.34407031961076e-12
dlla2;500;gauss;160;0.010030803503468633
cri_tvla_1;500;gauss;168;3.4489807656202945e-05
cri_tvla_2;500;gauss;168;1.8226664713757908e-05
dlla9;500;gauss;168;2.4956651444809847e-08
dlla2;500;gauss;168;0.0002675263676792383
cri_tvla_1;500;gauss;176;3.5112456822475855e-05
cri_tvla_2;500;gauss;176;1.646481594970083e-05
dlla9;500;gauss;176;1.427316230703516e-09
dlla2;500;gauss;176;0.010030803503468633
cri_tvla_1;500;gauss;184;4.94205962585924e-05
cri_tvla_2;500;gauss;184;9.627435769499074e-06
dlla9;500;gauss;184;1.6703033952173282e-07
dlla2;500;gauss;184;0.010030803503468633
cri_tvla_1;500;gauss;192;6.0586169583939284e-05
cri_tvla_2;500;gauss;192;7.128086666010102e-05
dlla9;500;gauss;192;3.1186301804086683e-07
dlla2;500;gauss;192;0.055092082591727376
cri_tvla_1;500;gauss;200;8.058328654102258e-05
cri_tvla_2;500;gauss;200;0.0006713913465105732
dlla9;500;gauss;200;0.0025776152340672535
dlla2;500;gauss;200;0.4300250329542905
cri_tvla_1;500;gauss;208;0.00018581501627836107
cri_tvla_2;500;gauss;208;4.134878468047864e-05
dlla9;500;gauss;208;4.186511545096137e-05
dlla2;500;gauss;208;0.025051229866221547
cri_tvla_1;500;gauss;216;0.00017719368315106227
cri_tvla_2;500;gauss;216;0.00010514936472710971
dlla9;500;gauss;216;0.0001646795021822777
dlla2;500;gauss;216;0.4300250329542905
cri_tvla_1;500;gauss;224;4.265771376149007e-05
cri_tvla_2;500;gauss;224;3.0194427419419716e-06
dlla9;500;gauss;224;0.025907959907615758
dlla2;500;gauss;224;0.0010512007866054773
cri_tvla_1;500;gauss;232;0.0001450127045974491
cri_tvla_2;500;gauss;232;2.7425245289192863e-05
dlla9;500;gauss;232;0.0055543669640111416
dlla2;500;gauss;232;0.29830744792707264
cri_tvla_1;500;gauss;240;0.00010128459561133924
cri_tvla_2;500;gauss;240;9.317478909721922e-05
dlla9;500;gauss;240;0.0004991076525610946
dlla2;500;gauss;240;0.18854279373772442
cri_tvla_1;500;gauss;248;0.0002480500791745138
cri_tvla_2;500;gauss;248;3.806417374823198e-06
dlla9;500;gauss;248;0.00010019651365217402
dlla2;500;gauss;248;0.4300250329542905
cri_tvla_1;500;gauss;256;0.0003426719679872253
cri_tvla_2;500;gauss;256;4.5726199845711705e-05
dlla9;500;gauss;256;0.10990718736115546
dlla2;500;gauss;256;0.7016925520729274
cri_tvla_1;500;gauss;264;0.00020957918200345587
cri_tvla_2;500;gauss;264;5.6588783672602886e-05
dlla9;500;gauss;264;0.0021560453060313935
dlla2;500;gauss;264;0.7016925520729274
cri_tvla_1;500;gauss;272;5.749636619292104e-05
cri_tvla_2;500;gauss;272;2.9283386023533313e-05
dlla9;500;gauss;272;0.003995423863026824
dlla2;500;gauss;272;0.18854279373772442
cri_tvla_1;500;gauss;280;4.667491679460863e-05
cri_tvla_2;500;gauss;280;0.00011483065626596053
dlla9;500;gauss;280;0.12784817247599436
dlla2;500;gauss;280;0.18854279373772442
cri_tvla_1;500;gauss;288;0.00013766892831627438
cri_tvla_2;500;gauss;288;7.325319988785395e-05
