,DL-LA 9-class,DL-LA Wegener,TVLA $t$-test
0,,1.0,1.0
1,,0.75,1.0
2,,0.5,1.0
3,,0.6875,0.9992828510464111
4,0.1960760243297413,0.8125,0.998565702092822
5,0.1960760243297413,0.65625,0.9978485531392332
6,0.11083149325097487,0.5,0.9971314041856439
7,0.11083149325097487,0.36328125,0.9964142552320551
8,0.044599372960747174,0.25390625,0.9956971062784664
9,0.044599372960747174,0.171875,0.9949799573248773
10,0.011729780874723372,0.2744140625,0.9942628083712884
11,0.011729780874723372,0.38720703125,0.9935456594176995
12,0.02765657907268237,0.5,0.9928285104641104
13,0.02765657907268237,0.604736328125,0.9921113615105215
14,0.017988354741956546,0.696380615234375,0.9913942125569324
15,0.017988354741956546,0.5981903076171875,0.9906770636033435
16,0.005839699742012349,0.6854705810546875,0.9899599146497545
17,0.005839699742012349,0.5927352905273438,0.9892427656961654
18,0.016592647420997184,0.6761970520019531,0.9885256167425768
19,0.016592647420997184,0.7482776641845703,0.9878084677889879
20,0.012435103375955481,0.6681880950927734,0.9870913188353987
21,0.012435103375955481,0.5840940475463867,0.9863741698818096
22,0.008364164790320741,0.6611802577972412,0.985657020928221
23,0.008364164790320741,0.7293719053268433,0.9849398719746318
24,0.005726365815673774,0.6549810171127319,0.984222723021043
25,0.005726365815673774,0.7214014530181885,0.9835055740674541
26,0.007951284398199353,0.6494459807872772,0.9827884251138649
27,0.007951284398199353,0.7142059057950974,0.9820712761602761
28,0.007118686756855529,0.644464448094368,0.9813541272066875
29,0.007118686756855529,0.572232224047184,0.9806369782530979
30,0.007201971392295901,0.639949934091419,0.9799198292995094
31,0.007201971392295901,0.7016925520729274,0.9792026803459202
32,0.003185536350425201,0.6358337595593184,0.9784855313923313
33,0.003185536350425201,0.5679168797796592,0.9777683824387425
34,0.0018766135904421872,0.5,0.9770512334851533
35,0.0018766135904421872,0.5660302997857798,0.9763340845315645
36,0.0005030766421108348,0.49999999999999994,0.9756169355779754
37,0.0005030766421108348,0.43570733968226705,0.9748997866243864
38,0.0015253321884965338,0.37462931238042074,0.9741826376707973
39,0.0015253321884965338,0.43731465619021037,0.9734654887172084
40,0.0013353449874154014,0.3776143287523155,0.9727483397636197
41,0.0013353449874154014,0.43880716437615774,0.9720311908100303
42,0.0009097858752156889,0.38039582128067195,0.9713140418564417
43,0.0009097858752156889,0.325793913604457,0.9705968929028529
44,0.00024437000013163824,0.27574216490125997,0.9698797439492635
45,0.00024437000013163824,0.3293690385118282,0.969162594995675
46,0.00026607414815947876,0.2800323147901054,0.9684454460420857
47,0.00026607414815947876,0.33273290603830924,0.9677282970884967
48,0.00025065186687107466,0.38772482734078295,0.9670111481349078
49,0.00025065186687107466,0.4438624136703915,0.966293999181319
50,0.0001193864739325072,0.5,0.9655768502277301
51,0.0001193864739325072,0.5550580173617313,0.9648597012741412
52,3.9394804259689e-05,0.5,0.964142552320552
53,3.9394804259689e-05,0.5540384244476253,0.9634254033669629
54,3.257819862097123e-05,0.6061469051649784,0.9627082544133743
55,3.257819862097123e-05,0.6555601196383302,0.9619911054597854
56,1.9754344366063556e-05,0.6043167861104095,0.9612739565061961
57,1.9754344366063556e-05,0.5521583930552048,0.9605568075526074
58,1.58849761802737e-05,0.6025781730085694,0.9598396585990182
59,1.58849761802737e-05,0.5512890865042847,0.9591225096454294
60,7.121319280779818e-06,0.49999999999999983,0.9584053606918405
61,7.121319280779818e-06,0.44953815682642945,0.9576882117382516
62,2.5432156660881753e-05,0.4006532462520331,0.9569710627846627
63,2.5432156660881753e-05,0.4503266231260165,0.9562539138310735
64,1.743024588148539e-05,0.5,0.9555367648774846
65,1.743024588148539e-05,0.45107925004834953,0.9548196159238957
66,6.9615489176564315e-06,0.4035973456835126,0.9541024669703067
67,6.9615489176564315e-06,0.3581503800771684,0.9533853180167178
68,4.103411592233498e-06,0.3152282458933989,0.9526681690631289
69,4.103411592233498e-06,0.27520625591123565,0.9519510201095397
70,1.2890222637779376e-05,0.317653821043833,0.9512338711559509
71,1.2890222637779376e-05,0.36197407287345684,0.950516722202362
72,6.93252475373735e-06,0.31998646587697116,0.9497995732487728
73,6.93252475373735e-06,0.3637735417447348,0.9490824242951839
74,5.966509298688512e-06,0.3222319569471128,0.9483652753415953
75,5.966509298688512e-06,0.36550444111130254,0.9476481263880061
76,3.7129412319323633e-06,0.4099464518745243,0.946930977434417
77,3.7129412319323633e-06,0.4549732259372621,0.9462138284808284
78,2.4062610141598567e-06,0.4110721212260926,0.945496679527239
79,2.4062610141598567e-06,0.45553606061304636,0.9447795305736504
80,2.427945121461741e-06,0.4999999999999999,0.9440623816200615
81,2.427945121461741e-06,0.5439216962236981,0.9433452326664723
82,1.820345115899298e-06,0.4999999999999999,0.9426280837128834
83,1.820345115899298e-06,0.5433988188877014,0.9419109347592943
84,1.711496191621047e-06,0.5857883629175495,0.9411937858057053
85,1.711496191621047e-06,0.5428941814587751,0.9404766368521165
86,1.2450935204118627e-06,0.4999999999999999,0.9397594878985277
87,1.2450935204118627e-06,0.4575932524214383,0.9390423389449385
88,5.175240845629605e-07,0.41612887701128914,0.9383251899913494
89,5.175240845629605e-07,0.37601660079929716,0.9376080410377607
90,4.872731943030293e-07,0.417040519652471,0.9368908920841715
91,4.872731943030293e-07,0.37732587480524954,0.9361737431305828
92,3.2113869149391115e-07,0.41792306731574264,0.9354565941769938
93,3.2113869149391115e-07,0.4589615336578714,0.9347394452234047
94,1.7210980399702893e-06,0.5,0.934022296269816
95,1.7210980399702893e-06,0.5406109823177315,0.9333051473162269
96,2.446389752098595e-06,0.5803931690779585,0.9325879983626381
97,2.446389752098595e-06,0.6189818902353785,0.9318708494090491
98,7.356738929344563e-07,0.5795892373871788,0.93115370045546
99,7.356738929344563e-07,0.5397946186935892,0.9304365515018713
100,5.63525350460482e-07,0.5788089507461277,0.9297194025482822
101,5.63525350460482e-07,0.616697869374074,0.929002253594693
102,2.682376536639259e-07,0.6531570174877583,0.9282851046411045
103,2.682376536639259e-07,0.6879282420776608,0.9275679556875153
104,9.478735459314738e-08,0.7208028544172044,0.9268508067339264
105,9.478735459314738e-08,0.6862845114606831,0.9261336577803376
106,8.282598525220208e-08,0.6504125079960635,0.9254165088267484
107,8.282598525220208e-08,0.6135057352007328,0.9246993598731594
108,2.763173308271449e-08,0.6490944089676585,0.9239822109195703
109,2.763173308271449e-08,0.6831221759904209,0.9232650619659815
110,2.5973436020721593e-08,0.6120811628910349,0.9225479130123926
111,2.5973436020721593e-08,0.6472715069443633,0.9218307640588035
112,1.4708964409151003e-07,0.6111111546051263,0.9211136151052146
113,1.4708964409151003e-07,0.6460337791040565,0.9203964661516256
114,1.1305003511819199e-07,0.6794825785008082,0.9196793171980367
115,1.1305003511819199e-07,0.6448267155022167,0.9189621682444479
116,7.733004665143503e-08,0.6092443525006433,0.9182450192908587
117,7.733004665143503e-08,0.6436490716709108,0.9175278703372698
118,6.735133403126265e-08,0.6083455490257457,0.9168107213836809
119,6.735133403126265e-08,0.5724339297076471,0.916093572430092
120,4.457181097358532e-08,0.5362175866968943,0.9153764234765032
121,4.457181097358532e-08,0.5,0.9146592745229138
122,4.1677755950870414e-08,0.4640772683474455,0.913942125569325
123,4.1677755950870414e-08,0.5,0.9132249766157361
124,7.052722622002863e-08,0.4643650372824013,0.9125078276621469
125,7.052722622002863e-08,0.4292931006683196,0.911790678708558
126,1.9603109508634079e-07,0.4646459994628147,0.9110735297549694
127,1.9603109508634079e-07,0.5,0.9103563808013803
128,3.532391959100145e-07,0.4649204190646116,0.9096392318477913
129,3.532391959100145e-07,0.5,0.9089220828942025
130,1.755215887194019e-07,0.5348114538710006,0.9082049339406133
131,1.755215887194019e-07,0.5,0.9074877849870244
132,1.117974998299889e-07,0.5345493824798111,0.9067706360334356
133,1.117974998299889e-07,0.5,0.9060534870798465
134,1.5726389065097496e-07,0.5342931421950192,0.9053363381262575
135,1.5726389065097496e-07,0.5680841285726368,0.9046191891726686
136,3.7873847234370085e-07,0.5340425199383618,0.9039020402190797
137,3.7873847234370085e-07,0.5,0.9031848912654908
138,6.846442720628479e-07,0.5337973133753311,0.9024677423119017
139,6.846442720628479e-07,0.5671138125036893,0.9017505933583128
140,4.7289064235553074e-07,0.5335573302285678,0.9010334444047237
141,4.7289064235553074e-07,0.566643956713849,0.900316295451135
142,2.688721198501982e-07,0.5333223876441334,0.8995991464975461
143,2.688721198501982e-07,0.5,0.8988819975439567
144,4.809546366290719e-07,0.46690768839408386,0.8981648485903682
145,4.809546366290719e-07,0.43426689115987577,0.8974476996367791
146,6.754992785652897e-07,0.40228547400871784,0.8967305506831901
147,6.754992785652897e-07,0.37115419703585817,0.8960134017296013
148,7.932573806405228e-07,0.4029303047603635,0.8952962527760121
149,7.932573806405228e-07,0.43514138614051795,0.8945791038224232
150,1.3514762337069053e-06,0.4035625377913848,0.893861954868834
151,1.3514762337069053e-06,0.43556574579857915,0.8931448059152454
152,1.6349914019018208e-06,0.4041825779572551,0.8924276569616563
153,1.6349914019018208e-06,0.3736016625503295,0.8917105080080674
154,2.0702659931038294e-06,0.404790812132114,0.8909933590544785
155,2.0702659931038294e-06,0.3743870208532736,0.8902762101008891
156,1.7654859035303238e-06,0.3449305974009367,0.8895590611473005
157,1.7654859035303238e-06,0.316562019949341,0.8888419121937117
158,2.300587732551759e-06,0.28940078266192815,0.8881247632401224
159,2.300587732551759e-06,0.26354462843276905,0.8874076142865338
160,5.190715446415223e-06,0.2905847379288573,0.8866904653329446
161,5.190715446415223e-06,0.26482533502667127,0.8859733163793557
162,5.742798202672423e-06,0.29174903435948474,0.8852561674257668
163,5.742798202672423e-06,0.2660856120744244,0.8845390184721775
164,4.296750680213759e-06,0.24176102993402449,0.8838218695185891
165,4.296750680213759e-06,0.2673259922597098,0.8831047205649998
166,2.74216347901875e-06,0.29402077242779756,0.8823875716114109
167,2.74216347901875e-06,0.2685469892213208,0.881670422657822
168,3.6722412519569503e-06,0.24437206019325364,0.880953273704233
169,3.6722412519569503e-06,0.22155116599545455,0.8802361247506442
170,2.749012159009581e-06,0.20012046404782047,0.8795189757970551
171,2.749012159009581e-06,0.22288295395742114,0.8788018268434662
172,1.265547265635625e-06,0.2014889952268754,0.8780846778898772
173,1.265547265635625e-06,0.1814857161699152,0.8773675289362883
174,4.055976872381797e-06,0.20283944764252648,0.8766503799826995
175,4.055976872381797e-06,0.18285614814075662,0.87593323102911
176,4.227748949622436e-06,0.2041722017931264,0.8752160820755213
177,4.227748949622436e-06,0.18420969594097902,0.8744989331219324
178,2.340720948059609e-06,0.20548762763452072,0.8737817841683434
179,2.340720948059609e-06,0.228028270125128,0.8730646352147545
180,1.3214875844776328e-06,0.20678608492170075,0.8723474862611654
181,1.3214875844776328e-06,0.1868674318563232,0.8716303373075764
182,1.5589761318472023e-06,0.1682791881973253,0.8709131883539877
183,1.5589761318472023e-06,0.1510141140548884,0.8701960394003988
184,8.535869734602983e-07,0.16959194785642312,0.8694788904468096
185,8.535869734602983e-07,0.18946143143463456,0.8687617414932207
186,5.643842789635636e-07,0.17088998487081403,0.8680445925396318
187,5.643842789635636e-07,0.15361420486534832,0.8673274435860427
188,1.3977304260045662e-06,0.13761676203741718,0.8666102946324539
189,1.3977304260045662e-06,0.12286935016992462,0.8658931456788649
190,1.6946738228933593e-06,0.10933416799597595,0.8651759967252758
191,1.6946738228933593e-06,0.09696542614120535,0.8644588477716869
192,1.8134032986475323e-06,0.08571084035905024,0.863741698818098
193,1.8134032986475323e-06,0.07551307739531453,0.863024549864509
194,1.249433671881424e-06,0.06631112543693318,0.8623074009109202
195,1.249433671881424e-06,0.05804156686932752,0.8615902519573311
196,1.1648650705854416e-06,0.050639736752364085,0.8608731030037422
197,1.1648650705854416e-06,0.05897081769380769,0.8601559540501533
198,1.291157697588667e-06,0.0682897090290637,0.8594388050965641
199,1.291157697588667e-06,0.05989746521295916,0.8587216561429754
200,1.0389144098359548e-06,0.052370108323589605,0.8580045071893864
201,1.0389144098359548e-06,0.06082142969567003,0.8572873582357975
202,8.670695985183907e-07,0.0532329699451277,0.8565702092822083
203,8.670695985183907e-07,0.04644597044185266,0.8558530603286194
204,4.536810734135396e-07,0.05409415844364552,0.8551359113750305
205,4.536810734135396e-07,0.04724646335473581,0.8544187624214417
206,3.5800932911484503e-07,0.041138886361058224,0.8537016134678526
207,3.5800932911484503e-07,0.03571172886492605,0.8529844645142635
208,2.132520639447938e-07,0.04187894622995511,0.8522673155606746
209,2.132520639447938e-07,0.03639298322013125,0.8515501666070857
210,4.1297407082676156e-07,0.031530819438527355,0.8508330176534967
211,4.1297407082676156e-07,0.027237017553097757,0.8501158686999079
212,3.795246635657758e-07,0.0321560889937997,0.8493987197463188
213,3.795246635657758e-07,0.027807484433441425,0.8486815707927299
214,1.8884388761742964e-07,0.03278260044482986,0.847964421839141
215,1.8884388761742964e-07,0.02837972319300676,0.847247272885552
216,1.8008410739874672e-07,0.024496747354376815,0.8465301239319631
217,1.8008410739874672e-07,0.02895363270864864,0.845812974978374
218,1.0954709203535808e-07,0.02501903503807231,0.845095826024785
219,1.0954709203535808e-07,0.021557223391537678,0.8443786770711961
220,9.252752971958687e-08,0.01852168909209575,0.8436615281176074
221,9.252752971958687e-08,0.022032700368413427,0.8429443791640182
222,9.685317019663839e-08,0.01895097393515643,0.8422272302104291
223,9.685317019663839e-08,0.016254722322859756,0.8415100812568405
224,7.68828188034827e-08,0.013903447513498595,0.8407929323032514
225,7.68828188034827e-08,0.016643339097967984,0.8400757833496624
226,9.004075590511547e-08,0.014251717123426419,0.8393586343960735
227,9.004075590511547e-08,0.012170460021995773,0.8386414854424844
228,7.347456229052007e-08,0.014602755401854961,0.8379243364888955
229,7.347456229052007e-08,0.01248412458154702,0.8372071875353067
230,1.0370922276917213e-07,0.010644178705393423,0.8364900385817176
231,1.0370922276917213e-07,0.012800564588777883,0.8357728896281287
232,1.902560438038329e-07,0.010926125996180442,0.8350557406745397
233,1.902560438038329e-07,0.013119720744674103,0.8343385917209506
234,8.891348720865241e-08,0.011210818447161744,0.8336214427673619
235,8.891348720865241e-08,0.013441534272001855,0.8329042938137728
236,8.292178831839438e-08,0.01603326339552405,0.8321871448601839
237,8.292178831839438e-08,0.01376594693781477,0.831469995906595
238,4.415212545104438e-08,0.011788232313400818,0.8307528469530059
239,4.415212545104438e-08,0.01006837577517317,0.830035697999417
240,4.080695023734741e-08,0.008577249390697981,0.8293185490458281
241,4.080695023734741e-08,0.007288268216473425,0.828601400092239
242,5.171354825450319e-08,0.006177292508935968,0.82788425113865
243,5.171354825450319e-08,0.00749334124948128,0.8271671021850612
244,5.0923132059720066e-08,0.009043230657843692,0.8264499532314723
245,5.0923132059720066e-08,0.007700881584476249,0.8257328042778832
246,3.3451406162970724e-08,0.006541341405818473,0.8250156553242943
247,3.3451406162970724e-08,0.005542583190301345,0.8242985063707053
248,2.835872570156081e-08,0.006726915157970834,0.8235813574171162
249,2.835872570156081e-08,0.008123236781455408,0.8228642084635276
250,1.1340479779248841e-08,0.006914820138220037,0.8221470595099385
251,1.1340479779248841e-08,0.005871691150586287,0.8214299105563494
252,1.2118852479010115e-08,0.004973764853795303,0.8207127616027605
253,1.2118852479010115e-08,0.004202969357997438,0.8199956126491715
254,9.652646986282186e-09,0.005121450027820901,0.8192784636955827
255,9.652646986282186e-09,0.004332448363012557,0.8185613147419936
256,6.556020495358166e-09,0.0036562611541189013,0.8178441657884047
257,6.556020495358166e-09,0.00446391022464821,0.8171270168348158
258,4.658575509514244e-09,0.0037712685120963856,0.8164098678812268
259,4.658575509514244e-09,0.0031786075412939797,0.8156927189276377
260,5.067326036675022e-09,0.0038881285600731643,0.8149755699740489
261,5.067326036675022e-09,0.004732730190395279,0.81425842102046
262,4.579756537211915e-09,0.004006831720869163,0.8135412720668709
263,4.579756537211915e-09,0.003384370573457744,0.812824123113282
264,5.045177564695498e-09,0.0028520082842998294,0.812106974159693
265,5.045177564695498e-09,0.00239788486535647,0.8113898252061039
266,7.642702233507403e-09,0.0020114958125820527,0.8106726762525154
