,DL-LA 9-class,DL-LA Wegener
0,,0.5
1,,0.75
2,,0.5
3,,0.6875
4,,0.8125
5,,0.65625
6,,0.5
7,,0.63671875
8,0.8384726187397011,0.5
9,0.8384726187397011,0.623046875
10,0.8384726187397011,0.7255859375
11,0.8384726187397011,0.80615234375
12,0.8014230950033685,0.8665771484375
13,0.8014230950033685,0.78802490234375
14,0.8014230950033685,0.84912109375
15,0.8014230950033685,0.7727508544921875
16,0.6075278273074307,0.8338470458984375
17,0.6075278273074307,0.7596588134765625
18,0.6075278273074307,0.6761970520019531
19,0.6075278273074307,0.5880985260009766
20,0.582479513949907,0.5
21,0.582479513949907,0.5840940475463867
22,0.582479513949907,0.5
23,0.582479513949907,0.4194098711013794
24,0.9818064571931937,0.34501898288726807
25,0.9818064571931937,0.2785985469818115
26,0.9818064571931937,0.3505540192127228
27,0.9818064571931937,0.28579409420490265
28,0.6710603973589713,0.355535551905632
29,0.6710603973589713,0.427767775952816
30,0.6710603973589713,0.5
31,0.6710603973589713,0.4300250329542905
32,0.867801620102547,0.3641662404406816
33,0.867801620102547,0.30379568063654006
34,0.867801620102547,0.24977991660125554
35,0.867801620102547,0.20251612307038158
36,0.9378490022535244,0.1620043000439182
37,0.9378490022535244,0.1279375397716649
38,0.9378490022535244,0.09979543345980346
39,0.9378490022535244,0.13409362552738457
40,0.637824521518151,0.10551179880440031
41,0.637824521518151,0.13997811926446957
42,0.637824521518151,0.1801888264678837
43,0.637824521518151,0.22569041619806285
44,0.9824548912692763,0.27574216490125997
45,0.9824548912692763,0.3293690385118282
46,0.9824548912692763,0.2800323147901054
47,0.9824548912692763,0.33273290603830924
48,0.8663358642856572,0.28408620642458265
49,0.8663358642856572,0.3359055168826828
50,0.8663358642856572,0.2879246738659234
51,0.8663358642856572,0.33890431957123024
52,0.9559249229174127,0.3919231511047494
53,0.9559249229174127,0.44596157555237476
54,0.9559249229174127,0.5
55,0.9559249229174127,0.5530734525824891
56,0.681020691346615,0.49999999999999983
57,0.681020691346615,0.4478416069447952
58,0.681020691346615,0.3974218269914304
59,0.681020691346615,0.44871091349571535
60,0.7137553114468802,0.49999999999999983
61,0.7137553114468802,0.44953815682642945
62,0.7137553114468802,0.49999999999999994
63,0.7137553114468802,0.4503266231260165
64,0.6749921348412489,0.40215850009669923
65,0.6749921348412489,0.45107925004834953
66,0.6749921348412489,0.5
67,0.6749921348412489,0.45179867284175623
68,0.5233659812922112,0.4999999999999998
69,0.5233659812922112,0.5475127367702686
70,0.5233659812922112,0.593705675296919
71,0.5233659812922112,0.6380259271265429
72,0.5553591494455887,0.5924393823875015
73,0.5553591494455887,0.5462196911937507
74,0.5553591494455887,0.5912230747245075
75,0.5553591494455887,0.545611537362254
76,0.6022894846945344,0.5900535481254757
77,0.6022894846945344,0.6328289834850767
78,0.6022894846945344,0.6735178122417701
79,0.6022894846945344,0.7117846869058031
80,0.6287561390388423,0.671503766206821
81,0.6287561390388423,0.6296735793271087
82,0.6287561390388423,0.6695581761193923
83,0.6287561390388423,0.6281779069473977
84,0.6908079433697014,0.5857883629175495
85,0.6908079433697014,0.6267328088554714
86,0.6908079433697014,0.5848134951571229
87,0.6908079433697014,0.6253354983988595
88,0.6738419757199701,0.6640956754126949
89,0.6738419757199701,0.7007941408832409
90,0.6738419757199701,0.7351989522618771
91,0.6738419757199701,0.6987938611519244
92,0.7296663673240518,0.6607339931733375
93,0.7296663673240518,0.6968520311530169
94,0.7296663673240518,0.7308029868539153
95,0.7296663673240518,0.6949658669474115
96,0.7666835968551479,0.6575706113927984
97,0.7666835968551479,0.6931327661849308
98,0.7666835968551479,0.7266432582005936
99,0.7666835968551479,0.691350293205374
100,0.8117938214518763,0.724645543200864
101,0.8117938214518763,0.7557827677336834
102,0.8117938214518763,0.7846554668459345
103,0.8117938214518763,0.7536774667567487
104,0.6344977676949247,0.7208028544172044
105,0.6344977676949247,0.7516228034855269
106,0.6344977676949247,0.780279949110459
107,0.6344977676949247,0.8067136955058696
108,0.6215365479303476,0.8309072939016693
109,0.6215365479303476,0.8528831457778545
110,0.6215365479303476,0.8517743756590759
111,0.6215365479303476,0.8715803710210717
112,0.6533897510691751,0.8496171931938983
113,0.6533897510691751,0.825514173425129
114,0.6533897510691751,0.847496527034918
115,0.6533897510691751,0.8234198233420061
116,0.84125511367852,0.7973097217705288
117,0.84125511367852,0.8213637204840627
118,0.84125511367852,0.795322336574177
119,0.84125511367852,0.7673955907739292
120,0.7919863225612137,0.7933733122531799
121,0.7919863225612137,0.8173619777953582
122,0.7919863225612137,0.7914614702397177
123,0.7919863225612137,0.7637511929996558
124,0.883241587958537,0.789585679732515
125,0.883241587958537,0.7619832535287852
126,0.883241587958537,0.7327493872184536
127,0.883241587958537,0.7020584547174111
128,0.9665843287860565,0.7311568889299
129,0.9665843287860565,0.7006374651735766
130,0.9665843287860565,0.7295964116536346
131,0.9665843287860565,0.7568828393058513
132,0.9424536716333591,0.7824219637772356
133,0.9424536716333591,0.8061699131826604
134,0.9424536716333591,0.828111622350821
135,0.9424536716333591,0.8044137385949303
136,0.687030915230836,0.7790301597644034
137,0.687030915230836,0.8026865668784524
138,0.687030915230836,0.7773786278912781
139,0.687030915230836,0.7505188506981195
140,0.7457428685175358,0.7757555694842342
141,0.7457428685175358,0.7489996407122667
142,0.7457428685175358,0.7741601936353695
143,0.7457428685175358,0.7976716190363569
144,0.6899415621315452,0.7725917389657307
145,0.6899415621315452,0.7460415331404482
146,0.6899415621315452,0.7181485691746134
147,0.6899415621315452,0.7446011009130518
148,0.4944828382755786,0.7168341558985446
149,0.4944828382755786,0.687896942616797
150,0.4944828382755786,0.7155430972408241
151,0.4944828382755786,0.7417938658019808
152,0.583135941079567,0.7665728645886373
153,0.583135941079567,0.7898275324830357
154,0.583135941079567,0.765128538258379
155,0.583135941079567,0.7390803048331923
156,0.5864843366720196,0.7637071142647267
157,0.5864843366720196,0.7868552985632866
158,0.5864843366720196,0.8084931048195192
159,0.5864843366720196,0.7854023497798254
160,0.5276038522444466,0.760930638989125
161,0.5276038522444466,0.7839708094290536
162,0.5276038522444466,0.8055424473675381
163,0.5276038522444466,0.7825601707521084
164,0.4095102532707807,0.7582389700659755
165,0.4095102532707807,0.7811699430217558
166,0.4095102532707807,0.8026724114374447
167,0.4095102532707807,0.7797996509304984
168,0.34665350309171594,0.8012665372887036
169,0.34665350309171594,0.7784488340045455
170,0.34665350309171594,0.7543514378920535
171,0.34665350309171594,0.7771170460425789
172,0.3055630805093812,0.7985110047731245
173,0.3055630805093812,0.8185142838300847
174,0.3055630805093812,0.8371243227606417
175,0.3055630805093812,0.8543535761910936
176,0.4208281529548974,0.835750035865053
177,0.4208281529548974,0.815790304059021
178,0.4208281529548974,0.7945123723654792
179,0.4208281529548974,0.7719717298748721
180,0.24461146367335046,0.7482410120155298
181,0.24461146367335046,0.7707288568724429
182,0.24461146367335046,0.7470704109602008
183,0.24461146367335046,0.769502606787211
184,0.2510010870425728,0.7459160553529962
185,0.2510010870425728,0.7682926194826294
186,0.2510010870425728,0.7894169031450488
187,0.2510010870425728,0.8092647194244051
188,0.3181133168203557,0.7881829152105169
189,0.3181133168203557,0.765920045072786
190,0.3181133168203557,0.7425468377533537
191,0.3181133168203557,0.7181485691746134
192,0.23139872610672887,0.6928239936813032
193,0.23139872610672887,0.666683972338762
194,0.23139872610672887,0.6919131054913978
195,0.23139872610672887,0.7161454169013237
196,0.1896263926395371,0.6910149674201881
197,0.1896263926395371,0.7151642092060169
198,0.1896263926395371,0.690129285719897
199,0.1896263926395371,0.7141961775233342
200,0.19507729740683064,0.7372241735931027
201,0.19507729740683064,0.7132410312304589
202,0.19507729740683064,0.6883941628380775
203,0.19507729740683064,0.7122984885436232
204,0.17811645986204988,0.6875441794421474
205,0.17811645986204988,0.6620409940427802
206,0.17811645986204988,0.6359011631322586
207,0.17811645986204988,0.6092443525006433
208,0.13802930221964965,0.5821959023174783
209,0.13802930221964965,0.6087360376299663
210,0.13802930221964965,0.6346573962610896
211,0.13802930221964965,0.6082347511129452
212,0.19526006399614032,0.6340481752640585
213,0.19526006399614032,0.6591526125408504
