,$\mu_{1}$,$\mu_{2}$,$\mu_{3}$
137,0.5022759449907397,0.7424150479737444,0.5091881020340534
138,0.5057279325438844,0.803644654930856,0.4836094211563514
139,0.5057279325438844,0.803644654930856,0.4836094211563514
140,0.3997923050872625,0.7692380234499884,0.47525645943551853
141,0.3997923050872625,0.7692380234499884,0.47525645943551853
142,0.4559882483942366,0.8928125748045733,0.4705823253046283
143,0.4559882483942366,0.8928125748045733,0.4705823253046283
144,0.5158406111962022,0.8883093478311118,0.4813597716556105
145,0.5158406111962022,0.8883093478311118,0.4813597716556105
146,0.5847187993931432,0.7567332845803265,0.483037562289898
147,0.5847187993931432,0.7567332845803265,0.483037562289898
148,0.595316006529111,0.7341287240928407,0.5112314766056683
149,0.595316006529111,0.7341287240928407,0.5112314766056683
150,0.5366162293278837,0.7405393244528375,0.5243405291140393
151,0.5366162293278837,0.7405393244528375,0.5243405291140393
152,0.3946135104800558,0.7237833260222168,0.5693443160928713
153,0.3946135104800558,0.7237833260222168,0.5693443160928713
154,0.3946583452112564,0.7242046703202019,0.5606339547577529
155,0.3946583452112564,0.7242046703202019,0.5606339547577529
156,0.4457877559772856,0.6523213031781312,0.5464297778700433
157,0.4457877559772856,0.6523213031781312,0.5464297778700433
158,0.4992526495352353,0.6408625121349019,0.5502265067278185
159,0.4992526495352353,0.6408625121349019,0.5502265067278185
160,0.5561957439138951,0.6450449878064644,0.5589399021588357
161,0.5561957439138951,0.6450449878064644,0.5589399021588357
162,0.5562219918782223,0.5132209511962547,0.5599523154617438
163,0.5562219918782223,0.5132209511962547,0.5599523154617438
164,0.5562475928927586,0.3409881079114515,0.4859592352018487
165,0.5562475928927586,0.3409881079114515,0.4859592352018487
166,0.40819261744099034,0.4004340454629739,0.4576322580365315
167,0.40819261744099034,0.4004340454629739,0.4576322580365315
168,0.3641480725309978,0.3661227910161534,0.43614328497815646
169,0.3641480725309978,0.3661227910161534,0.43614328497815646
170,0.4107422574319971,0.40640697231467804,0.43821717394388837
171,0.4107422574319971,0.40640697231467804,0.43821717394388837
172,0.410783135512519,0.41093607999133897,0.4571788254270911
173,0.410783135512519,0.41093607999133897,0.4571788254270911
174,0.4604210832059671,0.31488455020579287,0.4987433677697499
175,0.4604210832059671,0.31488455020579287,0.4987433677697499
176,0.46271604593534477,0.28949465334893354,0.48924764287733724
177,0.46271604593534477,0.28949465334893354,0.48924764287733724
178,0.5724308781324642,0.24355287302022707,0.48001390190685256
179,0.5724308781324642,0.24355287302022707,0.48001390190685256
180,0.6888172413965046,0.21028598994324796,0.4399223352410139
181,0.6888172413965046,0.21028598994324796,0.4399223352410139
182,0.6901953997137158,0.21264102186940823,0.4472181782183312
183,0.6901953997137158,0.21264102186940823,0.4472181782183312
184,0.6902324541954216,0.21500212927631743,0.4785238252255932
185,0.6902324541954216,0.21500212927631743,0.4785238252255932
186,0.6338689846306786,0.26671371755247497,0.5546229102024405
187,0.6338689846306786,0.26671371755247497,0.5546229102024405
188,0.5792965974158979,0.2688576572890435,0.580644999894337
189,0.5792965974158979,0.2688576572890435,0.580644999894337
190,0.6354673922211563,0.28511730441847344,0.6007122962088591
191,0.6354673922211563,0.28511730441847344,0.6007122962088591
192,0.5810644650489702,0.26770855721957604,0.5791609258522363
193,0.5810644650489702,0.26770855721957604,0.5791609258522363
194,0.6953492865466083,0.2795665519377084,0.6027372790392591
195,0.6953492865466083,0.2795665519377084,0.6027372790392591
196,0.6966124580836315,0.27936490476353704,0.6414944562436278
197,0.6966124580836315,0.27936490476353704,0.6414944562436278
198,0.8161770772340924,0.2933630498128803,0.6668545792581093
199,0.8161770772340924,0.2933630498128803,0.6668545792581093
200,0.8175974064384349,0.41946412584197046,0.6870647702059944
201,0.8175974064384349,0.41946412584197046,0.6870647702059944
202,0.759349435619213,0.4213376039135721,0.6490097979236059
203,0.759349435619213,0.4213376039135721,0.6490097979236059
204,0.7064995989226448,0.47184507406083465,0.6600591037928133
205,0.7064995989226448,0.47184507406083465,0.6600591037928133
206,0.7065204080683323,0.4885594726193,0.640571193515501
207,0.7065204080683323,0.4885594726193,0.640571193515501
208,0.76376355317827,0.502478018053482,0.6513693856776352
209,0.76376355317827,0.502478018053482,0.6513693856776352
210,0.7637812387027086,0.5081092683356901,0.6949556202804977
211,0.7637812387027086,0.5081092683356901,0.6949556202804977
212,0.7653846814052965,0.506526240212821,0.7184053250276907
213,0.7653846814052965,0.506526240212821,0.7184053250276907
214,0.8235107213047841,0.48465649258753596,0.7013175589785908
215,0.8235107213047841,0.48465649258753596,0.7013175589785908
216,0.8235199416977063,0.4936092314798364,0.6755203033033712
217,0.8235199416977063,0.4936092314798364,0.6755203033033712
218,0.824273884233306,0.5388470210505452,0.6277760919591253
219,0.824273884233306,0.5388470210505452,0.6277760919591253
220,0.825004766695455,0.5418273660597616,0.6670327519290234
221,0.825004766695455,0.5418273660597616,0.6670327519290234
222,0.8250170804471373,0.6658738084854966,0.7031631149050304
223,0.8250170804471373,0.6658738084854966,0.7031631149050304
224,0.8832192068451288,0.7266169548178216,0.6849026005876893
225,0.8832192068451288,0.7266169548178216,0.6849026005876893
226,0.9415774180105148,0.685168962390066,0.7368122348357191
227,0.9415774180105148,0.685168962390066,0.7368122348357191
228,0.9999999999999998,0.6758852045880834,0.7601591150266962
229,0.9999999999999998,0.6758852045880834,0.7601591150266962
230,0.9418210546551938,0.670933822889523,0.796363031181249
231,0.9418210546551938,0.670933822889523,0.796363031181249
232,0.942053817778501,0.6122476937590271,0.796790306870039
233,0.942053817778501,0.6122476937590271,0.796790306870039
234,0.7742745078622657,0.5496603865975703,0.7836111582998273
235,0.7742745078622657,0.5496603865975703,0.7836111582998273
236,0.7742911182874024,0.5055215373596678,0.7950070367573889
237,0.7742911182874024,0.5055215373596678,0.7950070367573889
238,0.7205196154595328,0.571040333162319,0.7729308246384103
239,0.7205196154595328,0.571040333162319,0.7729308246384103
240,0.7215424507712447,0.5671494913891961,0.7273583990328157
241,0.7215424507712447,0.5671494913891961,0.7273583990328157
242,0.6721324813855818,0.6955350686982271,0.7050286893734845
243,0.6721324813855818,0.6955350686982271,0.7050286893734845
244,0.6721641183986247,0.6988499097164218,0.7282531545015475
245,0.6721641183986247,0.6988499097164218,0.7282531545015475
246,0.6721952309754624,0.6647309528600096,0.7709306390754381
247,0.6721952309754624,0.6647309528600096,0.7709306390754381
248,0.6722258320493856,0.6650292422994837,0.7731074612168607
249,0.6722258320493856,0.6650292422994837,0.7731074612168607
250,0.7790067078076917,0.6523525606984946,0.7498199771794629
251,0.7790067078076917,0.6523525606984946,0.7498199771794629
252,0.833845997537599,0.6659893978405438,0.7232663802769922
253,0.833845997537599,0.6659893978405438,0.7232663802769922
254,0.8891350187139097,0.6719718048436221,0.7648838822088333
255,0.8891350187139097,0.6719718048436221,0.7648838822088333
256,0.9446076191907913,0.7287637247948916,0.6581429468411686
257,0.9446076191907913,0.7287637247948916,0.6581429468411686
258,0.9999999999999998,0.7219723931837396,0.671001286608929
259,0.9999999999999998,0.7219723931837396,0.671001286608929
260,0.9448809963261707,0.7300429905571598,0.6890916273776719
261,0.9448809963261707,0.7300429905571598,0.6890916273776719
262,0.8902249886358089,0.6977773097771929,0.6725423348228062
263,0.8902249886358089,0.6977773097771929,0.6725423348228062
264,0.8362792098161067,0.8548331327663193,0.6923587762068238
265,0.8362792098161067,0.8548331327663193,0.6923587762068238
266,0.8906220461589353,0.8941492741741711,0.8169382497475104
267,0.8906220461589353,0.8941492741741711,0.8169382497475104
268,0.784289322423286,0.9035749336274953,0.8415526235840953
269,0.784289322423286,0.9035749336274953,0.8415526235840953
270,0.8376286427252901,0.9222075577553126,0.8382462669420581
271,0.8376286427252901,0.9222075577553126,0.8382462669420581
272,0.7353762285122256,0.9208504437121949,0.8405638086202087
273,0.7353762285122256,0.9208504437121949,0.8405638086202087
274,0.7872371396458564,0.8769903745335337,0.8878819832633914
275,0.7872371396458564,0.8769903745335337,0.8878819832633914
276,0.7872520963684744,0.8736018120519695,0.854648311201165
277,0.7872520963684744,0.8736018120519695,0.854648311201165
278,0.6879328706379251,0.8615799866247995,0.8355567429195225
279,0.6879328706379251,0.8615799866247995,0.8355567429195225
280,0.639904186645253,0.8674278041527996,0.7946871965531015
281,0.639904186645253,0.8674278041527996,0.7946871965531015
282,0.5934830703497544,0.9921111710175257,0.7792041333828141
283,0.5934830703497544,0.9921111710175257,0.7792041333828141
284,0.6414453565938881,0.9995491291802439,0.790350502812829
285,0.6414453565938881,0.9995491291802439,0.790350502812829
286,0.5510948993081579,0.9961512035971805,0.7590341084814495
287,0.5510948993081579,0.9961512035971805,0.7590341084814495
288,0.5511256561805546,0.8885934998158669,0.757223903288778
289,0.5511256561805546,0.8885934998158669,0.757223903288778
290,0.5524174109664259,0.8834165171641507,0.7667451503632264
291,0.5524174109664259,0.8834165171641507,0.7667451503632264
292,0.5103347227238499,0.8983137780903954,0.8013532898319004
293,0.5103347227238499,0.8983137780903954,0.8013532898319004
294,0.39681942968628126,0.8257858659640744,0.8032219969938834
295,0.39681942968628126,0.8257858659640744,0.8032219969938834
296,0.3968574777467939,0.8262016942952504,0.7812016858395605
297,0.3968574777467939,0.8262016942952504,0.7812016858395605
298,0.43495239503547845,0.7924558785766904,0.8059866491565902
299,0.43495239503547845,0.7924558785766904,0.8059866491565902
300,0.5171612780174695,0.7893039222250937,0.7895149238396362
301,0.5171612780174695,0.7893039222250937,0.7895149238396362
302,0.6078097538711233,0.7900758558511662,0.7750282592796955
303,0.6078097538711233,0.7900758558511662,0.7750282592796955
304,0.607834099142672,0.7876160403359252,0.8097819607471333
305,0.607834099142672,0.7876160403359252,0.8097819607471333
306,0.607858121201784,0.8975383828885805,0.7715054756647293
307,0.607858121201784,0.8975383828885805,0.7715054756647293
308,0.6543106072067657,0.8543421741623747,0.7332436932801845
309,0.6543106072067657,0.8543421741623747,0.7332436932801845
310,0.6097427650733922,0.9469375806145385,0.7380751059488824
311,0.6097427650733922,0.9469375806145385,0.7380751059488824
312,0.5667813454841626,0.9267338178657586,0.7448400069722918
313,0.5667813454841626,0.9267338178657586,0.7448400069722918
314,0.5668020055324331,0.9296972148132864,0.7870548901341106
315,0.5668020055324331,0.9296972148132864,0.7870548901341106
316,0.611589257941856,0.9186318568401193,0.8291190959269581
317,0.611589257941856,0.9186318568401193,0.8291190959269581
318,0.5292267735997747,0.9108009548761773,0.849067506839904
319,0.5292267735997747,0.9108009548761773,0.849067506839904
320,0.4895356236564844,0.8997713494979983,0.8443253310963382
321,0.4895356236564844,0.8997713494979983,0.8443253310963382
322,0.4519987567288998,0.8004111930117438,0.8567131272580891
323,0.4519987567288998,0.8004111930117438,0.8567131272580891
324,0.5325097262550716,0.8045798816482126,0.8458164355604685
325,0.5325097262550716,0.8045798816482126,0.8458164355604685
326,0.53252604663052,0.7488400864605964,0.8486860657411668
327,0.53252604663052,0.7488400864605964,0.8486860657411668
328,0.5337948767519687,0.6919503166736636,0.8496660754313717
329,0.5337948767519687,0.6919503166736636,0.8496660754313717
330,0.5338127119908009,0.6925883759501982,0.8427014838703779
331,0.5338127119908009,0.6925883759501982,0.8427014838703779
332,0.5338303300074726,0.7057120821196197,0.857454886284307
333,0.5338303300074726,0.7057120821196197,0.857454886284307
334,0.5338477347464403,0.689230828872923,0.8362957803075772
335,0.5338477347464403,0.689230828872923,0.8362957803075772
336,0.5350963647060123,0.6630481488384705,0.8109755356056663
337,0.5350963647060123,0.6630481488384705,0.8109755356056663
338,0.5363204635550776,0.6452137370483082,0.8251535788664661
339,0.5363204635550776,0.6452137370483082,0.8251535788664661
340,0.6221883568442179,0.6356280009565836,0.8037230381861706
341,0.6221883568442179,0.6356280009565836,0.8037230381861706
342,0.5798921552732779,0.6473066200980795,0.7973589011517074
343,0.5798921552732779,0.6473066200980795,0.7973589011517074
344,0.46482070345986537,0.6938267356867394,0.7941854577172986
345,0.46482070345986537,0.6938267356867394,0.7941854577172986
346,0.4290993370376007,0.7008149144531385,0.8061011970625981
347,0.4290993370376007,0.7008149144531385,0.8061011970625981
348,0.42912249351904264,0.6541604508341583,0.8385976582344815
349,0.42912249351904264,0.6541604508341583,0.8385976582344815
350,0.3646518839669698,0.6578101702111888,0.8502739911956508
351,0.3646518839669698,0.6578101702111888,0.8502739911956508
352,0.3646778670320088,0.6709770421391898,0.891514039120339
353,0.3646778670320088,0.6709770421391898,0.891514039120339
354,0.36470355304703883,0.6758234343796684,0.8677179169117027
355,0.36470355304703883,0.6758234343796684,0.8677179169117027
356,0.33468938584335217,0.7427166666327085,0.8698808491160628
357,0.33468938584335217,0.7427166666327085,0.8698808491160628
358,0.30601450969128524,0.7506385893986567,0.8512537570201686
359,0.30601450969128524,0.7506385893986567,0.8512537570201686
360,0.3073629098397768,0.7405566237106971,0.8730757961337982
361,0.3073629098397768,0.7405566237106971,0.8730757961337982
362,0.40509857160367735,0.8043524497333225,0.7444130084627698
363,0.40509857160367735,0.8043524497333225,0.7444130084627698
364,0.4051224659121043,0.6453694172739145,0.7561116997609334
365,0.4051224659121043,0.6453694172739145,0.7561116997609334
366,0.4405495309142321,0.6983560562327891,0.7652342462455591
367,0.4405495309142321,0.6983560562327891,0.7652342462455591
368,0.5173470131863889,0.7103352201201598,0.7842879985122362
369,0.5173470131863889,0.7103352201201598,0.7842879985122362
370,0.4476163311493636,0.7251929737037809,0.7929218019935911
371,0.4476163311493636,0.7251929737037809,0.7929218019935911
372,0.38248517021717643,0.7424463157641252,0.7634403899460245
373,0.38248517021717643,0.7424463157641252,0.7634403899460245
374,0.38250242585952976,0.7243452846223726,0.793205578359536
375,0.38250242585952976,0.7243452846223726,0.793205578359536
376,0.35221579940769954,0.7472010419263255,0.7881996357215966
377,0.35221579940769954,0.7472010419263255,0.7881996357215966
378,0.3235605032700014,0.9070898461504153,0.8071176452204877
379,0.3235605032700014,0.9070898461504153,0.8071176452204877
380,0.3854231366684442,0.6240054309920111,0.8320134535500918
381,0.3854231366684442,0.6240054309920111,0.8320134535500918
382,0.41888249021647384,0.6867560147100252,0.8286292767333836
383,0.41888249021647384,0.6867560147100252,0.8286292767333836
384,0.4535170236833459,0.6863052092688623,0.8137975235833603
385,0.4535170236833459,0.6863052092688623,0.8137975235833603
386,0.45533924186524843,0.6871219348538764,0.8498387624527207
387,0.45533924186524843,0.6871219348538764,0.8498387624527207
388,0.39053904924864524,0.5559977719111544,0.8412884083078438
389,0.39053904924864524,0.5559977719111544,0.8412884083078438
390,0.39240362931603057,0.5866353771102324,0.8413827344597226
391,0.39240362931603057,0.5866353771102324,0.8413827344597226
392,0.3622328173506446,0.5812205606665615,0.8777982651136425
393,0.3622328173506446,0.5812205606665615,0.8777982651136425
394,0.3939652986678046,0.5816211092053487,0.869353029024448
395,0.3939652986678046,0.5816211092053487,0.869353029024448
396,0.4627028496451848,0.5641801408766984,0.9019040874607205
397,0.4627028496451848,0.5641801408766984,0.9019040874607205
398,0.42958336626903093,0.55161168614556,0.8975408181357556
399,0.42958336626903093,0.55161168614556,0.8975408181357556
400,0.49978805723541586,0.580557112766394,0.9043200805889403
401,0.49978805723541586,0.580557112766394,0.9043200805889403
402,0.5751277705902424,0.5804492963928728,0.9273097453111381
403,0.5751277705902424,0.5804492963928728,0.9273097453111381
404,0.5751388087426181,0.605830058949595,0.9185730130812794
405,0.5751388087426181,0.605830058949595,0.9185730130812794
406,0.5380383511912545,0.6002445369181484,0.9362652298792347
407,0.5380383511912545,0.6002445369181484,0.9362652298792347
408,0.5761177678299323,0.5762523603331072,0.9021458618409673
409,0.5761177678299323,0.5762523603331072,0.9021458618409673
410,0.6153148903293025,0.7042284616455341,0.927061412181355
411,0.6153148903293025,0.7042284616455341,0.927061412181355
412,0.6153261815273132,0.6914116886398554,0.8914350204803367
413,0.6153261815273132,0.6914116886398554,0.8914350204803367
414,0.6162028050278364,0.706775668574758,0.8911207646926362
415,0.6162028050278364,0.706775668574758,0.8911207646926362
416,0.6563362995480923,0.6907948991619037,0.8963399350817858
417,0.6563362995480923,0.6907948991619037,0.8963399350817858
418,0.6173174061926674,0.6326072497072849,0.9186026791060935
419,0.6173174061926674,0.6326072497072849,0.9186026791060935
420,0.6181743045904587,0.7384348017861954,0.9197800416914105
421,0.6181743045904587,0.7384348017861954,0.9197800416914105
422,0.6190174381395246,0.8669503814021804,0.927465730494569
423,0.6190174381395246,0.8669503814021804,0.927465730494569
424,0.6198471416701266,0.8829181114186646,0.9369479564502574
425,0.6198471416701266,0.8829181114186646,0.9369479564502574
426,0.6198617398798851,0.8946447269599666,0.9313282663663724
427,0.6198617398798851,0.8946447269599666,0.9313282663663724
428,0.6198761998391165,0.8930735084482868,0.9247904156815853
429,0.6198761998391165,0.8930735084482868,0.9247904156815853
430,0.6206947341242546,0.9399748694078416,0.9197070256766671
431,0.6206947341242546,0.9399748694078416,0.9197070256766671
432,0.6215005031099163,0.789861744368285,0.9191310220227809
433,0.6215005031099163,0.789861744368285,0.9191310220227809
434,0.5837181845233966,0.5996786762751294,0.9130816742065259
435,0.5837181845233966,0.5996786762751294,0.9130816742065259
436,0.5845689587072472,0.6836393029171146,0.9192230853137117
437,0.5845689587072472,0.6836393029171146,0.9192230853137117
438,0.6233676416626996,0.759029717755357,0.9317811960531106
439,0.6233676416626996,0.759029717755357,0.9317811960531106
440,0.662833044948262,0.7257910967489065,0.9150809465245412
441,0.662833044948262,0.7257910967489065,0.9150809465245412
442,0.6267238178320317,0.5870515546760626,0.9276437532067989
443,0.6267238178320317,0.5870515546760626,0.9276437532067989
444,0.6279853227625709,0.6804495252710623,0.911476504686247
445,0.6279853227625709,0.6804495252710623,0.911476504686247
446,0.5907098348899191,0.6823609848955086,0.9123263088624805
447,0.5907098348899191,0.6823609848955086,0.9123263088624805
448,0.554562273476794,0.6550425031796641,0.892258614838189
449,0.554562273476794,0.6550425031796641,0.892258614838189
450,0.5196042110159453,0.6432762643303763,0.8565427268754475
451,0.5196042110159453,0.6432762643303763,0.8565427268754475
452,0.5554530585362374,0.7205186006087485,0.8878648082604594
453,0.5554530585362374,0.7205186006087485,0.8878648082604594
454,0.5923788594843433,0.8283465665525422,0.9274293561469962
455,0.5923788594843433,0.8283465665525422,0.9274293561469962
456,0.5931804191042824,0.7915446236532101,0.90841687608556
457,0.5931804191042824,0.7915446236532101,0.90841687608556
458,0.5571830417708541,0.7739295912900255,0.8822871970773171
459,0.5571830417708541,0.7739295912900255,0.8822871970773171
460,0.5226675364918301,0.7688465938163584,0.8782575105678099
461,0.5226675364918301,0.7688465938163584,0.8782575105678099
462,0.5999274073860277,0.8047773754026702,0.8796896171453656
463,0.5999274073860277,0.8047773754026702,0.8796896171453656
464,0.6374839396391341,0.7769308363837989,0.8650627331627749
465,0.6374839396391341,0.7769308363837989,0.8650627331627749
466,0.638195597633943,0.7392602578211304,0.8651000980341321
467,0.638195597633943,0.7392602578211304,0.8651000980341321
468,0.6017213535343895,0.7078089438229709,0.8492256466296948
469,0.6017213535343895,0.7078089438229709,0.8492256466296948
470,0.5662880082461814,0.7724984393798635,0.8387179241441454
471,0.5662880082461814,0.7724984393798635,0.8387179241441454
472,0.5322329412689377,0.8187479507904526,0.825036083355162
473,0.5322329412689377,0.8187479507904526,0.825036083355162
474,0.5730123098573707,0.9200908963410092,0.8201563328002262
475,0.5730123098573707,0.9200908963410092,0.8201563328002262
476,0.5390438995097253,0.9532357073795766,0.8460294294643711
477,0.5390438995097253,0.9532357073795766,0.8460294294643711
478,0.5061760028629485,0.9477232744461077,0.8461748229541122
479,0.5061760028629485,0.9477232744461077,0.8461748229541122
480,0.5755199200713133,0.9476365519538722,0.8315730227231244
481,0.5755199200713133,0.9476365519538722,0.8315730227231244
482,0.575538575123065,0.9719507212335173,0.8699216001391821
483,0.575538575123065,0.9719507212335173,0.8699216001391821
484,0.5419965999907099,0.9821641697277774,0.8705218647259743
485,0.5419965999907099,0.9821641697277774,0.8705218647259743
486,0.5433332283549516,0.9724524224489844,0.8578826673556522
487,0.5433332283549516,0.9724524224489844,0.8578826673556522
