,DL-LA 9-class,DL-LA Wegener
0,,1.0
1,,0.75
2,,0.5
3,,0.3125
4,0.30293860095336345,0.5
5,0.30293860095336345,0.34375
6,0.2581529454880971,0.2265625
7,0.2581529454880971,0.14453125
8,0.09202061193191184,0.08984375
9,0.09202061193191184,0.0546875
10,0.09885991593269174,0.03271484375
11,0.09885991593269174,0.019287109375
12,0.05553333025259773,0.046142578125
13,0.05553333025259773,0.0286865234375
14,0.029680508085067992,0.059234619140625
15,0.029680508085067992,0.0384063720703125
16,0.028224792113690958,0.0245208740234375
17,0.028224792113690958,0.01544189453125
18,0.04351694337689831,0.0317840576171875
19,0.04351694337689831,0.020694732666015625
20,0.04243663399808024,0.013301849365234375
21,0.04243663399808024,0.00845026969909668
22,0.1889718247778826,0.01734483242034912
23,0.1889718247778826,0.03195732831954956
24,0.14700849074922098,0.021642625331878662
25,0.14700849074922098,0.014479637145996094
26,0.17782175639885248,0.0095786452293396
27,0.17782175639885248,0.017849069088697433
28,0.28555929647662404,0.01205977238714695
29,0.28555929647662404,0.008062400855123997
30,0.44078075091866364,0.005336920265108347
31,0.44078075091866364,0.010030803503468633
32,0.20980657211265707,0.0067654934246093035
33,0.20980657211265707,0.004520592745393515
34,0.1065346376938283,0.0029940602835267782
35,0.1065346376938283,0.001966586511116475
36,0.07924526152930383,0.0012816039961762726
37,0.07924526152930383,0.0025488216488156468
38,0.027864257878793586,0.0016889239559532143
39,0.027864257878793586,0.003213288047845708
40,0.07996026872743357,0.002162002467230195
41,0.07996026872743357,0.003957948667448363
42,0.051775949763757004,0.0027007863272956456
43,0.051775949763757004,0.004779939428317449
44,0.04005540081358016,0.003304411421140685
45,0.04005540081358016,0.005675795718389054
46,0.03039689490174856,0.003971363254741789
47,0.03039689490174856,0.002757600742750554
48,0.01575701601247705,0.001900827204874389
49,0.01575701601247705,0.0013010857283610733
50,0.019137649142934286,0.0023006548558832662
51,0.019137649142934286,0.0015926267238883796
52,0.012206063076812556,0.0027431724383800704
53,0.012206063076812556,0.0045366701697935885
54,0.019452719714336406,0.007226916766913866
55,0.019452719714336406,0.011120694736430056
56,0.030971989336057923,0.008174051948688074
57,0.030971989336057923,0.005964069857881588
58,0.018188816151644815,0.009168543889550993
59,0.018188816151644815,0.006744646865595929
60,0.015105481156438427,0.004926724097629632
61,0.015105481156438427,0.0035743669165815345
62,0.011736731260178691,0.005570703707652535
63,0.011736731260178691,0.004073451114349285
64,0.007604956358767604,0.006251273068244925
65,0.007604956358767604,0.009328630177010501
66,0.007346942596062518,0.006966937512143896
67,0.007346942596062518,0.010263466856853535
68,0.009419861779319433,0.0077161487268506326
69,0.009419861779319433,0.005763204827181739
70,0.006513940102917479,0.004277269251346715
71,0.006513940102917479,0.006387297769032452
72,0.006336495027235266,0.004771105712932742
73,0.006336495027235266,0.007039990714765032
74,0.005857211906366498,0.010149203495053723
75,0.005857211906366498,0.014313327754368941
76,0.004199747357655949,0.019769766438988885
77,0.004199747357655949,0.015393247910699974
78,0.002703456709330553,0.011909896429000633
79,0.002703456709330553,0.00915804875845816
80,0.0010179459090140428,0.012827178985848125
81,0.0010179459090140428,0.017620720089373734
82,0.0010282584585163197,0.013767089006147258
83,0.0010282584585163197,0.0106915949685723
84,0.0009785403917096534,0.014728180892889443
85,0.0009785403917096534,0.011491295953578522
86,0.0020955427104377027,0.015709055116923047
87,0.0020955427104377027,0.012311415790895508
88,0.002205764496940686,0.009593304330073485
89,0.002205764496940686,0.007433376472813123
90,0.004044036387067161,0.010292104519187129
91,0.004044036387067161,0.00801013739444998
92,0.0022929183617252523,0.011009294186961662
93,0.0022929183617252523,0.014883205043955917
94,0.0013772892237853959,0.011744001418460569
95,0.0013772892237853959,0.015774060126866753
96,0.004431835596747719,0.020864660600642994
97,0.004431835596747719,0.02719527913854421
98,0.002798027390844539,0.021937646793507595
99,0.002798027390844539,0.028443966820490385
100,0.007525996373562818,0.023022033464671396
101,0.007525996373562818,0.02970026845171674
102,0.006104079116855408,0.0241168260854985
103,0.006104079116855408,0.01947896670065593
104,0.007882441966327149,0.025221078319984835
105,0.007882441966327149,0.02043598530387742
106,0.005369212032616788,0.016473330149913465
107,0.005369212032616788,0.013211760138573914
108,0.005793398997359698,0.017307685269093345
