,DL-LA 9-class,DL-LA Wegener,"TVLA $t$-test, $\mu_1$","TVLA $t$-test, $\mu_2$"
0,,0.5,1.0,1.0
1,,0.25,1.0,1.0
2,,0.125,1.0,1.0
3,,0.3125,,
4,0.37036259075079947,0.1875,,
5,0.37036259075079947,0.34375,,
6,0.07670877796700407,0.2265625,,
7,0.07670877796700407,0.14453125,,
8,0.18293719382513332,0.08984375,,
9,0.18293719382513332,0.171875,,
10,0.649734429287908,0.11328125,,
11,0.649734429287908,0.072998046875,,
12,0.7875867340153416,0.1334228515625,,
13,0.7875867340153416,0.08978271484375,,
14,0.3145760075817856,0.15087890625,,
15,0.3145760075817856,0.1050567626953125,,
16,0.13415774495244615,0.0717315673828125,,
17,0.13415774495244615,0.048126220703125,,
18,0.06746404378731662,0.0317840576171875,,
19,0.06746404378731662,0.020694732666015625,,
20,0.07753280189698966,0.013301849365234375,,
21,0.07753280189698966,0.00845026969909668,,
22,0.040955564864181754,0.005311012268066406,,
23,0.040955564864181754,0.003305375576019287,,
24,0.017664438376198775,0.0020386576652526855,,
25,0.017664438376198775,0.0012469589710235596,,
26,0.005834729383806228,0.0007568597793579102,,
27,0.005834729383806228,0.0018595829606056213,,
28,0.001989271713261269,0.004065029323101044,,
29,0.001989271713261269,0.002611439675092697,,
30,0.003302147247822259,0.0016634464263916016,,
31,0.003302147247822259,0.0010512007866054773,,
32,0.002138291106745464,0.002275692066177726,,
33,0.002138291106745464,0.0014675278216600418,,
34,0.0006193141101489988,0.0009391127387061715,,
35,0.0006193141101489988,0.0005966214812360704,,
36,0.0006324552409533889,0.0003764485300052911,,
37,0.0006324552409533889,0.0008290262630907819,,
38,0.0004224079094560596,0.0016889239559532143,,
39,0.0004224079094560596,0.003213288047845708,,
40,0.00016716532212515537,0.002162002467230195,,0.352606640430737
41,0.00016716532212515537,0.003957948667448363,,0.3512773155691757
42,0.0002293811941260846,0.0027007863272956456,,0.34994799070761434
43,0.0002293811941260846,0.004779939428317449,,0.348618665846053
44,6.339138905257362e-05,0.003304411421140685,,0.34728934098449166
45,6.339138905257362e-05,0.0022669307910945236,,0.34596001612293026
46,2.3263356570085992e-05,0.003971363254741789,,0.3446306912613689
47,2.3263356570085992e-05,0.006641640781122504,,0.3433013663998076
48,6.7356602635186104e-06,0.004699620761936529,,0.34197204153824623
49,6.7356602635186104e-06,0.007673338916315053,,0.34064271667668483
50,1.6852556016762806e-06,0.012046453849224648,,0.3393133918151235
51,1.6852556016762806e-06,0.018241700004179906,,0.3379840669535622
52,5.705847780571467e-07,0.013504158826861179,,0.3366547420920008
53,5.705847780571467e-07,0.009917163364034143,,0.3353254172304395
54,8.690659655658639e-07,0.007226916766913866,,0.33399609236887806
55,8.690659655658639e-07,0.005227409160946092,,0.3326667675073168
56,3.4216345810382088e-06,0.008174051948688074,,0.3313374426457553
57,3.4216345810382088e-06,0.005964069857881588,,0.33000811778419403
58,4.2980991522834256e-06,0.009168543889550993,,0.3286787929226327
59,4.2980991522834256e-06,0.013670066934038973,0.04282086235003288,0.32734946806107124
60,1.098250989253847e-06,0.019808507449249845,0.050980419076644114,0.3491848415338257
61,1.098250989253847e-06,0.015007932174533643,0.05913997580325535,0.3710202150065799
62,2.5662877989873006e-06,0.021478272762194595,0.06729953252986659,0.39285558847933405
63,2.5662877989873006e-06,0.0163828795494116,0.07545908925647782,0.4146909619520883
64,8.034332804667707e-07,0.012405987285776082,0.08361864598308905,0.4365263354248426
65,8.034332804667707e-07,0.009328630177010501,0.09177820270970029,0.4583617088975969
66,3.709223197973667e-07,0.013559996201563177,0.09993775943631152,0.4801970823703511
67,3.709223197973667e-07,0.01923002667446375,0.10809731616292276,0.5020324558431054
68,2.0399540062763118e-07,0.026644681908256813,0.11625687288953399,0.5238678293158596
69,2.0399540062763118e-07,0.03611896359588128,0.12441642961614519,0.545703202788614
70,7.870097503997691e-08,0.02840733896641951,0.1325759863427564,0.5675385762613682
71,7.870097503997691e-08,0.022185460004012846,0.1407355430693677,0.5893739497341224
72,2.1939345260533775e-08,0.01720795683408751,0.1488950997959789,0.6112093232068766
73,2.1939345260533775e-08,0.013258416275342418,0.15705465652259015,0.6330446966796309
74,4.190527135092236e-08,0.010149203495053723,0.16521421324920138,0.6548800701523853
75,4.190527135092236e-08,0.007720131010453184,0.1733737699758126,0.6767154436251392
76,1.1977847409521045e-08,0.005836360512191534,0.1815333267024238,0.6985508170978936
77,1.1977847409521045e-08,0.0084265449473013,0.18969288342903506,0.720386190570648
78,2.1229091076793112e-08,0.011909896429000633,0.19785244015564635,0.7422215640434022
79,2.1229091076793112e-08,0.00915804875845816,0.1923314644114673,0.7391729865322068
80,6.34689925829436e-09,0.006999736859993474,0.1868104886672883,0.7361244090210114
81,6.34689925829436e-09,0.009913457922920792,0.1812895129231093,0.7330758315098161
82,7.98018522563852e-09,0.007616100930997327,0.17576853717893037,0.7300272539986207
83,7.98018522563852e-09,0.0106915949685723,0.17024756143475134,0.7269786764874252
84,2.799417838470353e-09,0.014728180892889443,0.16472658569057236,0.7239300989762298
85,2.799417838470353e-09,0.011491295953578522,0.15920560994639338,0.7208815214650345
86,3.651202646195002e-09,0.008913776464867976,0.1536846342022144,0.7178329439538391
87,3.651202646195002e-09,0.006875192869251454,0.14816365845803536,0.7147843664426436
88,4.897592699585552e-09,0.00527344861555276,0.14264268271385638,0.7117357889314484
89,4.897592699585552e-09,0.007433376472813123,0.13712170696967743,0.7086872114202529
90,1.6010216128465554e-09,0.005728170269712833,0.1316007312254984,0.7056386339090576
91,1.6010216128465554e-09,0.004390465403487612,0.1260797554813194,0.7025900563978622
92,7.006757763402713e-10,0.003347509067108622,0.12055877973714042,0.699541478886667
93,7.006757763402713e-10,0.0025392179064149052,0.11503780399296142,0.6964929013754715
94,2.280935700966232e-10,0.00191643619243778,0.10951682824878244,0.693444323864276
95,2.280935700966232e-10,0.001439305040600466,0.10399585250460341,0.6903957463530809
96,6.717163301310267e-11,0.0010757765439625127,0.09847487676042445,0.6873471688418854
97,6.717163301310267e-11,0.0015943392524019465,0.09295390101624544,0.68429859133069
98,3.0443984501853495e-11,0.0011973146787530042,0.08743292527206645,0.6812500138194946
99,3.0443984501853495e-11,0.0017588208614850785,0.08402092022951217,0.6693576949755622
100,3.494329359786645e-11,0.0013268930286142527,0.08060891518695788,0.6574653761316297
101,3.494329359786645e-11,0.001932791794169162,0.0771969101444036,0.6455730572876972
102,9.69534347909006e-12,0.001464597293513096,0.07378490510184932,0.6336807384437647
103,9.69534347909006e-12,0.0011047164459938807,0.07037290005929504,0.6217884195998322
104,8.312086891110007e-12,0.001610494934399264,0.06696089501674075,0.6098961007558998
105,8.312086891110007e-12,0.0012200041896745194,0.06354888997418648,0.5980037819119673
106,2.2422828874266007e-12,0.0009200620234366723,0.06013688493163218,0.586111463068035
107,2.2422828874266007e-12,0.0006908205106691747,0.05672487988907791,0.5742191442241024
108,7.748503004475158e-12,0.0005164678108178384,0.053312874846523625,0.5623268253801699
109,7.748503004475158e-12,0.00038449250329148006,0.04990086980396932,0.5504345065362375
110,2.6882989799689603e-11,0.0002850590524154563,0.04648886476141505,0.5385421876923049
111,2.6882989799689603e-11,0.0004302842240896487,0.04307685971886078,0.5266498688483726
112,5.437755440318523e-11,0.00032038409417404367,0.03966485467630648,0.5147575500044401
113,5.437755440318523e-11,0.0004795983849492152,0.0362528496337522,0.5028652311605077
114,4.906550401780133e-11,0.00035859552396008486,0.03284084459119791,0.4909729123165752
115,4.906550401780133e-11,0.0002670473067643613,0.029428839548643636,0.47908059347264287
116,5.165170815289731e-11,0.00019808890939615378,0.026016834506089354,0.46718827462871027
117,5.165170815289731e-11,0.00029894056554715694,0.022604829463535068,0.45529595578477783
118,1.545355171182064e-11,0.00022265533845857772,0.023356611210407694,0.45495232699904153
119,1.545355171182064e-11,0.00026128769756212327,0.024108392957280313,0.4546086982133053
120,5.512079139907467e-12,0.0001959682892498842,0.024860174704152936,0.45426506942756906
121,5.512079139907467e-12,0.00014648963117069134,0.02561195645102556,0.4539214406418327
122,3.1423317221633794e-12,0.00021862879635336656,0.026363738197898178,0.4535778118560964
123,3.1423317221633794e-12,0.00016400815750676384,0.02711551994477081,0.45323418307036006
124,9.51544259771143e-13,0.00024308203748963443,0.027867301691643427,0.4528905542846238
125,9.51544259771143e-13,0.00018298304573899598,0.028619083438516053,0.4525469254988875
126,1.4165863852309202e-12,0.00013729551237235028,0.029370865185388673,0.4522032967131512
127,1.4165863852309202e-12,0.00010268786807060871,0.030122646932261292,0.45185966792741483
128,2.5418627361838274e-12,0.00015318782022372888,0.030874428679133915,0.4515160391416786
129,2.5418627361838274e-12,0.00022554767380715196,0.03162621042600654,0.45117241035594224
130,8.973583656263259e-13,0.0001703651109549072,0.032377992172879164,0.4508287815702059
131,8.973583656263259e-13,0.00012827519152786468,0.03312977391975178,0.4504851527844698
132,2.4003155780995437e-13,0.00018888112737879093,0.0338815556666244,0.4501415239987335
133,2.4003155780995437e-13,0.00014267588364079415,0.03463333741349703,0.4497978952129971
134,7.681523935180013e-14,0.0001074389185953151,0.03538511916036964,0.4494542664272608
135,7.681523935180013e-14,8.065821015430985e-05,0.03613690090724227,0.4491106376415245
136,1.41289713398925e-13,0.00011951394751052224,0.03688868265411489,0.44876700885578824
137,1.41289713398925e-13,9.000711986464079e-05,0.03540620377636356,0.4395877021545959
138,1.7077830727577785e-12,6.7583093146001e-05,0.03392372489861223,0.4304083954534037
139,1.7077830727577785e-12,5.0597302622918576e-05,0.032441246020860875,0.42122908875221154
140,5.078312122432899e-13,3.7771946634131625e-05,0.030958767143109543,0.4120497820510193
141,5.078312122432899e-13,2.8118238640333156e-05,0.029476288265358207,0.40287047534982695
142,1.6824213543027205e-13,2.0874067812440952e-05,0.027993809387606865,0.39369116864863474
143,1.6824213543027205e-13,1.5454296882295967e-05,0.026511330509855525,0.38451186194744247
144,1.0530209588790083e-13,1.1411349811155663e-05,0.025028851632104193,0.3753325552462502
145,1.0530209588790083e-13,8.404121082089573e-06,0.023546372754352847,0.36615324854505793
146,4.1933850377278356e-14,6.17357175618343e-06,0.02206389387660151,0.3569739418438657
147,4.1933850377278356e-14,4.523665953533943e-06,0.020581414998850175,0.34779463514267345
148,1.3772453994751686e-14,3.3065478372131933e-06,0.01909893612109884,0.33861532844148123
149,1.3772453994751686e-14,2.4110671575717086e-06,0.0176164572433475,0.3294360217402889
150,2.8205162933904453e-14,1.753935094299114e-06,0.016133978365596154,0.3202567150390967
151,2.8205162933904453e-14,1.2729357780575037e-06,0.014651499487844822,0.3110774083379044
152,2.323100685070719e-14,9.217366314399732e-07,0.013169020610093483,0.3018981016367122
153,2.323100685070719e-14,6.659364219501814e-07,0.011686541732342143,0.2927187949355199
154,1.0662536956409832e-14,4.800671927951671e-07,0.010204062854590808,0.2835394882343277
155,1.0662536956409832e-14,3.453281582346863e-07,0.008721583976839468,0.27436018153313535
156,5.242861339402838e-14,2.478789415952032e-07,0.009750558565364203,0.2764812979148721
157,5.242861339402838e-14,1.775585278827597e-07,0.010779533153888934,0.27860241429660887
158,5.5498299072277885e-14,2.9231724117384087e-07,0.01180850774241367,0.28072353067834555
159,5.5498299072277885e-14,4.75464717578752e-07,0.012837482330938402,0.28284464706008233
160,4.357707933558473e-14,3.4333625337618413e-07,0.013866456919463139,0.28496576344181906
161,4.357707933558473e-14,2.4740442884979414e-07,0.01489543150798787,0.28708687982355574
162,9.163649983610776e-14,1.779088786808184e-07,0.0159244060965126,0.2892079962052925
163,9.163649983610776e-14,2.9030080991838856e-07,0.01695338068503733,0.29132911258702915
164,1.3457390451426307e-13,2.0936109652022458e-07,0.017982355273562067,0.29345022896876594
165,1.3457390451426307e-13,3.393467288430759e-07,0.0190113298620868,0.29557134535050267
166,9.012629245531729e-14,2.4543055410548545e-07,0.020040304450611536,0.29769246173223934
167,9.012629245531729e-14,1.771431936044398e-07,0.021069279039136267,0.2998135781139761
168,2.919686686805036e-14,1.275986668329236e-07,0.022098253627660998,0.3019346944957128
169,2.919686686805036e-14,9.172933726617013e-08,0.02312722821618573,0.30405581087744954
170,3.2593767680271393e-14,1.4986391594436038e-07,0.024156202804710463,0.3061769272591862
171,3.2593767680271393e-14,2.4212190081307985e-07,0.025185177393235204,0.30829804364092295
172,4.637392982864725e-14,1.7537141102941036e-07,0.026214151981759925,0.31041916002265973
173,4.637392982864725e-14,1.267703350352871e-07,0.027243126570284666,0.31254027640439647
174,1.4166338362568977e-14,9.145862399564e-08,0.028272101158809394,0.31466139278613314
175,1.4166338362568977e-14,1.4822276924058496e-07,0.02711329435846819,0.31518939490628395
176,7.659632294331693e-15,1.0722343154212748e-07,0.02595448755812696,0.3157173970264349
177,7.659632294331693e-15,7.741470186173145e-08,0.024795680757785744,0.31624539914658567
178,4.168876586659936e-15,5.5786553404398253e-08,0.023636873957444533,0.3167734012667365
179,4.168876586659936e-15,4.012555633463782e-08,0.02247806715710331,0.31730140338688745
180,5.4744558465555305e-15,2.8807853592647597e-08,0.02131926035676209,0.31782940550703825
181,5.4744558465555305e-15,2.064484490436881e-08,0.020160453556420876,0.3183574076271891
182,4.212604621095628e-15,3.401168729617272e-08,0.019001646756079658,0.3188854097473399
183,4.212604621095628e-15,2.443791117353459e-08,0.017842839955738436,0.3194134118674908
184,2.3305655082233808e-14,1.7527498819732148e-08,0.016684033155397217,0.31994141398764164
185,2.3305655082233808e-14,2.8824636555212294e-08,0.015525226355056007,0.3204694161077925
186,1.2169848837761925e-14,4.691398664691413e-08,0.014366419554714785,0.32099741822794325
187,1.2169848837761925e-14,3.3881309603211754e-08,0.013207612754373568,0.3215254203480942
188,1.0139958349128668e-14,2.4424865297282312e-08,0.012048805954032349,0.3220534224682451
189,1.0139958349128668e-14,1.7576407886634774e-08,0.01088999915369113,0.32258142458839584
190,4.189778474610283e-15,2.868514484189756e-08,0.009731192353349913,0.3231094267085468
191,4.189778474610283e-15,2.0693646955004098e-08,0.008572385553008694,0.3236374288286976
192,1.5488705703832446e-15,1.490224891262913e-08,0.007413578752667477,0.3241654309488484
193,1.5488705703832446e-15,1.0713038487124934e-08,0.006254771952326257,0.3246934330689993
194,2.5917210575769743e-15,1.753000365704619e-08,0.005095965151985042,0.32522143518915014
195,2.5917210575769743e-15,2.840345532825773e-08,0.005156739613358198,0.33561344272721727
196,5.3892292932365775e-15,2.0554187415727642e-08,0.005217514074731356,0.3460054502652846
197,5.3892292932365775e-15,1.4848085107728187e-08,0.005278288536104512,0.35639745780335175
198,1.8742860096656278e-15,1.0707608631483088e-08,0.00533906299747767,0.366789465341419
199,1.8742860096656278e-15,7.70862895014001e-09,0.0053998374588508265,0.37718147287948633
200,5.5125899232701005e-15,5.540320879233528e-09,0.005460611920223984,0.3875734804175536
201,5.5125899232701005e-15,3.975357056837828e-09,0.005521386381597141,0.3979654879556208
202,7.386076651434801e-15,6.537361868549095e-09,0.005582160842970299,0.40835749549368805
203,7.386076651434801e-15,4.7018333582470415e-09,0.005642935304343455,0.41874950303175523
204,1.603903615372545e-14,3.3761589441983083e-09,0.005703709765716613,0.4291415105698225
205,1.603903615372545e-14,2.4203566494761613e-09,0.00576448422708977,0.4395335181078896
206,1.9748217223109172e-14,1.7323928696265724e-09,0.005825258688462927,0.4499255256459569
207,1.9748217223109172e-14,1.2380366120956902e-09,0.005886033149836083,0.4603175331840242
208,2.7015200108510863e-14,8.833850346195013e-10,0.005946807611209241,0.47070954072209137
209,2.7015200108510863e-14,6.293688455965361e-10,0.0060075820725824,0.48110154826015866
210,8.179001674311956e-14,1.0535556555996443e-09,0.0060683565339555556,0.49149355579822585
211,8.179001674311956e-14,7.523279953046451e-10,0.006129130995328713,0.5018855633362932
212,1.5251850357218908e-13,5.364161355033728e-10,0.00618990545670187,0.5122775708743603
213,1.5251850357218908e-13,3.8190042984531e-10,0.006250679918075028,0.5226695784124274
214,5.56699480914009e-14,2.7149438173522886e-10,0.0061334617197706725,0.5080028302103445
215,5.56699480914009e-14,1.9272695677277606e-10,0.006016243521466317,0.49333608200826146
216,1.951431137794668e-14,1.3661657196264804e-10,0.005899025323161962,0.47866933380617843
217,1.951431137794668e-14,9.67056499717007e-11,0.005781807124857607,0.4640025856040955
218,1.616220987227003e-14,6.835904057335635e-11,0.005664588926553252,0.4493358374020125
219,1.616220987227003e-14,1.16777737216386e-10,0.005547370728248896,0.4346690891999295
220,8.798263457008838e-15,1.9766945637601014e-10,0.00543015252994454,0.4200023409978465
221,8.798263457008838e-15,1.4054283853476416e-10,0.005312934331640185,0.4053355927957635
222,5.915838341815693e-15,9.978558059822408e-11,0.005195716133335831,0.3906688445936805
223,5.915838341815693e-15,1.685919295325504e-10,0.005078497935031475,0.37600209639159743
224,2.6569542465513647e-15,1.1996022615582008e-10,0.004961279736727118,0.3613353481895144
225,2.6569542465513647e-15,8.523792830907428e-11,0.004844061538422763,0.34666859998743144
226,1.6185645586722536e-15,6.048272175976147e-11,0.004726843340118409,0.3320018517853485
227,1.6185645586722536e-15,4.28588177645729e-11,0.004609625141814054,0.31733510358326544
228,5.35112004416581e-16,3.0329617461067945e-11,0.004492406943509697,0.3026683553811824
