method;traces;pollution;param;p
dlla9;300000;gauss;28;0.08927874781528748
dlla2;300000;gauss;28;0.19668660498587132
cri_tvla_1;300000;gauss;29;0.000952076336392621
cri_tvla_2;300000;gauss;29;0.001087577028908681
dlla9;300000;gauss;29;0.44619347612069193
dlla2;300000;gauss;29;0.30428714978810134
cri_tvla_1;300000;gauss;30;0.0022605211358656327
cri_tvla_2;300000;gauss;30;0.0071843385442596774
dlla9;300000;gauss;30;0.2679811550013482
dlla2;300000;gauss;30;0.4234916863956969
cri_tvla_1;300000;gauss;31;0.0033884363084530212
cri_tvla_2;300000;gauss;31;0.005414801500818982
dlla9;300000;gauss;31;0.20033516626881373
dlla2;300000;gauss;31;0.5909845095846641
cri_tvla_1;300000;gauss;32;0.003562057467082981
cri_tvla_2;300000;gauss;32;0.0032608259325323037
dlla9;300000;gauss;32;0.5313538767430452
dlla2;300000;gauss;32;0.2991129865152712
cri_tvla_1;300000;gauss;33;0.005038254395330595
cri_tvla_2;300000;gauss;33;0.00466794228786342
dlla9;300000;gauss;33;0.4230948715760855
dlla2;300000;gauss;33;0.6904992057159677
cri_tvla_1;300000;gauss;34;0.004129819372129124
cri_tvla_2;300000;gauss;34;0.004271939647745295
dlla9;300000;gauss;34;0.03183051841337036
dlla2;300000;gauss;34;0.5502020858989879
cri_tvla_1;300000;gauss;35;0.0012673152862885926
cri_tvla_2;300000;gauss;35;0.002762421619712919
dlla9;300000;gauss;35;0.20289883838295358
dlla2;300000;gauss;35;0.4556780565455053
cri_tvla_1;300000;gauss;36;0.0006590989841203323
cri_tvla_2;300000;gauss;36;0.0023811145213242595
dlla9;300000;gauss;36;0.6075917489253706
dlla2;300000;gauss;36;0.35528378973484054
cri_tvla_1;300000;gauss;37;0.0017995290502101759
cri_tvla_2;300000;gauss;37;0.0034362011235471936
dlla9;300000;gauss;37;0.6413187702140595
dlla2;300000;gauss;37;0.07185552836373804
cri_tvla_1;300000;gauss;38;0.0008290092658979564
cri_tvla_2;300000;gauss;38;0.0024193446470594567
dlla9;300000;gauss;38;0.23751714197022783
dlla2;300000;gauss;38;0.6447162102651595
cri_tvla_1;300000;gauss;39;0.00014401504398970893
cri_tvla_2;300000;gauss;39;0.005668256554745004
dlla9;300000;gauss;39;0.33367770548457165
dlla2;300000;gauss;39;0.27386266587286245
cri_tvla_1;300000;gauss;40;0.0006100149890039556
cri_tvla_2;300000;gauss;40;0.0003011474371749242
dlla9;300000;gauss;40;0.77028417062628
dlla2;300000;gauss;40;0.17485378043819527
cri_tvla_1;300000;gauss;0;0.002214380272262076
cri_tvla_2;300000;gauss;0;7.300316044704983e-19
dlla9;300000;gauss;0;0.0
dlla2;300000;gauss;0;0.0
cri_tvla_1;300000;gauss;1;0.0030845989423630223
cri_tvla_2;300000;gauss;1;4.020518819833642e-37
dlla9;300000;gauss;1;0.0
dlla2;300000;gauss;1;0.0
cri_tvla_1;300000;gauss;2;0.000641592061098705
cri_tvla_2;300000;gauss;2;3.154622198179881e-32
dlla9;300000;gauss;2;1.967093408132645e-267
dlla2;300000;gauss;2;3.068988087727565e-187
cri_tvla_1;300000;gauss;3;0.005966957423421677
cri_tvla_2;300000;gauss;3;3.059476162625398e-15
dlla9;300000;gauss;3;6.059865021411836e-179
dlla2;300000;gauss;3;1.5291041269592037e-103
cri_tvla_1;300000;gauss;4;0.0008366898394453949
cri_tvla_2;300000;gauss;4;2.3451706807077546e-17
dlla9;300000;gauss;4;7.421825958240494e-119
dlla2;300000;gauss;4;3.7454667394219536e-85
cri_tvla_1;300000;gauss;5;0.0024210803558312568
cri_tvla_2;300000;gauss;5;3.605504779423966e-12
dlla9;300000;gauss;5;3.6846404825160996e-91
dlla2;300000;gauss;5;6.403125014143982e-59
cri_tvla_1;300000;gauss;6;0.005262802618631092
cri_tvla_2;300000;gauss;6;2.221583514343309e-08
dlla9;300000;gauss;6;1.8821873313661026e-28
dlla2;300000;gauss;6;6.235858598033952e-47
cri_tvla_1;300000;gauss;7;0.0019467049915602244
cri_tvla_2;300000;gauss;7;5.276318609188832e-08
dlla9;300000;gauss;7;1.2739221540652988e-05
dlla2;300000;gauss;7;5.354580093044976e-26
cri_tvla_1;300000;gauss;8;0.001784569894345978
cri_tvla_2;300000;gauss;8;2.0815111984530572e-08
dlla9;300000;gauss;8;5.801684141218287e-06
dlla2;300000;gauss;8;3.496070601373157e-12
cri_tvla_1;300000;gauss;9;0.0008267286775451763
cri_tvla_2;300000;gauss;9;2.4250061557586082e-05
dlla9;300000;gauss;9;0.2952475248459759
dlla2;300000;gauss;9;1.896559844898949e-09
cri_tvla_1;300000;gauss;10;0.00129315120269487
cri_tvla_2;300000;gauss;10;1.4532282885581695e-06
dlla9;300000;gauss;10;0.1503266522098625
dlla2;300000;gauss;10;9.063771715156452e-08
cri_tvla_1;300000;gauss;11;0.0042936472965929475
cri_tvla_2;300000;gauss;11;5.407075387097511e-05
dlla9;300000;gauss;11;0.3720817020688747
dlla2;300000;gauss;11;0.07495571188217384
cri_tvla_1;300000;gauss;12;0.0018580622238215812
cri_tvla_2;300000;gauss;12;0.00025539791478956553
dlla9;300000;gauss;12;0.7372939974241689
dlla2;300000;gauss;12;0.026365933251870487
cri_tvla_1;300000;gauss;13;0.003617824596410784
cri_tvla_2;300000;gauss;13;0.0016115287027966374
dlla9;300000;gauss;13;0.6160957516394212
dlla2;300000;gauss;13;0.2640661439173317
cri_tvla_1;300000;gauss;14;0.00393100272656524
cri_tvla_2;300000;gauss;14;0.006944852076617498
dlla9;300000;gauss;14;0.5809952066541122
dlla2;300000;gauss;14;0.03804572504947437
cri_tvla_1;300000;gauss;15;0.008395849438249172
cri_tvla_2;300000;gauss;15;9.706826852686769e-05
dlla9;300000;gauss;15;0.49291200416484726
dlla2;300000;gauss;15;0.009890666745682656
cri_tvla_1;300000;gauss;16;0.002183450900648932
cri_tvla_2;300000;gauss;16;0.0011583491217881242
dlla9;300000;gauss;16;0.4015878086307565
dlla2;300000;gauss;16;0.391808133179566
cri_tvla_1;300000;gauss;17;0.001117622192288016
cri_tvla_2;300000;gauss;17;0.00011302327569193935
dlla9;300000;gauss;17;0.5172458621364736
dlla2;300000;gauss;17;0.6584377915394583
cri_tvla_1;300000;gauss;18;0.0002755747407230997
cri_tvla_2;300000;gauss;18;0.002030121756019365
dlla9;300000;gauss;18;0.7007648377347553
dlla2;300000;gauss;18;0.5560712261357166
cri_tvla_1;300000;gauss;19;0.0009251417055039697
cri_tvla_2;300000;gauss;19;0.0010571814207667053
dlla9;300000;gauss;19;0.7352163030130223
dlla2;300000;gauss;19;0.703459028627401
cri_tvla_1;300000;gauss;20;0.0035407473635802066
cri_tvla_2;300000;gauss;20;0.0017831271257551095
dlla9;300000;gauss;20;0.029466183321245377
dlla2;300000;gauss;20;0.9939393797714143
cri_tvla_1;300000;gauss;21;0.007865285305733646
cri_tvla_2;300000;gauss;21;0.0018782108196649793
dlla9;300000;gauss;21;0.7974749243156326
dlla2;300000;gauss;21;0.2763395768746457
cri_tvla_1;300000;gauss;22;0.0023923457732241958
cri_tvla_2;300000;gauss;22;0.00027988462498037506
dlla9;300000;gauss;22;0.3458221351040074
dlla2;300000;gauss;22;0.8488798597867664
cri_tvla_1;300000;gauss;23;0.002945095618396407
cri_tvla_2;300000;gauss;23;0.0019137920886840572
dlla9;300000;gauss;23;0.7969161103196322
dlla2;300000;gauss;23;0.5236732983087331
cri_tvla_1;300000;gauss;24;0.006437628336842581
cri_tvla_2;300000;gauss;24;0.006861247641520995
dlla9;300000;gauss;24;0.5674307839022603
dlla2;300000;gauss;24;0.27882742702002916
cri_tvla_1;300000;gauss;25;0.0045101755581244555
cri_tvla_2;300000;gauss;25;0.003457252076776837
dlla9;300000;gauss;25;0.32974912181907423
dlla2;300000;gauss;25;0.22451546649460552
cri_tvla_1;300000;gauss;26;0.013534980364525911
cri_tvla_2;300000;gauss;26;0.006106243431658999
dlla9;300000;gauss;26;0.4436253544777333
dlla2;300000;gauss;26;0.18856315753780772
cri_tvla_1;300000;gauss;27;0.0019882928060021604
cri_tvla_2;300000;gauss;27;0.01700841108229496
dlla9;300000;gauss;27;0.5778255576940556
dlla2;300000;gauss;27;0.08838265896166675
cri_tvla_1;300000;gauss;28;0.0007417168761197297
cri_tvla_2;300000;gauss;28;0.002246420689414406
dlla9;300000;gauss;28;0.27415197054880647
dlla2;300000;gauss;28;0.5384320760531973
cri_tvla_1;300000;gauss;29;0.0011448536457712097
cri_tvla_2;300000;gauss;29;0.0011930861572972634
dlla9;300000;gauss;29;0.8399542220429003
dlla2;300000;gauss;29;0.4322285720284085
cri_tvla_1;300000;gauss;30;0.0016291384704403492
cri_tvla_2;300000;gauss;30;0.0065790003776146
dlla9;300000;gauss;30;0.7362519824952716
dlla2;300000;gauss;30;0.711113591326982
cri_tvla_1;300000;gauss;31;0.00037681003610111693
cri_tvla_2;300000;gauss;31;0.006705366190340725
dlla9;300000;gauss;31;0.9005104116710145
dlla2;300000;gauss;31;0.9594327837629724
cri_tvla_1;300000;gauss;32;0.0015640453164707452
cri_tvla_2;300000;gauss;32;0.010407815826036532
dlla9;300000;gauss;32;0.24335447305921223
dlla2;300000;gauss;32;0.805363875215988
cri_tvla_1;300000;gauss;33;0.004501607772823758
cri_tvla_2;300000;gauss;33;0.007205782483221409
dlla9;300000;gauss;33;0.637510423808056
dlla2;300000;gauss;33;0.8937784372774153
cri_tvla_1;300000;gauss;34;0.008092332458303798
cri_tvla_2;300000;gauss;34;0.004637316482917833
dlla9;300000;gauss;34;0.19154528020461944
dlla2;300000;gauss;34;0.4763267016912669
cri_tvla_1;300000;gauss;35;0.00033151674923645203
cri_tvla_2;300000;gauss;35;0.00899538158479899
dlla9;300000;gauss;35;0.9426987780775622
dlla2;300000;gauss;35;0.21572315732005004
cri_tvla_1;300000;gauss;36;0.0035499146563160735
cri_tvla_2;300000;gauss;36;0.003578848183045953
dlla9;300000;gauss;36;0.7624422526845873
dlla2;300000;gauss;36;0.6024777617735914
cri_tvla_1;300000;gauss;37;0.0023231290334519736
cri_tvla_2;300000;gauss;37;0.0009558995532309819
dlla9;300000;gauss;37;0.19618924320083758
dlla2;300000;gauss;37;0.5059215847272135
cri_tvla_1;300000;gauss;38;0.00262256727467885
cri_tvla_2;300000;gauss;38;0.0011958919144529046
dlla9;300000;gauss;38;0.24016306849336755
dlla2;300000;gauss;38;0.13763289377945626
cri_tvla_1;300000;gauss;39;9.7524235503119e-05
cri_tvla_2;300000;gauss;39;0.006464800194352091
dlla9;300000;gauss;39;0.5655022853746318
dlla2;300000;gauss;39;0.06787611217585714
cri_tvla_1;300000;gauss;40;0.0003886806574999906
cri_tvla_2;300000;gauss;40;0.0008699133107908392
dlla9;300000;gauss;40;0.793775257784331
dlla2;300000;gauss;40;0.5148011082675609
cri_tvla_1;300000;gauss;0;0.005260541576005983
cri_tvla_2;300000;gauss;0;2.4200107123957124e-19
dlla9;300000;gauss;0;0.0
dlla2;300000;gauss;0;0.0
cri_tvla_1;300000;gauss;1;0.008074080625608687
cri_tvla_2;300000;gauss;1;4.427010723906108e-43
dlla9;300000;gauss;1;0.0
dlla2;300000;gauss;1;0.0
cri_tvla_1;300000;gauss;2;0.0006905916751084003
cri_tvla_2;300000;gauss;2;3.631001218267901e-15
dlla9;300000;gauss;2;3.858365527564562e-289
dlla2;300000;gauss;2;1.5162844199814737e-216
cri_tvla_1;300000;gauss;3;0.00557756348742646
cri_tvla_2;300000;gauss;3;1.0254656565455384e-16
dlla9;300000;gauss;3;1.0413639298109439e-184
dlla2;300000;gauss;3;7.63500954346655e-117
cri_tvla_1;300000;gauss;4;0.001880126283532483
cri_tvla_2;300000;gauss;4;4.310801439920686e-14
dlla9;300000;gauss;4;6.762359302008656e-104
dlla2;300000;gauss;4;1.2355426130148424e-77
cri_tvla_1;300000;gauss;5;0.00803225743539983
cri_tvla_2;300000;gauss;5;5.5542325155751675e-14
dlla9;300000;gauss;5;5.135018569094431e-108
dlla2;300000;gauss;5;1.1892843699502212e-68
cri_tvla_1;300000;gauss;6;0.002474952756106795
cri_tvla_2;300000;gauss;6;1.0298332734174075e-07
dlla9;300000;gauss;6;1.0239167866307204e-39
dlla2;300000;gauss;6;9.122250002785745e-54
cri_tvla_1;300000;gauss;7;0.0009206584542870362
cri_tvla_2;300000;gauss;7;7.097243260323552e-09
dlla9;300000;gauss;7;1.0570601651513157e-20
dlla2;300000;gauss;7;4.7563992435243775e-18
cri_tvla_1;300000;gauss;8;0.0018991824449327776
cri_tvla_2;300000;gauss;8;8.00711165507698e-06
dlla9;300000;gauss;8;0.0007184998828048161
dlla2;300000;gauss;8;1.8672895687606586e-12
cri_tvla_1;300000;gauss;9;0.0032764554309987694
cri_tvla_2;300000;gauss;9;5.820701172740769e-06
dlla9;300000;gauss;9;0.01621472112137454
dlla2;300000;gauss;9;5.990279713706157e-09
cri_tvla_1;300000;gauss;10;0.005265468846345968
cri_tvla_2;300000;gauss;10;7.232105382311444e-05
dlla9;300000;gauss;10;0.061347393027232626
dlla2;300000;gauss;10;2.4168722524151476e-06
cri_tvla_1;300000;gauss;11;0.0007144604692635141
cri_tvla_2;300000;gauss;11;5.473524520217214e-05
dlla9;300000;gauss;11;0.7686276561173805
dlla2;300000;gauss;11;0.008427745927669907
cri_tvla_1;300000;gauss;12;0.005710309818654675
cri_tvla_2;300000;gauss;12;0.0005105731321965622
dlla9;300000;gauss;12;0.7695838309796276
dlla2;300000;gauss;12;0.00018893222818753319
cri_tvla_1;300000;gauss;13;0.006760564347671229
cri_tvla_2;300000;gauss;13;0.004621281601562406
dlla9;300000;gauss;13;0.675122145318101
dlla2;300000;gauss;13;0.005689154050336513
cri_tvla_1;300000;gauss;14;0.0014473095377632572
cri_tvla_2;300000;gauss;14;2.097825097373133e-05
dlla9;300000;gauss;14;0.4288610058097646
dlla2;300000;gauss;14;0.5531381108486657
cri_tvla_1;300000;gauss;15;0.004760289960556409
cri_tvla_2;300000;gauss;15;0.0016712014135079614
dlla9;300000;gauss;15;0.3405222905043678
dlla2;300000;gauss;15;0.7549766946191709
cri_tvla_1;300000;gauss;16;0.008386064454492857
cri_tvla_2;300000;gauss;16;0.0011583491217881242
dlla9;300000;gauss;16;0.334059352538831
dlla2;300000;gauss;16;0.008427745927669907
cri_tvla_1;300000;gauss;17;0.003715021364259126
cri_tvla_2;300000;gauss;17;0.002587939971658873
dlla9;300000;gauss;17;0.7258771442329285
dlla2;300000;gauss;17;0.805363875215988
cri_tvla_1;300000;gauss;18;0.0016018979212436733
cri_tvla_2;300000;gauss;18;0.001498976400726454
dlla9;300000;gauss;18;0.13318082142125243
dlla2;300000;gauss;18;0.30428714978810134
cri_tvla_1;300000;gauss;19;0.004923221113204327
cri_tvla_2;300000;gauss;19;0.004833993375144248
dlla9;300000;gauss;19;0.32084699650580856
dlla2;300000;gauss;19;0.011347906283246395
cri_tvla_1;300000;gauss;20;0.015002342718490477
cri_tvla_2;300000;gauss;20;0.002113084783436119
dlla9;300000;gauss;20;0.19541698234722435
dlla2;300000;gauss;20;0.06043016507474139
cri_tvla_1;300000;gauss;21;0.0031541493447191354
cri_tvla_2;300000;gauss;21;0.0018782108196649793
dlla9;300000;gauss;21;0.5953128447592979
dlla2;300000;gauss;21;0.400387642560483
cri_tvla_1;300000;gauss;22;0.004814064033665178
cri_tvla_2;300000;gauss;22;0.0033971683827652204
dlla9;300000;gauss;22;0.541307857749536
dlla2;300000;gauss;22;0.5938655825656726
cri_tvla_1;300000;gauss;23;0.0017022312350347844
cri_tvla_2;300000;gauss;23;0.00750953885735809
dlla9;300000;gauss;23;0.6129212383522258
dlla2;300000;gauss;23;0.4970391260902114
cri_tvla_1;300000;gauss;24;0.0017111355423715638
cri_tvla_2;300000;gauss;24;0.006897721799348477
dlla9;300000;gauss;24;0.1940459261394654
dlla2;300000;gauss;24;0.400387642560483
cri_tvla_1;300000;gauss;25;0.003979097739554569
cri_tvla_2;300000;gauss;25;0.002939186026921613
dlla9;300000;gauss;25;0.3865445223966041
dlla2;300000;gauss;25;0.947165413568573
cri_tvla_1;300000;gauss;26;0.003728457005850871
cri_tvla_2;300000;gauss;26;0.0039042237758306316
dlla9;300000;gauss;26;0.8595854070681286
dlla2;300000;gauss;26;0.20926196043307577
cri_tvla_1;300000;gauss;27;0.000684818769087228
cri_tvla_2;300000;gauss;27;0.009183825743729227
dlla9;300000;gauss;27;0.8874091503405515
dlla2;300000;gauss;27;0.3016950804173334
cri_tvla_1;300000;gauss;28;0.0014092979303164431
cri_tvla_2;300000;gauss;28;0.0007711811132598196
dlla9;300000;gauss;28;0.900416189303966
dlla2;300000;gauss;28;0.7526374337749342
cri_tvla_1;300000;gauss;29;0.0010477587727639394
cri_tvla_2;300000;gauss;29;0.0011930861572972634
dlla9;300000;gauss;29;0.9365335254112241
dlla2;300000;gauss;29;0.4147922573638856
cri_tvla_1;300000;gauss;30;0.0031620228948655597
cri_tvla_2;300000;gauss;30;0.0020715906658360156
dlla9;300000;gauss;30;0.20360124535561522
dlla2;300000;gauss;30;0.03565357212822429
cri_tvla_1;300000;gauss;31;0.0006616958668492759
cri_tvla_2;300000;gauss;31;0.0004348191559020506
dlla9;300000;gauss;31;0.7359999189974391
dlla2;300000;gauss;31;0.10087827088902773
cri_tvla_1;300000;gauss;32;0.0002996122999996462
cri_tvla_2;300000;gauss;32;0.0032608259325323037
dlla9;300000;gauss;32;0.4500220094398635
dlla2;300000;gauss;32;0.3497714131312083
cri_tvla_1;300000;gauss;33;0.007498242066662843
cri_tvla_2;300000;gauss;33;0.002444662254812053
dlla9;300000;gauss;33;0.4760171511378758
dlla2;300000;gauss;33;0.4147922573638856
cri_tvla_1;300000;gauss;34;0.0038406903396262107
cri_tvla_2;300000;gauss;34;0.004271939647745295
dlla9;300000;gauss;34;0.3200373784268416
dlla2;300000;gauss;34;0.747923327372171
cri_tvla_1;300000;gauss;35;0.0006896739722996702
cri_tvla_2;300000;gauss;35;0.0012741608153837441
dlla9;300000;gauss;35;0.5608795372529738
dlla2;300000;gauss;35;0.588098512666706
cri_tvla_1;300000;gauss;36;0.0027192528264717696
cri_tvla_2;300000;gauss;36;0.003578848183045953
dlla9;300000;gauss;36;0.36323225329235653
dlla2;300000;gauss;36;0.3334272753762081
cri_tvla_1;300000;gauss;37;0.0017995290502101759
cri_tvla_2;300000;gauss;37;0.0010278281353859242
dlla9;300000;gauss;37;0.09207822447472519
dlla2;300000;gauss;37;0.22451546649460552
cri_tvla_1;300000;gauss;38;0.0018377741105369638
cri_tvla_2;300000;gauss;38;0.0008228560632794954
dlla9;300000;gauss;38;0.9750792935240178
dlla2;300000;gauss;38;0.1312070165630153
cri_tvla_1;300000;gauss;39;0.0024498459465154766
cri_tvla_2;300000;gauss;39;0.0045882200098962675
dlla9;300000;gauss;39;0.7363242835955349
dlla2;300000;gauss;39;0.5967415815847267
cri_tvla_1;300000;gauss;40;0.004814537164851229
cri_tvla_2;300000;gauss;40;0.0013883675804095303
dlla9;300000;gauss;40;0.482311015612223
dlla2;300000;gauss;40;0.927122194876904
cri_tvla_1;300000;gauss;0;0.0015551435649712906
cri_tvla_2;300000;gauss;0;1.4951024632048456e-15
dlla9;300000;gauss;0;0.0
dlla2;300000;gauss;0;0.0
cri_tvla_1;300000;gauss;1;0.003593404777377702
cri_tvla_2;300000;gauss;1;1.5619735430038523e-36
dlla9;300000;gauss;1;0.0
dlla2;300000;gauss;1;0.0
cri_tvla_1;300000;gauss;2;0.003025924073796985
cri_tvla_2;300000;gauss;2;9.265948251738751e-33
dlla9;300000;gauss;2;4.1801243818119197e-299
dlla2;300000;gauss;2;1.0280722994054865e-209
cri_tvla_1;300000;gauss;3;0.015921796092588755
cri_tvla_2;300000;gauss;3;2.767721074341163e-25
dlla9;300000;gauss;3;1.1494442607033418e-176
dlla2;300000;gauss;3;1.7788183157116685e-140
cri_tvla_1;300000;gauss;4;0.00011828559956943907
cri_tvla_2;300000;gauss;4;1.2505101499798604e-23
dlla9;300000;gauss;4;2.937727725527918e-98
dlla2;300000;gauss;4;8.547727172478119e-72
cri_tvla_1;300000;gauss;5;0.009035525351826116
cri_tvla_2;300000;gauss;5;2.0266456348546145e-16
dlla9;300000;gauss;5;1.7065435525956475e-68
dlla2;300000;gauss;5;1.2036227359892153e-51
cri_tvla_1;300000;gauss;6;0.006236332831562349
cri_tvla_2;300000;gauss;6;3.300332740285174e-10
dlla9;300000;gauss;6;2.1356686258534577e-53
dlla2;300000;gauss;6;1.6011152136946435e-33
cri_tvla_1;300000;gauss;7;0.00041071999822960497
cri_tvla_2;300000;gauss;7;1.2286701788633066e-08
dlla9;300000;gauss;7;5.505158767153239e-27
dlla2;300000;gauss;7;8.167765352819024e-19
cri_tvla_1;300000;gauss;8;0.0010247784330460587
cri_tvla_2;300000;gauss;8;1.8560494309107284e-06
dlla9;300000;gauss;8;0.0022056024800444604
dlla2;300000;gauss;8;2.0625163939517851e-10
cri_tvla_1;300000;gauss;9;0.005125184192820207
cri_tvla_2;300000;gauss;9;7.570248959657049e-06
dlla9;300000;gauss;9;0.0513360609902722
dlla2;300000;gauss;9;2.162822847080255e-10
cri_tvla_1;300000;gauss;10;0.013933448261110206
cri_tvla_2;300000;gauss;10;2.3550083253743985e-08
dlla9;300000;gauss;10;0.4147706363784238
dlla2;300000;gauss;10;0.00029482646568506124
cri_tvla_1;300000;gauss;11;0.0022531868391877713
cri_tvla_2;300000;gauss;11;0.00015247944445896566
dlla9;300000;gauss;11;0.874889165558538
dlla2;300000;gauss;11;0.007012123136876059
cri_tvla_1;300000;gauss;12;0.002708598123308087
cri_tvla_2;300000;gauss;12;0.00026402162315376576
dlla9;300000;gauss;12;0.1847387561254904
dlla2;300000;gauss;12;0.06406907739134837
cri_tvla_1;300000;gauss;13;0.005915843222503187
cri_tvla_2;300000;gauss;13;0.0005743109483261605
dlla9;300000;gauss;13;0.9683963487646259
dlla2;300000;gauss;13;0.25923572246150783
cri_tvla_1;300000;gauss;14;0.006092940222839628
cri_tvla_2;300000;gauss;14;0.001273182660920454
dlla9;300000;gauss;14;0.1566378522802202
dlla2;300000;gauss;14;0.37480988399869497
cri_tvla_1;300000;gauss;15;0.0018005263141827143
cri_tvla_2;300000;gauss;15;0.0031664226421197006
dlla9;300000;gauss;15;0.20980308530479708
dlla2;300000;gauss;15;0.6692672866991098
cri_tvla_1;300000;gauss;16;0.005327425371198673
cri_tvla_2;300000;gauss;16;0.008502848805057752
dlla9;300000;gauss;16;0.16289080782838372
dlla2;300000;gauss;16;0.1062215627225846
cri_tvla_1;300000;gauss;17;0.004239598655846972
cri_tvla_2;300000;gauss;17;0.00048585969215378654
dlla9;300000;gauss;17;0.3677623576514589
dlla2;300000;gauss;17;0.13279371891342312
cri_tvla_1;300000;gauss;18;0.0016018979212436733
cri_tvla_2;300000;gauss;18;0.004227297646101858
dlla9;300000;gauss;18;0.3265848025053668
dlla2;300000;gauss;18;0.4911180306131391
cri_tvla_1;300000;gauss;19;0.0027462552488329147
cri_tvla_2;300000;gauss;19;0.007566458660199445
dlla9;300000;gauss;19;0.3013057123365783
dlla2;300000;gauss;19;0.336130460003177
cri_tvla_1;300000;gauss;20;0.0004034394440425897
cri_tvla_2;300000;gauss;20;0.005189440234023654
dlla9;300000;gauss;20;0.6349602257175465
dlla2;300000;gauss;20;0.6363908862457134
cri_tvla_1;300000;gauss;21;0.007247463447454727
cri_tvla_2;300000;gauss;21;0.0032213745427009657
dlla9;300000;gauss;21;0.2680168667238118
dlla2;300000;gauss;21;0.6336011734990415
cri_tvla_1;300000;gauss;22;0.00019008686476563983
cri_tvla_2;300000;gauss;22;0.004911003793570842
dlla9;300000;gauss;22;0.8338796593836536
dlla2;300000;gauss;22;0.8270517438198695
cri_tvla_1;300000;gauss;23;0.0038423832895120033
cri_tvla_2;300000;gauss;23;0.0026936564436888973
dlla9;300000;gauss;23;0.8612281055697519
dlla2;300000;gauss;23;0.6167190802371157
cri_tvla_1;300000;gauss;24;0.003453905165852664
cri_tvla_2;300000;gauss;24;0.0013458837554095081
dlla9;300000;gauss;24;0.4216315705432181
dlla2;300000;gauss;24;0.03683377152577361
cri_tvla_1;300000;gauss;25;0.0007431340599271827
cri_tvla_2;300000;gauss;25;0.0028307917581117128
dlla9;300000;gauss;25;0.5826412777463692
dlla2;300000;gauss;25;0.2838355858337089
cri_tvla_1;300000;gauss;26;0.003728457005850871
cri_tvla_2;300000;gauss;26;0.003707697238804394
dlla9;300000;gauss;26;0.9524081929995796
dlla2;300000;gauss;26;0.33073271330089016
cri_tvla_1;300000;gauss;27;0.0017955288404973404
cri_tvla_2;300000;gauss;27;0.00883289940904681
dlla9;300000;gauss;27;0.5358970483039118
dlla2;300000;gauss;27;0.2568377518222632
cri_tvla_1;300000;gauss;28;0.0042108715173831595
cri_tvla_2;300000;gauss;28;7.99538114334257e-05
dlla9;300000;gauss;28;0.3384645697301447
dlla2;300000;gauss;28;0.6280006513362935
cri_tvla_1;300000;gauss;29;0.007965066899610873
cri_tvla_2;300000;gauss;29;0.002778395500518584
dlla9;300000;gauss;29;0.21912106735375714
dlla2;300000;gauss;29;0.46451610359217177
cri_tvla_1;300000;gauss;30;0.0034139444493108636
cri_tvla_2;300000;gauss;30;0.006692682130735695
dlla9;300000;gauss;30;0.974417729649292
dlla2;300000;gauss;30;0.4556780565455053
cri_tvla_1;300000;gauss;31;0.0007469261706200881
cri_tvla_2;300000;gauss;31;0.003759328497024736
dlla9;300000;gauss;31;0.48604298657488143
dlla2;300000;gauss;31;0.11176633653199003
cri_tvla_1;300000;gauss;32;0.007096819684469009
cri_tvla_2;300000;gauss;32;0.004600241572809934
dlla9;300000;gauss;32;0.1341060773930915
dlla2;300000;gauss;32;0.37199934866370654
cri_tvla_1;300000;gauss;33;0.0003335878404971529
cri_tvla_2;300000;gauss;33;0.0051748188355977475
dlla9;300000;gauss;33;0.9682493361130384
dlla2;300000;gauss;33;0.7907380395669242
cri_tvla_1;300000;gauss;34;0.005926983460216422
cri_tvla_2;300000;gauss;34;0.0021734555286904364
dlla9;300000;gauss;34;0.06109897517118359
dlla2;300000;gauss;34;0.979375409411677
cri_tvla_1;300000;gauss;35;0.00039712630007540607
cri_tvla_2;300000;gauss;35;0.0018263034554344864
dlla9;300000;gauss;35;0.6835725691310088
dlla2;300000;gauss;35;0.36639882650095845
cri_tvla_1;300000;gauss;36;0.0011517871444636947
cri_tvla_2;300000;gauss;36;0.0039219463047053555
dlla9;300000;gauss;36;0.9061122998831321
dlla2;300000;gauss;36;0.6391733859089106
cri_tvla_1;300000;gauss;37;0.005850408549417643
cri_tvla_2;300000;gauss;37;0.0017779683828510213
dlla9;300000;gauss;37;0.9049937951093779
dlla2;300000;gauss;37;0.5794124903890412
cri_tvla_1;300000;gauss;38;0.001786759708171022
cri_tvla_2;300000;gauss;38;0.0032340927437880212
dlla9;300000;gauss;38;0.5704629074290949
dlla2;300000;gauss;38;0.245023305380829
cri_tvla_1;300000;gauss;39;0.0006870479824634989
cri_tvla_2;300000;gauss;39;0.004448868244047547
dlla9;300000;gauss;39;0.33010042990897637
dlla2;300000;gauss;39;0.06314375655023981
cri_tvla_1;300000;gauss;40;0.00211787669174253
cri_tvla_2;300000;gauss;40;0.004336488147736658
dlla9;300000;gauss;40;0.6143287847744452
dlla2;300000;gauss;40;0.2135566790057491
cri_tvla_1;300000;gauss;0;0.021566673335997547
cri_tvla_2;300000;gauss;0;2.229414500326467e-35
dlla9;300000;gauss;0;0.0
dlla2;300000;gauss;0;0.0
cri_tvla_1;300000;gauss;1;0.0048863766515013516
cri_tvla_2;300000;gauss;1;6.197218348295754e-42
dlla9;300000;gauss;1;0.0
dlla2;300000;gauss;1;0.0
