method;p
tvla_t_1;0.02103591765459226
tvla_t_2;0.006828153187425591
tvla_rho;0.02630832934693972
dlla_open;0.5011479658563687
dlla_wegener;0.1784528386880116
tvla_t_1;0.04259438702044839
tvla_t_2;0.021702197614894073
tvla_rho;0.006967604105406755
dlla_open;0.31771042975114694
dlla_wegener;0.6052925772160904
tvla_t_1;0.039982359640197904
tvla_t_2;0.024113071246117265
tvla_rho;0.0163676002043065
dlla_open;0.27552888230201955
dlla_wegener;0.4358440681635147
tvla_t_1;0.0035927334212945443
tvla_t_2;0.059795645412047044
tvla_rho;0.010543408707446078
dlla_open;0.07582069174014527
dlla_wegener;0.9060306719599567
tvla_t_1;0.03461108042310132
tvla_t_2;0.015757887092831824
tvla_rho;0.02549065207992074
dlla_open;0.18172314413305338
dlla_wegener;0.7371759053843785
tvla_t_1;0.026108973139104926
tvla_t_2;0.021246454109384916
tvla_rho;0.02134678116492572
dlla_open;0.4122109534978038
dlla_wegener;0.06386001306501585
tvla_t_1;0.011346895632243996
tvla_t_2;0.012150175756980807
tvla_rho;0.016765487771025933
dlla_open;0.14647193248137338
dlla_wegener;0.3775487054055042
tvla_t_1;0.012471032466516808
tvla_t_2;0.021051763704918666
tvla_rho;0.006194798177386884
dlla_open;0.8662834074931822
dlla_wegener;0.4787914666691186
tvla_t_1;0.03364816739991818
tvla_t_2;0.015633803879239197
tvla_rho;0.027792485894642782
dlla_open;0.4910637210348576
dlla_wegener;0.04449207692343717
tvla_t_1;0.021791555790525875
tvla_t_2;0.04770477866881765
tvla_rho;0.02108281430375647
dlla_open;0.32079150718945615
dlla_wegener;0.1191346346731873
tvla_t_1;0.04018165881713129
tvla_t_2;0.04043406075443001
tvla_rho;0.010692947546365517
dlla_open;0.7037847198803027
dlla_wegener;0.05453102102943566
tvla_t_1;0.017659866791832537
tvla_t_2;0.03738657091933008
tvla_rho;0.03623038792488975
dlla_open;0.8036655900033365
dlla_wegener;0.5
tvla_t_1;0.017555530849790186
tvla_t_2;0.024248361258716607
tvla_rho;0.034650084612083853
dlla_open;0.42574481798500163
dlla_wegener;0.8658091863536197
tvla_t_1;0.021744499439643714
tvla_t_2;0.03588504951207417
tvla_rho;0.04253627841061314
dlla_open;0.24526789852802652
dlla_wegener;0.35759294332349023
tvla_t_1;0.04946333842941461
tvla_t_2;0.03268456619454457
tvla_rho;0.020511365330682985
dlla_open;0.7182806176121478
dlla_wegener;0.22998636935067757
tvla_t_1;0.027793642655441285
tvla_t_2;0.009444958760732427
tvla_rho;0.029637010265975094
dlla_open;0.10515485846732771
dlla_wegener;0.5
tvla_t_1;0.02568232594232083
tvla_t_2;0.0077814060177320045
tvla_rho;0.04771635314587841
dlla_open;0.48321726993607705
dlla_wegener;0.7169499768094449
tvla_t_1;0.026489745780119794
tvla_t_2;0.0283420099935715
tvla_rho;0.048536404442921066
dlla_open;0.38704853242382886
dlla_wegener;0.9591110178263469
tvla_t_1;0.05211533613992249
tvla_t_2;0.010486135021498592
tvla_rho;0.018632903420632507
dlla_open;0.8254675194417848
dlla_wegener;0.8545833766242406
tvla_t_1;0.03278794049920879
tvla_t_2;0.02392616597343391
tvla_rho;0.061339570762052764
dlla_open;0.43623911334831467
dlla_wegener;0.5847713461260616
tvla_t_1;0.02070824896107833
tvla_t_2;0.01153985570058797
tvla_rho;0.014727100984080144
dlla_open;0.2771136443750906
dlla_wegener;0.7594411920631957
tvla_t_1;0.017065744059592675
tvla_t_2;0.02359032617678281
tvla_rho;0.010252297525132015
dlla_open;0.06895019839175068
dlla_wegener;0.10962506744105216
tvla_t_1;0.021917336568793144
tvla_t_2;0.017065078319752784
tvla_rho;0.024227309329553304
dlla_open;0.47141639619018927
dlla_wegener;0.354338927921101
tvla_t_1;0.03324662477327492
tvla_t_2;0.009967946135032841
tvla_rho;0.04159082001789316
dlla_open;0.9314127356712056
dlla_wegener;0.0529298974237427
tvla_t_1;0.02702534092560254
tvla_t_2;0.012089883626311053
tvla_rho;0.041894360603572656
dlla_open;0.5437975921671682
dlla_wegener;0.16919138997142502
tvla_t_1;0.03552298837227053
tvla_t_2;0.01936490988313624
tvla_rho;0.009044035985032561
dlla_open;0.7032312818865774
dlla_wegener;0.683917839333484
tvla_t_1;0.026373241132269718
tvla_t_2;0.04050572001992937
tvla_rho;0.019074294330466035
dlla_open;0.7104570056173841
dlla_wegener;0.16305472601024446
tvla_t_1;0.010336165115017634
tvla_t_2;0.027100401816394077
tvla_rho;0.02907423992579461
dlla_open;0.2155848712779324
dlla_wegener;0.8262866495559698
tvla_t_1;0.04012592889869181
tvla_t_2;0.014327229780541578
tvla_rho;0.03219165005424651
dlla_open;0.5945005049434762
dlla_wegener;0.6862495969442823
tvla_t_1;0.018024228095549242
tvla_t_2;0.04491791063412711
tvla_rho;0.026081325262288457
dlla_open;0.3035661588685176
dlla_wegener;0.2993344071288827
tvla_t_1;0.02895537438082573
tvla_t_2;0.0025101505107445366
tvla_rho;0.02107430627228779
dlla_open;0.5630583062691955
dlla_wegener;0.6238359275708336
tvla_t_1;0.009527309139620783
tvla_t_2;0.028321729774383318
tvla_rho;0.031320817916945076
dlla_open;0.6816816999066635
dlla_wegener;0.33685832487476186
tvla_t_1;0.033918788796528834
tvla_t_2;0.01044008893809705
tvla_rho;0.03685598296041337
dlla_open;0.8844972790787048
dlla_wegener;0.5
tvla_t_1;0.023419774437152867
tvla_t_2;0.012215063718886131
tvla_rho;0.02973226877762536
dlla_open;0.633580366395241
dlla_wegener;0.4166852878285437
tvla_t_1;0.027839475416423436
tvla_t_2;0.045620244402618436
tvla_rho;0.013630079260402272
dlla_open;0.5599298602005058
dlla_wegener;0.5
tvla_t_1;0.048182658717747726
tvla_t_2;0.012859078060024145
tvla_rho;0.00831367841390307
dlla_open;0.9518259706763473
dlla_wegener;0.7547403097568524
tvla_t_1;0.031466003001017664
tvla_t_2;0.04772946513608921
tvla_rho;0.028176665355445385
dlla_open;0.14059537098180974
dlla_wegener;0.5423870440173892
tvla_t_1;0.03109307318147636
tvla_t_2;0.036307801969308336
tvla_rho;0.024889546231613435
dlla_open;0.49983120376930845
dlla_wegener;0.6437203489968601
tvla_t_1;0.03691704350612616
tvla_t_2;0.02966701413541104
tvla_rho;0.0307320014297785
dlla_open;0.5307556871437094
dlla_wegener;0.10136932530602927
tvla_t_1;0.04262857629070089
tvla_t_2;0.01617138014366134
tvla_rho;0.008612165213355283
dlla_open;0.2983644636221551
dlla_wegener;0.43709683094671703
tvla_t_1;0.03248113969391401
tvla_t_2;0.05854494195710034
tvla_rho;0.023771749417862198
dlla_open;0.12326664269595419
dlla_wegener;0.12097765807851907
tvla_t_1;0.042844908635696635
tvla_t_2;0.014760165781048521
tvla_rho;0.054160949531301794
dlla_open;0.028091631908077935
dlla_wegener;0.6452666436425795
tvla_t_1;0.013269196130164848
tvla_t_2;0.008712590135150595
tvla_rho;0.023771039821846918
dlla_open;0.4875390840914934
dlla_wegener;0.5419454528294018
tvla_t_1;0.0389286645393026
tvla_t_2;0.012190349758808283
tvla_rho;0.003624441196792061
dlla_open;0.9032740807137911
dlla_wegener;0.7871811357084394
tvla_t_1;0.023722449116234997
tvla_t_2;0.018527172556343112
tvla_rho;0.027265512384427204
dlla_open;0.8465196707194232
dlla_wegener;0.1363341244132919
tvla_t_1;0.01094437558224579
tvla_t_2;0.025759337995545837
tvla_rho;0.04174244523489534
dlla_open;0.5441849286199878
dlla_wegener;0.2802221369599416
tvla_t_1;0.057430196829891485
tvla_t_2;0.0284413438219284
tvla_rho;0.0486105224247515
dlla_open;0.8889161282902747
dlla_wegener;0.7032463816305385
tvla_t_1;0.01960120362833789
tvla_t_2;0.003091255922500211
tvla_rho;0.03567327990014735
dlla_open;0.6241395704317505
dlla_wegener;0.8539122844830036
tvla_t_1;0.03271700616823692
tvla_t_2;0.008608698804029053
tvla_rho;0.010399466364754861
dlla_open;0.9082363000745932
dlla_wegener;0.9401080361358539
tvla_t_1;0.021951096464287678
tvla_t_2;0.018736463829090954
tvla_rho;0.04485941833934581
dlla_open;0.6711905975950998
dlla_wegener;0.0140146416618268
tvla_t_1;0.0035191475255471794
tvla_t_2;0.013071739960870729
tvla_rho;0.008718199072753618
dlla_open;0.699884968298451
dlla_wegener;0.9088082195611186
tvla_t_1;0.03416083725852896
tvla_t_2;0.002792303778440638
tvla_rho;0.028330302687019193
dlla_open;0.5344638764427694
dlla_wegener;0.8557663135926252
tvla_t_1;0.01479202223204151
tvla_t_2;0.05492360742309762
tvla_rho;0.0194555112007313
dlla_open;0.233984930425305
dlla_wegener;0.5
tvla_t_1;0.015767199102732724
tvla_t_2;0.026398014387193094
tvla_rho;0.03833696065070091
dlla_open;0.4932181015286261
dlla_wegener;0.8882528771960232
tvla_t_1;0.043215373085627805
tvla_t_2;0.07220514455209331
tvla_rho;0.020685272132660915
dlla_open;0.21242586608861652
dlla_wegener;0.33501788610501937
tvla_t_1;0.010237649970480055
tvla_t_2;0.041446916222435626
tvla_rho;0.03217590763367828
dlla_open;0.9701265187050772
dlla_wegener;0.33599993550481
tvla_t_1;0.01859600500880026
tvla_t_2;0.021251845708915206
tvla_rho;0.05076380619818277
dlla_open;0.19462932326369373
dlla_wegener;0.8693449183331455
tvla_t_1;0.029110919691196252
tvla_t_2;0.02733782277325857
tvla_rho;0.01608598807348871
dlla_open;0.8159151665724493
dlla_wegener;0.005490092989667107
tvla_t_1;0.013493358518514595
tvla_t_2;0.01286581363368369
tvla_rho;0.019439400910766347
dlla_open;0.055411939962023024
dlla_wegener;0.9998417852189231
tvla_t_1;0.02231892445221232
tvla_t_2;0.038558691052019735
tvla_rho;0.04087611318985607
dlla_open;0.2142969758444706
dlla_wegener;0.6647623587723392
tvla_t_1;0.023125175206508867
tvla_t_2;0.030128571412667546
tvla_rho;0.016994656964509414
dlla_open;0.6186063254645331
dlla_wegener;0.9668967930541338
tvla_t_1;0.03146167727397192
tvla_t_2;0.018431508523773506
tvla_rho;0.039541203237899225
dlla_open;0.12220853254203828
dlla_wegener;0.6866259165075975
tvla_t_1;0.02318361006144402
tvla_t_2;0.0263538534920672
tvla_rho;0.021186437615900333
dlla_open;0.6804238425488591
dlla_wegener;0.17105519514690692
tvla_t_1;0.018919490907262252
tvla_t_2;0.021774128709119437
tvla_rho;0.02779255018600124
dlla_open;0.593096489646771
dlla_wegener;0.5424770476861014
tvla_t_1;0.027495579033704826
tvla_t_2;0.03754198777344181
tvla_rho;0.02647032821822859
dlla_open;0.31143495818951766
dlla_wegener;0.19805350191465637
tvla_t_1;0.028720577493518664
tvla_t_2;0.03378510529702423
tvla_rho;0.0027932238278731703
dlla_open;0.7704326411691267
dlla_wegener;0.5635202873559788
tvla_t_1;0.03173864012067241
tvla_t_2;0.03175869918624329
tvla_rho;0.01890558200852044
dlla_open;0.3389807375840671
dlla_wegener;0.9652215789044007
tvla_t_1;0.02947052653811082
tvla_t_2;0.018658389667398915
tvla_rho;0.022890390158318397
dlla_open;0.6841550174345413
dlla_wegener;0.9539295051730559
tvla_t_1;0.038849625044680286
tvla_t_2;0.05618475000123397
tvla_rho;0.026605983036767755
dlla_open;0.8444587536473143
dlla_wegener;0.8628505863020621
tvla_t_1;0.039732139592791794
tvla_t_2;0.03171823994912881
tvla_rho;0.020876996259162617
dlla_open;0.003379621116580965
dlla_wegener;0.21133903708531776
tvla_t_1;0.014867205862176618
tvla_t_2;0.02400191658010013
tvla_rho;0.04639163505250554
dlla_open;0.796524374846945
dlla_wegener;0.13167469440120222
tvla_t_1;0.029666994538005677
tvla_t_2;0.004514717140339182
tvla_rho;0.029901310507530754
dlla_open;0.7994359872947259
dlla_wegener;0.9618336298118214
tvla_t_1;0.008488707012533054
tvla_t_2;0.02872855669140888
tvla_rho;0.023162241941779405
dlla_open;0.5557144693298499
dlla_wegener;0.8892286430975348
tvla_t_1;0.04103746427944867
tvla_t_2;0.023833710295849003
tvla_rho;0.026732872292618337
dlla_open;0.9567087924387261
dlla_wegener;0.721303717642755
tvla_t_1;0.03890659618024204
tvla_t_2;0.03151059429812188
tvla_rho;0.04099741796264267
dlla_open;0.6279953036098572
dlla_wegener;0.989846203391481
tvla_t_1;0.04637918015145241
tvla_t_2;0.04619003870447417
tvla_rho;0.0254947560975336
dlla_open;0.015013479587846327
dlla_wegener;0.33501788610501937
tvla_t_1;0.03622432341844949
tvla_t_2;0.0762931682673404
tvla_rho;0.04192523878589882
dlla_open;0.36756216570035405
dlla_wegener;0.1035802244557304
tvla_t_1;0.018050213663448583
tvla_t_2;0.07386376686824886
tvla_rho;0.04286029453731577
dlla_open;0.8202356347928669
dlla_wegener;0.604710769873229
tvla_t_1;0.014480384069262003
tvla_t_2;0.029217224148756677
tvla_rho;0.020315430634748832
dlla_open;0.4413188903882692
dlla_wegener;0.11287767736803367
tvla_t_1;0.08221074500979199
tvla_t_2;0.031179043356913985
tvla_rho;0.03542661233757327
dlla_open;0.8487494533503239
dlla_wegener;0.03587254353982017
tvla_t_1;0.003846081386852057
tvla_t_2;0.013014840414477412
tvla_rho;0.010740089581228851
dlla_open;0.638575113610236
dlla_wegener;0.10184562364418381
tvla_t_1;0.0365202856849565
tvla_t_2;0.04471221583040574
tvla_rho;0.0319315842272343
dlla_open;0.35762458206227954
dlla_wegener;0.43647971264402113
tvla_t_1;0.01985237889414463
tvla_t_2;0.039494958065532756
tvla_rho;0.006791947291995504
dlla_open;0.018701921662868378
dlla_wegener;0.2268072263176915
tvla_t_1;0.02998151479175234
tvla_t_2;0.041708889365177776
tvla_rho;0.035348926715497386
dlla_open;0.9294414880361408
dlla_wegener;0.9439564171110396
tvla_t_1;0.039976937663990374
tvla_t_2;0.02402294508775652
tvla_rho;0.043931855784123064
dlla_open;0.3768008053733152
dlla_wegener;0.43616426374706396
tvla_t_1;0.016371489240904303
tvla_t_2;0.028872718870687823
tvla_rho;0.022956797239095605
dlla_open;0.5585138021687708
dlla_wegener;0.9327595099280924
tvla_t_1;0.013347256539590234
tvla_t_2;0.04753704519373576
tvla_rho;0.029220045489616542
dlla_open;0.7009171387139913
dlla_wegener;0.17189251461802885
tvla_t_1;0.03754833444329563
tvla_t_2;0.027701087833998342
tvla_rho;0.019716290390183966
dlla_open;0.5456891613316674
dlla_wegener;0.7532285941404803
tvla_t_1;0.01744656684471958
tvla_t_2;0.03995620476840194
tvla_rho;0.032874884406951965
dlla_open;0.5160501514393845
dlla_wegener;0.5859309517013473
tvla_t_1;0.051555019616086425
tvla_t_2;0.01329693677176627
tvla_rho;0.021679371387462343
dlla_open;0.05494867968173875
dlla_wegener;0.4575530172102528
tvla_t_1;0.027958020797181352
tvla_t_2;0.030924013183837907
tvla_rho;0.017631140341018536
dlla_open;0.9439773266951735
dlla_wegener;0.5415737014775559
tvla_t_1;0.01733128327895699
tvla_t_2;0.005872743731282343
tvla_rho;0.014657648235480325
dlla_open;0.8200120721611998
dlla_wegener;0.22599503110147817
tvla_t_1;0.006384398707663833
tvla_t_2;0.011192270205150697
tvla_rho;0.007021040515552857
dlla_open;0.8137781542923409
dlla_wegener;0.47895440267208883
tvla_t_1;0.02901065806831844
tvla_t_2;0.01514472768157788
tvla_rho;0.024253374030698494
dlla_open;0.7904720627832759
dlla_wegener;0.6647623587723392
tvla_t_1;0.07446971589778019
tvla_t_2;0.01443725392453791
tvla_rho;0.0071203712344538594
dlla_open;0.05929097047539765
dlla_wegener;0.3743870208532736
tvla_t_1;0.02983215610407826
tvla_t_2;0.0302484492561095
tvla_rho;0.03286391312844139
dlla_open;0.9621613752159496
dlla_wegener;0.3565641262289281
tvla_t_1;0.025254066764425397
tvla_t_2;0.031196859392084414
tvla_rho;0.008763769354541928
dlla_open;0.4527825417480399
dlla_wegener;0.9345748331624767
tvla_t_1;0.05316891369876573
tvla_t_2;0.018613145839969942
tvla_rho;0.037257739980767646
dlla_open;0.8302188556779547
dlla_wegener;0.7365989571903258
tvla_t_1;0.028752565322585515
tvla_t_2;0.008338279980600764
tvla_rho;0.050244164254227286
dlla_open;0.5405407285275854
dlla_wegener;0.7365989571903258
tvla_t_1;0.030893253938176886
tvla_t_2;0.05669096355634288
tvla_rho;0.03230368432217623
dlla_open;0.663186945456324
dlla_wegener;0.28076926191832474
tvla_t_1;0.020227534267208476
tvla_t_2;0.014601644991257882
tvla_rho;0.013433533672135178
dlla_open;0.611366280753781
dlla_wegener;0.6654242709064134
tvla_t_1;0.035983882056614486
tvla_t_2;0.05653143476896716
tvla_rho;0.014720797279110576
dlla_open;0.8423582746578097
dlla_wegener;0.6630353200996295
tvla_t_1;0.020897794613714445
tvla_t_2;0.023091636987101507
tvla_rho;0.03140588667512345
dlla_open;0.5806145141592314
dlla_wegener;0.6641083171534359
tvla_t_1;0.021639448973868776
tvla_t_2;0.016799462715601354
tvla_rho;0.03531658172313534
dlla_open;0.6015356988157381
dlla_wegener;0.7200529574226064
tvla_t_1;0.015412493682826333
tvla_t_2;0.02917041753332885
tvla_rho;0.02101237990046001
dlla_open;0.6434122600336236
dlla_wegener;0.9166463085298162
tvla_t_1;0.006398297809790528
tvla_t_2;0.02843673272990463
tvla_rho;0.03295934327794381
dlla_open;0.5409732266029661
dlla_wegener;0.8992678989353983
tvla_t_1;0.024885268401933912
tvla_t_2;0.028590513951313696
tvla_rho;0.010271554724061494
dlla_open;0.36689419970516346
dlla_wegener;0.7529294318857127
tvla_t_1;0.027867620084255983
tvla_t_2;0.013643809528289638
tvla_rho;0.039976702108724727
dlla_open;0.7861157969035351
dlla_wegener;0.15982258343058775
tvla_t_1;0.03276197636061151
tvla_t_2;0.0379874783352087
tvla_rho;0.06523576712282075
dlla_open;0.4331582188487766
dlla_wegener;0.7367428026051064
tvla_t_1;0.004186785691071159
tvla_t_2;0.03517846605452461
tvla_rho;0.05543198084548551
dlla_open;0.9044662664794936
dlla_wegener;0.5629902286615902
tvla_t_1;0.012091183179769394
tvla_t_2;0.01931063621237667
tvla_rho;0.009199256299684766
dlla_open;0.20407944475162
dlla_wegener;0.15491168668618738
tvla_t_1;0.024914627656821134
tvla_t_2;0.034985937902213105
tvla_rho;0.02812264629550265
dlla_open;0.753563220671949
dlla_wegener;0.4366578828458255
tvla_t_1;0.029359606872166467
tvla_t_2;0.02836510702424346
tvla_rho;0.022347506370461012
dlla_open;0.12344939533969576
dlla_wegener;0.4576129559826108
tvla_t_1;0.039333993348369636
tvla_t_2;0.026668186556482478
tvla_rho;0.03280744978279748
dlla_open;0.32166622544546014
dlla_wegener;0.24692111812191386
tvla_t_1;0.03242872221857174
tvla_t_2;0.018555074238114144
tvla_rho;0.03190541060797236
dlla_open;0.25118767649878826
dlla_wegener;0.29407103835720283
tvla_t_1;0.027784492325347732
tvla_t_2;0.03899201846069298
tvla_rho;0.02290551024191312
dlla_open;0.1558145090888605
dlla_wegener;0.4156441936809477
tvla_t_1;0.05176133870413644
tvla_t_2;0.020452296558258472
tvla_rho;0.02196358400264331
dlla_open;0.7101011138176454
dlla_wegener;0.5416870320940013
tvla_t_1;0.04732676837736917
tvla_t_2;0.011877340511271123
tvla_rho;0.01824677531659935
dlla_open;0.4083145627189617
dlla_wegener;0.8296190761429536
tvla_t_1;0.04295432629343544
tvla_t_2;0.01551138004835257
tvla_rho;0.01883637416164552
dlla_open;0.6859142025644627
dlla_wegener;0.6484101507739717
tvla_t_1;0.01511839053570615
tvla_t_2;0.028338268967381487
tvla_rho;0.03515162144105988
dlla_open;0.27946889852276946
dlla_wegener;0.5629902286615902
tvla_t_1;0.028467288902646985
tvla_t_2;0.03729302333851604
tvla_rho;0.020178282684660376
dlla_open;0.23895229801151854
dlla_wegener;0.4574928234430257
tvla_t_1;0.05033244943753085
tvla_t_2;0.021123774751654105
tvla_rho;0.03147346853976796
dlla_open;0.0006125242087026408
dlla_wegener;0.9744161847432838
tvla_t_1;0.03483014077755478
tvla_t_2;0.010067270952142547
tvla_rho;0.019852796442394904
dlla_open;0.20149307676626
dlla_wegener;0.8544152730840122
tvla_t_1;0.023048239764529115
tvla_t_2;0.022426398222966302
tvla_rho;0.03427457871754469
dlla_open;0.5436493565599617
dlla_wegener;0.2789760611697357
tvla_t_1;0.04372643559270426
tvla_t_2;0.03187638510633045
tvla_rho;0.04596524734962215
dlla_open;0.8301943469458375
dlla_wegener;0.8696864821657113
tvla_t_1;0.07125560863544547
tvla_t_2;0.02603975109824255
tvla_rho;0.04634491005694841
dlla_open;0.5609721468007689
dlla_wegener;0.43661348088027174
tvla_t_1;0.02287901054609579
tvla_t_2;0.04081946031751337
tvla_rho;0.012407243518357314
dlla_open;0.0067631449154036466
dlla_wegener;0.5838883044487104
tvla_t_1;0.04779859378257457
tvla_t_2;0.06562561769489042
tvla_rho;0.031200370749171924
dlla_open;0.6592406913091109
dlla_wegener;0.683080534308121
tvla_t_1;0.07371859309705713
tvla_t_2;0.036048848293214426
tvla_rho;0.036935583363645996
dlla_open;0.10423658117620459
dlla_wegener;0.855936197067234
tvla_t_1;0.019487370769761946
tvla_t_2;0.013227653653912645
tvla_rho;0.04742503662927677
dlla_open;0.9904829050564825
dlla_wegener;0.9873065340887653
tvla_t_1;0.04183665616033206
tvla_t_2;0.05250813640280678
tvla_rho;0.018841972491608017
dlla_open;0.9765186826195126
dlla_wegener;0.9005497784043286
tvla_t_1;0.03590955829627219
tvla_t_2;0.019646896939209655
tvla_rho;0.035915939771759886
dlla_open;0.32962650039648156
dlla_wegener;0.7010464740306772
tvla_t_1;0.0555892336866306
tvla_t_2;0.06835482257602234
tvla_rho;0.03790629277284219
dlla_open;0.332884416606155
dlla_wegener;0.604710769873229
tvla_t_1;0.0221849603315566
tvla_t_2;0.007065974570831359
tvla_rho;0.013361964091013423
dlla_open;0.9844523025624858
dlla_wegener;0.7214440037357692
tvla_t_1;0.023077414807902295
tvla_t_2;0.032980444414856425
tvla_rho;0.02889864913344975
dlla_open;0.169372483730819
dlla_wegener;0.028930645492943167
tvla_t_1;0.020276474735270843
tvla_t_2;0.010282959551223964
tvla_rho;0.007331842800487376
dlla_open;0.1191114688581571
dlla_wegener;0.31608216066651595
tvla_t_1;0.016455132081325468
tvla_t_2;0.02213428677845116
tvla_rho;0.012529404348669226
dlla_open;0.5003367628589107
dlla_wegener;0.11777945996203976
tvla_t_1;0.03746433519951563
tvla_t_2;0.016823131021970143
tvla_rho;0.01662481600066279
dlla_open;0.659221889526735
dlla_wegener;0.044379258691819856
tvla_t_1;0.014911329666087077
tvla_t_2;0.031044372440303766
tvla_rho;0.01817931867111766
dlla_open;0.4972516913728444
dlla_wegener;0.05427837034023821
tvla_t_1;0.01921915181631962
tvla_t_2;0.030636345438317336
tvla_rho;0.02869581825852152
dlla_open;0.9418656049197773
dlla_wegener;0.5
tvla_t_1;0.013246110758918041
tvla_t_2;0.021000954866316836
tvla_rho;0.05758974694884578
dlla_open;0.433415964365228
dlla_wegener;0.02612975015898488
tvla_t_1;0.05900428751980748
tvla_t_2;0.01722734790902507
tvla_rho;0.027772904155121125
dlla_open;0.13019928327159508
dlla_wegener;0.03537493353818881
tvla_t_1;0.023481185189745683
tvla_t_2;0.010800664799688631
tvla_rho;0.027259808956448195
dlla_open;0.005641955450228723
dlla_wegener;0.27770867359660956
tvla_t_1;0.04243246282910032
tvla_t_2;0.021692288377165726
tvla_rho;0.04424897143513973
dlla_open;0.12241267962308107
dlla_wegener;0.4789690295149073
tvla_t_1;0.017342662766795098
tvla_t_2;0.04157667842061609
tvla_rho;0.01124651755078765
dlla_open;0.637190448461977
dlla_wegener;0.6044234589359381
tvla_t_1;0.02087340861467664
tvla_t_2;0.04326409818092065
tvla_rho;0.03359700985774006
dlla_open;0.7528224861506451
dlla_wegener;0.21232806514574104
tvla_t_1;0.027951291011287877
tvla_t_2;0.02238343464114579
tvla_rho;0.047808040082008674
dlla_open;0.008800869946941516
dlla_wegener;0.47837491816686856
tvla_t_1;0.032710335006760086
tvla_t_2;0.03853086676189658
tvla_rho;0.04658599467907232
dlla_open;0.5187598799668747
dlla_wegener;0.9138178445328242
tvla_t_1;0.020784899225245866
tvla_t_2;0.03817213338761234
tvla_rho;0.029729418260489693
dlla_open;0.8036383614101812
dlla_wegener;0.6861246607383021
tvla_t_1;0.01892035572774937
tvla_t_2;0.015471417581037983
tvla_rho;0.011353953622749602
dlla_open;0.7773260644462289
dlla_wegener;0.231535507507294
tvla_t_1;0.059215748003145906
tvla_t_2;0.030413060874699516
tvla_rho;0.006679335390734176
dlla_open;0.5204593042535092
dlla_wegener;0.33599993550481
tvla_t_1;0.04660276883915909
tvla_t_2;0.010279507566420971
tvla_rho;0.026899438071675164
dlla_open;0.8711431447695339
dlla_wegener;0.6837975224208047
tvla_t_1;0.012628658383234124
tvla_t_2;0.03544370772049126
tvla_rho;0.04226076397209466
dlla_open;0.32564290081068303
dlla_wegener;0.4369223492586867
tvla_t_1;0.01533202864049719
tvla_t_2;0.04702693982084797
tvla_rho;0.01885482743683542
dlla_open;0.6546234985772392
dlla_wegener;0.842354359649554
tvla_t_1;0.020770819446644745
tvla_t_2;0.025793687456553038
tvla_rho;0.03333260849371533
dlla_open;0.5394944215931801
dlla_wegener;0.7180144157300106
tvla_t_1;0.028181580235421257
tvla_t_2;0.016852400737866393
tvla_rho;0.01245774724945048
dlla_open;0.5956949961802439
dlla_wegener;0.961445822106692
tvla_t_1;0.02921574319066456
tvla_t_2;0.014347826672628457
tvla_rho;0.0527290238894591
dlla_open;0.28754506893417175
dlla_wegener;0.2990807263417641
tvla_t_1;0.01943898971455662
tvla_t_2;0.03614339942751421
tvla_rho;0.009551012377671864
dlla_open;0.6157141001498256
dlla_wegener;0.15560092604216308
tvla_t_1;0.02790410304511545
tvla_t_2;0.035561175842524745
tvla_rho;0.03638584235545106
dlla_open;0.08081368808233917
dlla_wegener;0.8537450609080572
tvla_t_1;0.009705105671178873
tvla_t_2;0.013520022850508087
tvla_rho;0.04200932268568347
dlla_open;0.32808875678576976
dlla_wegener;0.6034361815901842
tvla_t_1;0.010088808455291939
tvla_t_2;0.018816597359915352
tvla_rho;0.02341126928289783
dlla_open;0.027255680011670027
dlla_wegener;0.14558472691598773
tvla_t_1;0.012102066052834889
tvla_t_2;0.023490788477381206
tvla_rho;0.023390599548321456
dlla_open;0.048801185986556014
dlla_wegener;0.9423246334889335
tvla_t_1;0.029572561482681593
tvla_t_2;0.04231910027748763
tvla_rho;0.01216707427307484
dlla_open;0.6302644309322591
dlla_wegener;0.4373558598016596
tvla_t_1;0.04946489120597036
tvla_t_2;0.04442241970327756
tvla_rho;0.04549299505161253
dlla_open;0.7966060619580225
dlla_wegener;0.3551246007063479
tvla_t_1;0.009662373600909246
tvla_t_2;0.007940326691252537
tvla_rho;0.01688843968242737
dlla_open;0.33127685157317166
dlla_wegener;0.8942387852946355
tvla_t_1;0.02628817441363749
tvla_t_2;0.023085514602486295
tvla_rho;0.014324923625503416
dlla_open;0.3178921355466301
dlla_wegener;0.39411581057136574
tvla_t_1;0.00698823974460404
tvla_t_2;0.01833786957759841
tvla_rho;0.06906592187021254
dlla_open;0.3309479735669135
dlla_wegener;0.26354462843276905
tvla_t_1;0.035092397490304406
tvla_t_2;0.03268481060550319
tvla_rho;0.013677912031376138
dlla_open;0.9243054788251762
dlla_wegener;0.47898362590278093
tvla_t_1;0.03297343263901218
tvla_t_2;0.02189175116591111
tvla_rho;0.017272311124291617
dlla_open;0.6843093517586711
dlla_wegener;0.736312044962153
tvla_t_1;0.02262832295267883
tvla_t_2;0.03794893296498788
tvla_rho;0.005760281712297255
dlla_open;0.4171352172513326
dlla_wegener;0.7838130487283934
tvla_t_1;0.04085403446051251
tvla_t_2;0.02763899170106825
tvla_rho;0.014431193478413373
dlla_open;0.686206115333845
dlla_wegener;0.3780264281934065
tvla_t_1;0.031747564869592224
