method;p
tvla_t_1;0.03529587191459054
tvla_t_2;0.04337576651989923
tvla_t_3;0.15596553590984108
tvla_rho;0.05722227613193698
dlla_open;0.8344755699615449
dlla_wegener;0.15456561120818874
tvla_t_1;0.027583706887063304
tvla_t_2;0.012525316266624203
tvla_t_3;0.16715752955601387
tvla_rho;0.03387389491415438
dlla_open;0.5766744991781287
dlla_wegener;0.06890485399043066
tvla_t_1;0.03602049439929302
tvla_t_2;0.03738617051489417
tvla_t_3;0.13916333907007364
tvla_rho;0.04962155048028838
dlla_open;0.8926084562325798
dlla_wegener;0.2959598317004894
tvla_t_1;0.03659158264172968
tvla_t_2;0.06535888070892705
tvla_t_3;0.14612639795202143
tvla_rho;0.03580564135467257
dlla_open;0.19529505882787854
dlla_wegener;0.4790705705507286
tvla_t_1;0.03840972032102219
tvla_t_2;0.005841372237987879
tvla_t_3;0.17680221478509178
tvla_rho;0.03673391293412842
dlla_open;0.9445072108921009
dlla_wegener;0.6847667092060182
tvla_t_1;0.027402493836370483
tvla_t_2;0.014012498609903263
tvla_t_3;0.1885348954557531
tvla_rho;0.019193189271290434
dlla_open;0.7991452500390118
dlla_wegener;0.5826416874386505
tvla_t_1;0.03185700338007658
tvla_t_2;0.006556534023238595
tvla_t_3;0.20984083195383837
tvla_rho;0.032139701245001095
dlla_open;0.30718221619514674
dlla_wegener;0.43696610576453704
tvla_t_1;0.038792645021890754
tvla_t_2;0.044424303410074445
tvla_t_3;0.1892849486035257
tvla_rho;0.04524587182077289
dlla_open;0.5277255168663022
dlla_wegener;0.35483146427618406
tvla_t_1;0.014398903795017374
tvla_t_2;0.0232279274157709
tvla_t_3;0.18066620687911672
tvla_rho;0.03627130507109522
dlla_open;0.4645257713143741
dlla_wegener;0.458255953931947
tvla_t_1;0.02395678274432886
tvla_t_2;0.0389989024531809
tvla_t_3;0.22458355145938497
tvla_rho;0.011326224287614872
dlla_open;0.6168083422738777
dlla_wegener;0.43687850150482493
tvla_t_1;0.013516359303612774
tvla_t_2;0.024771910187637684
tvla_t_3;0.1370030548786887
tvla_rho;0.03672702866065891
dlla_open;0.4169839680701667
dlla_wegener;0.3536408854919926
tvla_t_1;0.028688482887684653
tvla_t_2;0.023952973070136323
tvla_t_3;0.18102439206748616
tvla_rho;0.040204940587214244
dlla_open;0.701746555101276
dlla_wegener;0.5
tvla_t_1;0.03718569281321333
tvla_t_2;0.007236580347875373
tvla_t_3;0.20641936793999108
tvla_rho;0.034570885786324945
dlla_open;0.26289516527149503
dlla_wegener;0.8456077922558957
tvla_t_1;0.011014784882388978
tvla_t_2;0.027139313970591373
tvla_t_3;0.165615969471245
tvla_rho;0.01780864846022512
dlla_open;0.4583056103953812
dlla_wegener;0.718687656542393
tvla_t_1;0.03369804612224383
tvla_t_2;0.051197806945993164
tvla_t_3;0.16659745668665168
tvla_rho;0.039533084142951536
dlla_open;0.9156807848942226
dlla_wegener;0.1819285828497753
tvla_t_1;0.005122684742964889
tvla_t_2;0.0370669300573516
tvla_t_3;0.21472759036331937
tvla_rho;0.023001076519844066
dlla_open;0.03754974479519807
dlla_wegener;0.12789858468170273
tvla_t_1;0.02914396263246696
tvla_t_2;0.02514238197877042
tvla_t_3;0.1757928076473233
tvla_rho;0.025102702323801962
dlla_open;0.021574674745691167
dlla_wegener;0.6694508481324628
tvla_t_1;0.030555592614123304
tvla_t_2;0.040833124003932464
tvla_t_3;0.22456121832861456
tvla_rho;0.019819476069196762
dlla_open;0.8866633929289466
dlla_wegener;0.843713689851977
tvla_t_1;0.025931634555408697
tvla_t_2;0.033816261550498196
tvla_t_3;0.14965841806098543
tvla_rho;0.016254532941104127
dlla_open;0.7413515159785568
dlla_wegener;0.999582272210076
tvla_t_1;0.00465597451124298
tvla_t_2;0.04111951510090007
tvla_t_3;0.16451076621712551
tvla_rho;0.010794444092153022
dlla_open;0.4883877921054972
dlla_wegener;0.9013560036227404
tvla_t_1;0.003229179565091878
tvla_t_2;0.011112082389348804
tvla_t_3;0.15872933240433584
tvla_rho;0.03473972898078337
dlla_open;0.5991896529573979
dlla_wegener;0.5210163740972191
tvla_t_1;0.009010794451711853
tvla_t_2;0.02311147096561967
tvla_t_3;0.19025892456064653
tvla_rho;0.05331114725492325
dlla_open;0.7192520535308438
dlla_wegener;0.66400006449519
tvla_t_1;0.018619375916295103
tvla_t_2;0.028356548480150807
tvla_t_3;0.23306516968752422
tvla_rho;0.008614192294450929
dlla_open;0.8848281147703252
dlla_wegener;0.6649821138949806
tvla_t_1;0.05983366913010339
tvla_t_2;0.0032690956121311514
tvla_t_3;0.17243859395599107
tvla_rho;0.03575128146790574
dlla_open;0.33883662787525504
dlla_wegener;0.5
tvla_t_1;0.010930736077405686
tvla_t_2;0.015950163531939447
tvla_t_3;0.10927652985075369
tvla_rho;0.019857134650304697
dlla_open;0.5333291898237236
dlla_wegener;0.6062590493646369
tvla_t_1;0.047988417011584975
tvla_t_2;0.006911931274937816
tvla_t_3;0.22005361610667243
tvla_rho;0.030158581066291434
dlla_open;0.9286984922085099
dlla_wegener;0.2992076864775767
tvla_t_1;0.01616773648731792
tvla_t_2;0.02691025528700926
tvla_t_3;0.1510742066166652
tvla_rho;0.03660599288473465
dlla_open;0.2233206913476391
dlla_wegener;0.9570880112129809
tvla_t_1;0.004296980353457913
tvla_t_2;0.0640585303335361
tvla_t_3;0.16404597440635754
tvla_rho;0.000688046523876995
dlla_open;0.5830822464103667
dlla_wegener;0.2788363037170734
tvla_t_1;0.01079221917781943
tvla_t_2;0.015419558666751106
tvla_t_3;0.21143539768355402
tvla_rho;0.031222191093512874
dlla_open;0.7655027524917262
dlla_wegener;0.95190388240612
tvla_t_1;0.019162085296535705
tvla_t_2;0.02815240504982145
tvla_t_3;0.1801107718740873
tvla_rho;0.019706645106377207
dlla_open;0.6930621345811833
dlla_wegener;0.8112727111698619
tvla_t_1;0.024393623264087696
tvla_t_2;0.010216814385112466
tvla_t_3;0.18401571810652043
tvla_rho;0.02335207290624508
dlla_open;0.253299683594234
dlla_wegener;0.8296190761429536
tvla_t_1;0.04941020052461974
tvla_t_2;0.010020043255628256
tvla_t_3;0.15725667333011373
tvla_rho;0.028455673435645146
dlla_open;0.23574143054396615
dlla_wegener;0.6435305112292817
tvla_t_1;0.005455024022452232
tvla_t_2;0.013914104244116035
tvla_t_3;0.12436144123327425
tvla_rho;0.005701407477941345
dlla_open;0.7641799006866916
dlla_wegener;0.9151524402305984
tvla_t_1;0.025459500108341113
tvla_t_2;0.019905677699479117
tvla_t_3;0.16808303407642353
tvla_rho;0.0067531902386268605
dlla_open;0.6504095922305725
dlla_wegener;0.41492805191695503
tvla_t_1;0.005003762287332053
tvla_t_2;0.07264515746026341
tvla_t_3;0.23109000664787518
tvla_rho;0.0056028052830456865
dlla_open;0.4351982021230254
dlla_wegener;0.09350943539379752
tvla_t_1;0.04482619035832275
tvla_t_2;0.014291275578661774
tvla_t_3;0.14436173194135002
tvla_rho;0.046214002115484654
dlla_open;0.9930748570748135
dlla_wegener;0.6855037194949124
tvla_t_1;0.022431376081398773
tvla_t_2;0.025505935347339158
tvla_t_3;0.15017725125214
tvla_rho;0.015459112314020196
dlla_open;0.5330016163297411
dlla_wegener;0.0715586491291007
tvla_t_1;0.01027637573746341
tvla_t_2;0.042309969629033724
tvla_t_3;0.16193106273103014
tvla_rho;0.05269755592587688
dlla_open;0.6544527096973616
dlla_wegener;0.08911434246412692
tvla_t_1;0.019237494787131267
tvla_t_2;0.023328193009456086
tvla_t_3;0.1684749947645343
tvla_rho;0.011290255091129797
dlla_open;0.7617673000322338
dlla_wegener;0.06934287481069056
tvla_t_1;0.01281263585143251
tvla_t_2;0.021555266631436993
tvla_t_3;0.06805476010176177
tvla_rho;0.02276836647626701
dlla_open;0.11038756808676406
dlla_wegener;0.18345770688156188
tvla_t_1;0.023523330223104152
tvla_t_2;0.02317111562828094
tvla_t_3;0.08905982343776779
tvla_rho;0.006458053303608047
dlla_open;0.411316452686841
dlla_wegener;0.1601540403090272
tvla_t_1;0.044829120550939516
tvla_t_2;0.02229023669465905
tvla_t_3;0.14904108703605912
tvla_rho;0.015121282294014549
dlla_open;0.9105878322361007
dlla_wegener;0.2628240946156215
tvla_t_1;0.008738167276890415
tvla_t_2;0.009273739445963405
tvla_t_3;0.17948808239701133
tvla_rho;0.00634886819618119
dlla_open;0.27551425093427223
dlla_wegener;0.5416870320940013
tvla_t_1;0.027392626631841655
tvla_t_2;0.004732694640764776
tvla_t_3;0.1392026843288392
tvla_rho;0.027159697920060344
dlla_open;0.3301712641334281
dlla_wegener;0.3180960670872971
tvla_t_1;0.0308385226102888
tvla_t_2;0.03271849051291203
tvla_t_3;0.16958760395709516
tvla_rho;0.022005638402279315
dlla_open;0.3240394172741069
dlla_wegener;0.5209006868141918
tvla_t_1;0.03385893492314618
tvla_t_2;0.0593021957615593
tvla_t_3;0.13032964602381727
tvla_rho;0.022200959353754213
dlla_open;0.7395616371663192
dlla_wegener;0.604209520719871
tvla_t_1;0.015170621918346904
tvla_t_2;0.02600385340261679
tvla_t_3;0.12277975921331223
tvla_rho;0.0311602479498847
dlla_open;0.42375462316279033
dlla_wegener;0.9130804542713657
tvla_t_1;0.022777283700481564
tvla_t_2;0.07395873171910557
tvla_t_3;0.20864805656835714
tvla_rho;0.03854659956197559
dlla_open;0.7656252326406545
dlla_wegener;0.5208293451232975
tvla_t_1;0.012129623475620745
tvla_t_2;0.03800125827412268
tvla_t_3;0.13557437502544287
tvla_rho;0.04250769784801656
dlla_open;0.5503860711834583
dlla_wegener;0.7019436671383381
tvla_t_1;0.016792432764051946
tvla_t_2;0.010817571203146225
tvla_t_3;0.17874617008660587
tvla_rho;0.026774216964722486
dlla_open;0.3712410219876261
dlla_wegener;0.14269662186369914
tvla_t_1;0.02696345777606775
tvla_t_2;0.022944616942499073
tvla_t_3;0.17997400992954074
tvla_rho;0.02472970172683664
dlla_open;0.3157188601211959
dlla_wegener;0.6046387199097054
tvla_t_1;0.005276613895505839
tvla_t_2;0.03277082889647151
tvla_t_3;0.15384901244436028
tvla_rho;0.018847759240737227
dlla_open;0.5502517762323154
dlla_wegener;0.21183479613421452
tvla_t_1;0.0333538916344104
tvla_t_2;0.03036631192861675
tvla_t_3;0.09581097550405514
tvla_rho;0.04732352348653612
dlla_open;0.1554076081171138
dlla_wegener;0.784763497108395
tvla_t_1;0.023004634182585502
tvla_t_2;0.03540401069993986
tvla_t_3;0.13150864309163468
tvla_rho;0.038525752068326424
dlla_open;0.007578638430103217
dlla_wegener;0.6802940735983125
tvla_t_1;0.007424061631831255
tvla_t_2;0.02862027318971844
tvla_t_3;0.20939091584475175
tvla_rho;0.015978952764809762
dlla_open;0.635849618949774
dlla_wegener;0.7532285941404803
tvla_t_1;0.03615442970109269
tvla_t_2;0.06143950017090175
tvla_t_3;0.1755548075997765
tvla_rho;0.026352628353468743
dlla_open;0.294273345416806
dlla_wegener;0.6873854313694927
tvla_t_1;0.020449907211299457
tvla_t_2;0.0538620984789158
tvla_t_3;0.17312700931617456
tvla_rho;0.03532157752753107
dlla_open;0.76129417677917
dlla_wegener;0.24677140585951973
tvla_t_1;0.022139692902086245
tvla_t_2;0.022452285563439957
tvla_t_3;0.21082735748976164
tvla_rho;0.04658868641829961
dlla_open;0.8657599723305429
dlla_wegener;0.19821945762856036
tvla_t_1;0.025496492615447643
tvla_t_2;0.03358670772207712
tvla_t_3;0.17634117706588262
tvla_rho;0.012127403567162132
dlla_open;0.17714076845405072
dlla_wegener;0.7207452123602192
tvla_t_1;0.02940108488463058
tvla_t_2;0.03622667105086838
tvla_t_3;0.19861922502523086
tvla_rho;0.008958125241174564
dlla_open;0.5321985927330505
dlla_wegener;0.6430591857690297
tvla_t_1;0.026694635171578874
tvla_t_2;0.02960172758009067
tvla_t_3;0.11712698725121598
tvla_rho;0.019328659022791683
dlla_open;0.9668041557408567
dlla_wegener;0.6804076520289545
tvla_t_1;0.018228900101244182
tvla_t_2;0.011513268934610901
tvla_t_3;0.12964947996898146
tvla_rho;0.023085110654396335
dlla_open;0.069329647554184
dlla_wegener;0.6044234589359381
tvla_t_1;0.01992780961225006
tvla_t_2;0.005495167009583123
tvla_t_3;0.1884880465107318
tvla_rho;0.016428425089769494
dlla_open;0.4335435449200036
dlla_wegener;0.193296071739382
tvla_t_1;0.04005894014309464
tvla_t_2;0.012376941350652959
tvla_t_3;0.11212661473629464
tvla_rho;0.01705830062853675
dlla_open;0.2170358357417368
dlla_wegener;0.699910256429723
tvla_t_1;0.025771042625621892
tvla_t_2;0.02024403510932934
tvla_t_3;0.1897000823573848
tvla_rho;0.035803928477481595
dlla_open;0.6255771385259313
dlla_wegener;0.1435528045329384
tvla_t_1;0.03170478448403784
tvla_t_2;0.011852671351964553
tvla_t_3;0.1132380967723049
tvla_rho;0.024153598912162844
dlla_open;0.1011265438906728
dlla_wegener;0.9256646379800342
tvla_t_1;0.010493025343696801
tvla_t_2;0.019488386079620598
tvla_t_3;0.08292296027653354
tvla_rho;0.0347846843703441
dlla_open;0.858915093998576
dlla_wegener;0.2800847180844478
tvla_t_1;0.028321400801330995
tvla_t_2;0.02447819717834177
tvla_t_3;0.18711291064095037
tvla_rho;0.009062087644259087
dlla_open;0.5041704860502239
dlla_wegener;0.3539412720146743
tvla_t_1;0.00959321775514064
tvla_t_2;0.015720073839311212
tvla_t_3;0.21067324469579193
tvla_rho;0.0036342479222515323
dlla_open;0.6150047018594791
dlla_wegener;0.3170381518623297
tvla_t_1;0.015328153277029233
tvla_t_2;0.055106877556826424
tvla_t_3;0.12715053212153388
tvla_rho;0.022764006048441532
dlla_open;0.7530384372535787
dlla_wegener;0.7204675316956246
tvla_t_1;0.006696337493995757
tvla_t_2;0.024876290817852077
tvla_t_3;0.13870226669036537
tvla_rho;0.003600458772669235
dlla_open;0.3543662423868066
dlla_wegener;0.6816713167818061
tvla_t_1;0.026070834877699525
tvla_t_2;0.01878099724899014
tvla_t_3;0.0629751802391574
tvla_rho;0.024923281957848875
dlla_open;0.3571335865654538
dlla_wegener;0.43630003049486443
tvla_t_1;0.029587652803195717
tvla_t_2;0.027946937021919867
tvla_t_3;0.12772084137029216
tvla_rho;0.03142328092069757
dlla_open;0.8545798066879029
dlla_wegener;0.5632094690187776
tvla_t_1;0.036424643625624434
tvla_t_2;0.021844135499270785
tvla_t_3;0.20059803049173386
tvla_rho;0.06328361541782224
dlla_open;0.18478474322149477
dlla_wegener;0.43679053098122245
tvla_t_1;0.06239120098308391
tvla_t_2;0.01807385924797789
tvla_t_3;0.1896765178613086
tvla_rho;0.0679452116405197
dlla_open;0.23204168933640357
dlla_wegener;0.41639996733505075
tvla_t_1;0.05381826801012403
tvla_t_2;0.016549659797326362
tvla_t_3;0.21745511824611907
tvla_rho;0.04813081395736307
dlla_open;0.6161527152917003
dlla_wegener;0.9280729417187968
tvla_t_1;0.016707854457008522
tvla_t_2;0.038569891206522225
tvla_t_3;0.18236340814953927
tvla_rho;0.008693999596291357
dlla_open;0.9855374656438477
dlla_wegener;0.03457974597048684
tvla_t_1;0.033583369272264504
tvla_t_2;0.03800430544222923
tvla_t_3;0.19009850864301747
tvla_rho;0.025502681054782705
dlla_open;0.8330651886619866
dlla_wegener;0.39586150040960355
tvla_t_1;0.07796869184645067
tvla_t_2;0.04116869071907523
tvla_t_3;0.23616101225606811
tvla_rho;0.04129240053493288
dlla_open;0.7973511988552464
dlla_wegener;0.03627093856813181
tvla_t_1;0.040207547422858494
tvla_t_2;0.035772158315836855
tvla_t_3;0.22581693903593436
tvla_rho;0.007819630833718616
dlla_open;0.42836145370906187
dlla_wegener;0.1975540342952461
tvla_t_1;0.022079504795308295
tvla_t_2;0.019488280505024207
tvla_t_3;0.19165348771631535
tvla_rho;0.018216246141692594
dlla_open;0.2506496781789445
dlla_wegener;0.17222573931122254
tvla_t_1;0.04690820250174759
tvla_t_2;0.027764314481909386
tvla_t_3;0.09764873735754573
tvla_rho;0.035928921252516455
dlla_open;0.984335299177883
dlla_wegener;0.47895440267208883
tvla_t_1;0.037779373220353483
tvla_t_2;0.0789755965239213
tvla_t_3;0.220683353708015
tvla_rho;0.03847142014238614
dlla_open;0.5750239620782018
dlla_wegener;0.8658091863536197
tvla_t_1;0.02534189533420752
tvla_t_2;0.018207208357201698
tvla_t_3;0.1568834715270223
tvla_rho;0.034094869000223404
dlla_open;0.5933988287860439
dlla_wegener;0.22793245702533277
tvla_t_1;0.006847935028923733
tvla_t_2;0.023917808477555865
tvla_t_3;0.215246747256374
tvla_rho;0.015946538385129383
dlla_open;0.7791350003468889
dlla_wegener;0.6054395503715823
tvla_t_1;0.06062449481954833
tvla_t_2;0.014823800050731747
tvla_t_3;0.15584177609014266
tvla_rho;0.014575534039513949
dlla_open;0.6886404402518223
dlla_wegener;0.892693264031168
tvla_t_1;0.018399355152131272
tvla_t_2;0.038866419886574945
tvla_t_3;0.14350302574955107
tvla_rho;0.060434019046767595
dlla_open;0.7996510601337008
dlla_wegener;0.15831964959801542
tvla_t_1;0.030232533731563076
tvla_t_2;0.03506510854252178
tvla_t_3;0.1903578023140678
tvla_rho;0.02480300264198676
dlla_open;0.37979994566204256
dlla_wegener;0.24372089499905752
tvla_t_1;0.023698965623660542
tvla_t_2;0.021777229309252737
tvla_t_3;0.0893665230285505
tvla_rho;0.009058446508062312
dlla_open;0.7587679481176914
dlla_wegener;0.5635650653154238
tvla_t_1;0.03939685434518617
tvla_t_2;0.04524439331907635
tvla_t_3;0.15392335487919104
tvla_rho;0.012306073855925526
dlla_open;0.6603490886400902
dlla_wegener;0.6033667285134972
tvla_t_1;0.02263806050875759
tvla_t_2;0.04689660726475701
tvla_t_3;0.19082778884332696
tvla_rho;0.03662219751533713
dlla_open;0.06439257395000175
dlla_wegener;0.2444937271934874
tvla_t_1;0.03381956991100873
tvla_t_2;0.03442786137403286
tvla_t_3;0.14336947660774646
tvla_rho;0.019815469000987962
dlla_open;0.8149436871459073
dlla_wegener;0.542750538110586
tvla_t_1;0.0030154493361119247
tvla_t_2;0.014618539866305688
tvla_t_3;0.22284592463541494
tvla_rho;0.0020162377293666545
dlla_open;0.44101698036023274
dlla_wegener;0.8335741728608765
tvla_t_1;0.04912441641396333
tvla_t_2;0.02287341228273919
tvla_t_3;0.17057349840513247
tvla_rho;0.022283590489367677
dlla_open;0.6961599214497158
dlla_wegener;0.37447338257529605
tvla_t_1;0.021698660549106612
tvla_t_2;0.00953779224892008
tvla_t_3;0.1604001805735204
tvla_rho;0.048918629289930404
dlla_open;0.353543400299435
dlla_wegener;0.15831964959801542
tvla_t_1;0.035462583587693886
tvla_t_2;0.01599701994742149
tvla_t_3;0.1848188907121261
tvla_rho;0.010556520731083818
dlla_open;0.5218290437882718
dlla_wegener;0.8165422931184381
tvla_t_1;0.016461041736263237
tvla_t_2;0.04647397552708504
tvla_t_3;0.17082801576568074
tvla_rho;0.050200320029501144
dlla_open;0.5368811263190991
dlla_wegener;0.6031592055381243
tvla_t_1;0.02236697660664801
tvla_t_2;0.009915946037052571
tvla_t_3;0.10208957699351531
tvla_rho;0.03239669255025057
dlla_open;0.040343962005423666
dlla_wegener;0.08365338899495672
tvla_t_1;0.02316920818639576
tvla_t_2;0.0319263780465495
tvla_t_3;0.20529086773803823
tvla_rho;0.020418788136871813
dlla_open;0.05079265067911258
dlla_wegener;0.5845925071727298
tvla_t_1;0.051736625045973296
tvla_t_2;0.030164056607597974
tvla_t_3;0.15939311282779234
tvla_rho;0.017684133938629776
dlla_open;0.3843007228085341
dlla_wegener;0.7014295241385349
tvla_t_1;0.03294805158860307
tvla_t_2;0.04913069857936997
tvla_t_3;0.1931444529366281
tvla_rho;0.031854794825927346
dlla_open;0.10697995858111788
dlla_wegener;0.11621932829404485
tvla_t_1;0.01910738013493545
tvla_t_2;0.04191303958156109
tvla_t_3;0.2360971734307258
tvla_rho;0.013288822272859324
dlla_open;0.7021550554669911
dlla_wegener;0.7551990689192523
tvla_t_1;0.02737607723277333
tvla_t_2;0.019876470223004983
tvla_t_3;0.1292019948235425
tvla_rho;0.016613858034495887
dlla_open;0.9552377688997107
dlla_wegener;0.5
tvla_t_1;0.013157696846337576
tvla_t_2;0.03688030104501327
tvla_t_3;0.14238259535292452
tvla_rho;0.031141285642835248
dlla_open;0.6779882123866936
dlla_wegener;0.08603433001973715
tvla_t_1;0.04387047233596811
tvla_t_2;0.012063140317845417
tvla_t_3;0.13624829790367876
tvla_rho;0.01580653356589856
dlla_open;0.8555250534820233
dlla_wegener;0.8681561071616178
tvla_t_1;0.03121776899381308
tvla_t_2;0.02356158963884804
tvla_t_3;0.1549058780270646
tvla_rho;0.019583941144177164
dlla_open;0.5817839811512984
dlla_wegener;0.5425676271322254
tvla_t_1;0.023138508037734443
tvla_t_2;0.0056112310357135054
tvla_t_3;0.15311215448223808
tvla_rho;0.01839692554821082
dlla_open;0.18019913653500486
dlla_wegener;0.395648000105735
tvla_t_1;0.0428559200472519
tvla_t_2;0.03281884992993414
tvla_t_3;0.13652692154535057
tvla_rho;0.018986134577313463
dlla_open;0.036107873376326316
dlla_wegener;0.39663327148650285
tvla_t_1;0.03744750342309174
tvla_t_2;0.06055055684475107
tvla_t_3;0.18011287683441676
tvla_rho;0.07318145582463464
dlla_open;0.4457482269403066
dlla_wegener;0.5210602547317275
tvla_t_1;0.04205329800830385
tvla_t_2;0.018363643297059768
tvla_t_3;0.17394152612558972
tvla_rho;0.002601341806031776
dlla_open;0.10307399057054958
dlla_wegener;0.5
tvla_t_1;0.007548659918223135
tvla_t_2;0.02011543508830605
tvla_t_3;0.08756419990781582
tvla_rho;0.03722785665855555
dlla_open;0.6010276395554259
dlla_wegener;0.5826416874386505
tvla_t_1;0.023261839099962038
tvla_t_2;0.029933107251312725
tvla_t_3;0.2192451515523062
tvla_rho;0.032400738976067656
dlla_open;0.7585470130001457
dlla_wegener;0.9755413224192302
tvla_t_1;0.020624804458699044
tvla_t_2;0.02593821704926329
tvla_t_3;0.08688492929018404
tvla_rho;0.05655556082025681
dlla_open;0.020520749818543484
dlla_wegener;0.23305867496875116
tvla_t_1;0.012463254213662288
tvla_t_2;0.028693583381791836
tvla_t_3;0.17192074026751666
tvla_rho;0.004183208266641536
dlla_open;0.4542953425316725
dlla_wegener;0.061353025545723965
tvla_t_1;0.03193065931665123
tvla_t_2;0.03581493478089876
tvla_t_3;0.18568848544493957
tvla_rho;0.04651518533455934
dlla_open;0.7950785643613354
dlla_wegener;0.07650333324819984
tvla_t_1;0.015817771147497175
tvla_t_2;0.029153895283978774
tvla_t_3;0.2394150302812571
tvla_rho;0.043352788415301324
dlla_open;0.17352467031514152
dlla_wegener;0.3546350494371556
tvla_t_1;0.028085436567820272
tvla_t_2;0.00982658083477764
tvla_t_3;0.10630093498192122
tvla_rho;0.011904690375277527
dlla_open;0.012661104584237663
dlla_wegener;0.6489365125090447
tvla_t_1;0.031771078240091226
tvla_t_2;0.04721601579842271
tvla_t_3;0.22489279931302747
tvla_rho;0.030357409573381178
dlla_open;0.35035079797341595
dlla_wegener;0.2754010062914416
tvla_t_1;0.019483571215837076
tvla_t_2;0.032400738021279525
tvla_t_3;0.06553522165681211
tvla_rho;0.009515716451823364
dlla_open;0.02496833116384059
dlla_wegener;0.5
tvla_t_1;0.012117169759534153
tvla_t_2;0.04537480217372194
tvla_t_3;0.16437400796379284
tvla_rho;0.034960265987211914
dlla_open;0.35004261960298244
dlla_wegener;0.102320536903793
tvla_t_1;0.03379361122503353
tvla_t_2;0.03704808463601401
tvla_t_3;0.10897292338711273
tvla_rho;0.02400006062968174
dlla_open;0.9650850369744031
dlla_wegener;0.3746455732372047
tvla_t_1;0.032858845080159634
tvla_t_2;0.007235686279648127
tvla_t_3;0.25142309215017605
tvla_rho;0.03815636299020708
dlla_open;0.42541148656939143
dlla_wegener;0.5426587885210257
tvla_t_1;0.03300209149994804
tvla_t_2;0.011060736915282223
tvla_t_3;0.14729723401472308
tvla_rho;0.016958711130797388
dlla_open;0.5292396314417496
dlla_wegener;0.5834855531402393
tvla_t_1;0.04581025903657285
tvla_t_2;0.018852673010357493
tvla_t_3;0.24426601902004613
tvla_rho;0.023719829584868846
dlla_open;0.977117670753673
dlla_wegener;0.39586150040960355
tvla_t_1;0.023556420567786326
tvla_t_2;0.020421831873841712
tvla_t_3;0.2500411530058208
tvla_rho;0.03499851469415116
dlla_open;0.5079387578688517
dlla_wegener;0.02081642334453954
tvla_t_1;0.026017218323709495
tvla_t_2;0.00960280711350415
tvla_t_3;0.14436948587464674
tvla_rho;0.011837320425163611
dlla_open;0.026878755375249877
dlla_wegener;0.993565880570174
tvla_t_1;0.006210362343562753
tvla_t_2;0.012669842172575808
tvla_t_3;0.25868307464160434
tvla_rho;0.010586612580914201
dlla_open;0.027204799232166635
dlla_wegener;0.5427198891682505
tvla_t_1;0.030097285567543673
tvla_t_2;0.00615969403307462
tvla_t_3;0.10194054583477875
tvla_rho;0.043871480062501966
dlla_open;0.4699874708114752
dlla_wegener;0.6436253360982738
tvla_t_1;0.012892616592127565
tvla_t_2;0.022037973034270467
tvla_t_3;0.2146258125044769
tvla_rho;0.0059897036948466376
dlla_open;0.8893750729751629
dlla_wegener;0.06293890638631588
tvla_t_1;0.03479842571745289
tvla_t_2;0.019868896016964323
tvla_t_3;0.13599489609794918
tvla_rho;0.037487167694413515
dlla_open;0.8562892128513597
dlla_wegener;0.07549429522626827
tvla_t_1;0.039038522618116654
tvla_t_2;0.03411778743949038
tvla_t_3;0.14960264382476016
tvla_rho;0.05776713129148359
dlla_open;0.6095038953594707
dlla_wegener;0.7047087810733461
tvla_t_1;0.03824671423804768
tvla_t_2;0.03665259405426653
tvla_t_3;0.14482653420394945
tvla_rho;0.038209518454105584
dlla_open;0.047876566878776367
dlla_wegener;0.7015576930448969
tvla_t_1;0.06636378014134217
tvla_t_2;0.032775494671093926
tvla_t_3;0.19629922392267724
tvla_rho;0.03513417149131359
dlla_open;0.2725247280001882
dlla_wegener;0.7011739153951646
tvla_t_1;0.009968812066102173
tvla_t_2;0.02916312366783965
tvla_t_3;0.15863192301523826
tvla_rho;0.018174047093244106
dlla_open;0.6692852174508944
dlla_wegener;0.4785475657329475
tvla_t_1;0.04290426096141447
tvla_t_2;0.03380448388833075
tvla_t_3;0.12492647998871113
tvla_rho;0.016031922576341007
dlla_open;0.528654544148023
dlla_wegener;0.7019436671383381
tvla_t_1;0.011991770503613898
tvla_t_2;0.036835462239207355
tvla_t_3;0.1456161133456141
tvla_rho;0.03317927743062499
dlla_open;0.3800512535482494
dlla_wegener;0.683557593541123
tvla_t_1;0.03674873954025366
tvla_t_2;0.02491053993808152
tvla_t_3;0.14696620860577242
tvla_rho;0.022227184243276854
dlla_open;0.0027153912200984097
dlla_wegener;0.008734977822558465
tvla_t_1;0.04823633364684156
tvla_t_2;0.015106177872310746
tvla_t_3;0.11903094446643933
tvla_rho;0.04767982997266684
dlla_open;0.9667052126726082
dlla_wegener;0.007591117730710206
tvla_t_1;0.01880840384272285
tvla_t_2;0.044731096258041426
tvla_t_3;0.176648383582756
tvla_rho;0.02808474745190992
dlla_open;0.5261718240626848
dlla_wegener;0.14575260984300842
tvla_t_1;0.00348890858863394
tvla_t_2;0.05066149599845622
tvla_t_3;0.17768983470216648
tvla_rho;0.024645339959568524
dlla_open;0.3255568614838914
dlla_wegener;0.07233619426498358
tvla_t_1;0.04805731813324965
tvla_t_2;0.016611831193769036
tvla_t_3;0.19605021132916264
tvla_rho;0.02653169221256646
dlla_open;0.8391584542485085
dlla_wegener;0.2988260846048354
tvla_t_1;0.03495654841952303
tvla_t_2;0.028905187118399324
tvla_t_3;0.18959598041746997
tvla_rho;0.04942100507307523
dlla_open;0.7468908086828154
