method;pollution;param;kr;sr
sca_hw;gauss;0.30000000000000004;1.38;0.9
sca_hw;gauss;0.4;1.84;0.8
sca_hw;gauss;0.5;4.38;0.7
sca_hw;gauss;0.6000000000000001;2.43;0.79
sca_hw;gauss;0.7000000000000001;3.7;0.63
sca_hw;gauss;0.8;1.73;0.76
sca_hw;gauss;0.9;2.31;0.76
sca_hw;gauss;1.0;4.92;0.59
sca_hw;gauss;1.1;2.41;0.76
sca_hw;gauss;1.2000000000000002;4.04;0.52
sca_hw;gauss;1.3;2.2;0.68
sca_hw;gauss;1.4000000000000001;5.55;0.54
sca_hw;gauss;1.5;1.97;0.74
sca_hw;gauss;1.6;4.32;0.55
sca_hw;gauss;1.7000000000000002;7.83;0.47
sca_hw;gauss;1.8;5.71;0.46
sca_hw;gauss;1.9000000000000001;3.41;0.53
sca_hw;gauss;2.0;5.26;0.45
sca_hw;gauss;2.1;5.72;0.49
sca_hw;gauss;2.2;16.01;0.23
sca_hw;gauss;2.3000000000000003;11.01;0.44
sca_hw;gauss;2.4000000000000004;8.65;0.48
sca_hw;gauss;2.5;12.5;0.34
sca_hw;gauss;2.6;17.25;0.3
sca_hw;gauss;2.7;7.22;0.51
sca_hw;gauss;2.8000000000000003;16.03;0.19
sca_hw;gauss;2.9000000000000004;14.22;0.33
sca_hw;gauss;3.0;25.34;0.21
sca_hw;gauss;3.1;18.05;0.32
sca_hw;gauss;3.2;37.58;0.12
sca_hw;gauss;3.3000000000000003;28.92;0.12
sca_hw;gauss;3.4000000000000004;21.14;0.22
sca_hw;gauss;3.5;37.44;0.05
sca_hw;gauss;3.6;28.31;0.19
sca_hw;gauss;3.7;36.24;0.1
sca_hw;gauss;3.8000000000000003;52.07;0.07
sca_hw;gauss;3.9000000000000004;32.69;0.11
sca_hw;gauss;4.0;45.9;0.1
sca_hw;gauss;4.1000000000000005;50.55;0.02
sca_hw;gauss;4.2;46.5;0.05
sca_hw;gauss;4.3;39.64;0.07
sca_hw;gauss;4.4;31.86;0.13
sca_hw;gauss;4.5;54.33;0.07
sca_hw;gauss;4.6000000000000005;43.79;0.07
sca_hw;gauss;4.7;51.68;0.06
sca_hw;gauss;4.800000000000001;54.83;0.09
sca_hw;gauss;4.9;45.5;0.11
sca_hw;gauss;5.0;70.64;0.01
sca_hw;desync;0.0;1.47;0.91
sca_hw;desync;0.05;1.33;0.9
sca_hw;desync;0.1;1.1;0.95
sca_hw;desync;0.15000000000000002;1.11;0.96
sca_hw;desync;0.2;1.05;0.95
sca_hw;desync;0.25;1.21;0.92
sca_hw;desync;0.30000000000000004;1.94;0.79
sca_hw;desync;0.35000000000000003;1.33;0.85
sca_hw;desync;0.4;2.93;0.58
sca_hw;desync;0.45;11.17;0.3
sca_hw;desync;0.5;11.78;0.43
sca_hw;desync;0.55;6.41;0.54
sca_hw;desync;0.6000000000000001;10.94;0.37
sca_hw;desync;0.65;10.41;0.38
sca_hw;desync;0.7000000000000001;59.58;0.06
sca_hw;desync;0.75;73.69;0.04
sca_hw;desync;0.8;92.61;0.01
sca_hw;desync;0.8500000000000001;110.9;0.0
sca_hw;desync;0.9;110.82;0.01
sca_hw;desync;0.9500000000000001;114.87;0.02
sca_hw;desync;1.0;120.38;0.0
sca_hw;desync;1.05;117.13;0.02
sca_hw;desync;1.1;112.28;0.03
sca_hw;desync;1.1500000000000001;130.05;0.01
sca_hw;desync;1.2000000000000002;123.64;0.02
sca_hw;desync;1.25;119.82;0.0
sca_hw;desync;1.3;127.22;0.01
sca_hw;desync;1.35;123.33;0.01
sca_hw;desync;1.4000000000000001;117.28;0.0
sca_hw;desync;1.4500000000000002;127.39;0.0
sca_hw;desync;1.5;126.32;0.01
sca_hw;desync;1.55;125.73;0.01
sca_hw;desync;1.6;125.9;0.0
sca_hw;desync;1.6500000000000001;126.38;0.0
sca_hw;desync;1.7000000000000002;102.78;0.0
sca_hw;desync;1.75;117.42;0.0
sca_hw;desync;1.8;116.94;0.01
sca_hw;desync;1.85;118.18;0.0
sca_hw;desync;1.9000000000000001;124.07;0.0
sca_hw;desync;1.9500000000000002;106.76;0.0
sca_hw;desync;2.0;108.29;0.0
sca_hw;gauss;0.0;1.15;0.93
sca_hw;gauss;0.1;1.68;0.92
sca_hw;gauss;0.2;1.83;0.82
sca_hw;gauss;0.30000000000000004;1.18;0.91
sca_hw;gauss;0.4;1.26;0.85
sca_hw;gauss;0.5;2.22;0.83
sca_hw;gauss;0.6000000000000001;3.61;0.68
sca_hw;gauss;0.7000000000000001;2.54;0.82
sca_hw;gauss;0.8;1.32;0.87
sca_hw;gauss;0.9;2.99;0.61
sca_hw;gauss;1.0;4.44;0.64
sca_hw;gauss;1.1;1.55;0.8
sca_hw;gauss;1.2000000000000002;1.53;0.76
sca_hw;gauss;1.3;3.98;0.69
sca_hw;gauss;1.4000000000000001;3.83;0.71
sca_hw;gauss;1.5;5.84;0.42
sca_hw;gauss;1.6;4.27;0.62
sca_hw;gauss;1.7000000000000002;3.12;0.62
sca_hw;gauss;1.8;4.69;0.65
sca_hw;gauss;1.9000000000000001;6.67;0.44
sca_hw;gauss;2.0;8.69;0.38
sca_hw;gauss;2.1;14.31;0.35
sca_hw;gauss;2.2;6.86;0.49
sca_hw;gauss;2.3000000000000003;11.96;0.3
sca_hw;gauss;2.4000000000000004;10.26;0.26
sca_hw;gauss;2.5;17.09;0.3
sca_hw;gauss;2.6;11.89;0.35
sca_hw;gauss;2.7;12.16;0.28
sca_hw;gauss;2.8000000000000003;9.8;0.35
sca_hw;gauss;2.9000000000000004;14.85;0.28
sca_hw;gauss;3.0;34.7;0.1
sca_hw;gauss;3.1;15.11;0.26
sca_hw;gauss;3.2;36.69;0.15
sca_hw;gauss;3.3000000000000003;21.82;0.16
sca_hw;gauss;3.4000000000000004;29.73;0.14
sca_hw;gauss;3.5;42.64;0.09
sca_hw;gauss;3.6;35.76;0.09
sca_hw;gauss;3.7;38.32;0.08
sca_hw;gauss;3.8000000000000003;32.65;0.13
sca_hw;gauss;3.9000000000000004;41.28;0.09
sca_hw;gauss;4.0;49.09;0.05
sca_hw;gauss;4.1000000000000005;68.1;0.07
sca_hw;gauss;4.2;58.62;0.05
sca_hw;gauss;4.3;34.93;0.12
sca_hw;gauss;4.4;40.41;0.07
sca_hw;gauss;4.5;53.8;0.03
sca_hw;gauss;4.6000000000000005;60.34;0.05
sca_hw;gauss;4.7;60.12;0.04
sca_hw;gauss;4.800000000000001;79.34;0.03
sca_hw;gauss;4.9;73.0;0.02
sca_hw;gauss;5.0;67.06;0.04
sca_hw;desync;0.0;1.32;0.92
sca_hw;desync;0.05;1.08;0.95
sca_hw;desync;0.1;1.23;0.9
sca_hw;desync;0.15000000000000002;1.09;0.93
sca_hw;desync;0.2;1.57;0.89
sca_hw;desync;0.25;2.15;0.78
sca_hw;desync;0.30000000000000004;3.21;0.75
sca_hw;desync;0.35000000000000003;4.07;0.55
sca_hw;desync;0.4;10.95;0.33
sca_hw;desync;0.45;6.07;0.36
sca_hw;desync;0.5;5.59;0.49
sca_hw;desync;0.55;26.26;0.12
sca_hw;desync;0.6000000000000001;90.84;0.02
sca_hw;desync;0.65;32.45;0.2
sca_hw;desync;0.7000000000000001;110.67;0.0
sca_hw;desync;0.75;123.82;0.0
sca_hw;desync;0.8;96.09;0.0
sca_hw;desync;0.8500000000000001;130.31;0.0
sca_hw;desync;0.9;121.48;0.0
sca_hw;desync;0.9500000000000001;111.13;0.0
sca_hw;desync;1.0;120.38;0.01
sca_hw;desync;1.05;75.16;0.02
sca_hw;desync;1.1;127.26;0.01
sca_hw;desync;1.1500000000000001;113.92;0.0
sca_hw;desync;1.2000000000000002;108.08;0.0
sca_hw;desync;1.25;110.06;0.0
sca_hw;desync;1.3;123.65;0.0
sca_hw;desync;1.35;126.42;0.0
sca_hw;desync;1.4000000000000001;111.12;0.01
sca_hw;desync;1.4500000000000002;113.46;0.0
sca_hw;desync;1.5;122.4;0.0
sca_hw;desync;1.55;114.29;0.01
sca_hw;desync;1.6;104.86;0.0
sca_hw;desync;1.6500000000000001;122.41;0.0
sca_hw;desync;1.7000000000000002;125.8;0.0
sca_hw;desync;1.75;114.97;0.0
sca_hw;desync;1.8;121.09;0.0
sca_hw;desync;1.85;127.37;0.0
sca_hw;desync;1.9000000000000001;121.03;0.01
sca_hw;desync;1.9500000000000002;107.98;0.01
sca_hw;desync;2.0;122.51;0.0
sca_hw;gauss;0.0;1.62;0.79
sca_hw;gauss;0.1;1.91;0.86
sca_hw;gauss;0.2;1.1;0.95
sca_hw;gauss;0.30000000000000004;1.74;0.86
sca_hw;gauss;0.4;3.77;0.64
sca_hw;gauss;0.5;1.23;0.9
sca_hw;gauss;0.6000000000000001;1.34;0.86
sca_hw;gauss;0.7000000000000001;2.3;0.76
sca_hw;gauss;0.8;2.67;0.64
sca_hw;gauss;0.9;3.33;0.61
sca_hw;gauss;1.0;2.38;0.7
sca_hw;gauss;1.1;3.04;0.66
sca_hw;gauss;1.2000000000000002;4.03;0.58
sca_hw;gauss;1.3;5.11;0.57
sca_hw;gauss;1.4000000000000001;4.1;0.56
sca_hw;gauss;1.5;5.36;0.56
sca_hw;gauss;1.6;3.93;0.52
sca_hw;gauss;1.7000000000000002;5.43;0.56
sca_hw;gauss;1.8;5.79;0.58
sca_hw;gauss;1.9000000000000001;10.4;0.4
sca_hw;gauss;2.0;8.6;0.43
sca_hw;gauss;2.1;8.83;0.42
sca_hw;gauss;2.2;18.06;0.28
sca_hw;gauss;2.3000000000000003;8.71;0.42
sca_hw;gauss;2.4000000000000004;12.5;0.34
sca_hw;gauss;2.5;16.15;0.31
sca_hw;gauss;2.6;11.42;0.34
sca_hw;gauss;2.7;19.25;0.31
sca_hw;gauss;2.8000000000000003;17.3;0.13
sca_hw;gauss;2.9000000000000004;22.92;0.24
sca_hw;gauss;3.0;18.23;0.27
sca_hw;gauss;3.1;28.86;0.17
sca_hw;gauss;3.2;24.96;0.15
sca_hw;gauss;3.3000000000000003;25.85;0.19
sca_hw;gauss;3.4000000000000004;23.46;0.14
sca_hw;gauss;3.5;37.39;0.12
sca_hw;gauss;3.6;25.78;0.15
sca_hw;gauss;3.7;37.65;0.1
sca_hw;gauss;3.8000000000000003;50.9;0.06
sca_hw;gauss;3.9000000000000004;38.24;0.09
sca_hw;gauss;4.0;52.86;0.07
sca_hw;gauss;4.1000000000000005;37.97;0.14
sca_hw;gauss;4.2;38.83;0.06
sca_hw;gauss;4.3;37.71;0.06
sca_hw;gauss;4.4;52.49;0.07
sca_hw;gauss;4.5;51.12;0.06
sca_hw;gauss;4.6000000000000005;35.41;0.13
sca_hw;gauss;4.7;38.96;0.09
sca_hw;gauss;4.800000000000001;64.95;0.03
sca_hw;gauss;4.9;56.54;0.03
sca_hw;gauss;5.0;65.59;0.01
sca_hw;desync;0.0;1.14;0.93
sca_hw;desync;0.05;1.41;0.9
sca_hw;desync;0.1;1.6;0.9
sca_hw;desync;0.15000000000000002;1.19;0.91
sca_hw;desync;0.2;1.3;0.87
sca_hw;desync;0.25;1.78;0.86
sca_hw;desync;0.30000000000000004;1.35;0.89
sca_hw;desync;0.35000000000000003;5.16;0.52
sca_hw;desync;0.4;2.66;0.68
sca_hw;desync;0.45;14.47;0.26
sca_hw;desync;0.5;35.35;0.14
sca_hw;desync;0.55;14.1;0.36
sca_hw;desync;0.6000000000000001;11.2;0.32
sca_hw;desync;0.65;9.76;0.36
sca_hw;desync;0.7000000000000001;95.43;0.02
sca_hw;desync;0.75;124.08;0.01
sca_hw;desync;0.8;105.71;0.02
sca_hw;desync;0.8500000000000001;129.13;0.0
sca_hw;desync;0.9;91.67;0.0
sca_hw;desync;0.9500000000000001;105.53;0.0
sca_hw;desync;1.0;117.21;0.0
sca_hw;desync;1.05;122.35;0.0
sca_hw;desync;1.1;116.97;0.0
sca_hw;desync;1.1500000000000001;120.19;0.0
sca_hw;desync;1.2000000000000002;123.93;0.01
sca_hw;desync;1.25;108.48;0.02
sca_hw;desync;1.3;118.28;0.0
sca_hw;desync;1.35;121.46;0.0
sca_hw;desync;1.4000000000000001;118.16;0.0
sca_hw;desync;1.4500000000000002;115.7;0.0
sca_hw;desync;1.5;122.62;0.0
sca_hw;desync;1.55;113.1;0.0
sca_hw;desync;1.6;126.81;0.01
sca_hw;desync;1.6500000000000001;124.18;0.01
sca_hw;desync;1.7000000000000002;121.83;0.01
sca_hw;desync;1.75;120.24;0.0
sca_hw;desync;1.8;106.82;0.01
sca_hw;desync;1.85;109.95;0.0
sca_hw;desync;1.9000000000000001;124.93;0.01
sca_hw;desync;1.9500000000000002;116.64;0.03
sca_hw;desync;2.0;124.27;0.01
sca_hw;gauss;0.0;1.14;0.94
sca_hw;gauss;0.1;6.28;0.51
sca_hw;gauss;0.2;1.55;0.85
sca_hw;gauss;0.30000000000000004;1.24;0.88
sca_hw;gauss;0.4;2.05;0.82
sca_hw;gauss;0.5;1.79;0.86
sca_hw;gauss;0.6000000000000001;1.58;0.8
sca_hw;gauss;0.7000000000000001;1.61;0.82
sca_hw;gauss;0.8;2.06;0.8
sca_hw;gauss;0.9;2.17;0.72
sca_hw;gauss;1.0;3.3;0.63
sca_hw;gauss;1.1;2.34;0.7
sca_hw;gauss;1.2000000000000002;4.42;0.58
sca_hw;gauss;1.3;2.34;0.72
sca_hw;gauss;1.4000000000000001;3.97;0.61
sca_hw;gauss;1.5;3.19;0.7
sca_hw;gauss;1.6;2.59;0.64
sca_hw;gauss;1.7000000000000002;4.74;0.52
sca_hw;gauss;1.8;3.01;0.58
sca_hw;gauss;1.9000000000000001;10.26;0.32
sca_hw;gauss;2.0;8.11;0.49
sca_hw;gauss;2.1;4.21;0.52
sca_hw;gauss;2.2;9.34;0.46
sca_hw;gauss;2.3000000000000003;7.44;0.39
sca_hw;gauss;2.4000000000000004;14.12;0.28
sca_hw;gauss;2.5;7.32;0.39
sca_hw;gauss;2.6;16.76;0.34
sca_hw;gauss;2.7;7.85;0.36
sca_hw;gauss;2.8000000000000003;18.2;0.24
sca_hw;gauss;2.9000000000000004;17.81;0.2
sca_hw;gauss;3.0;27.88;0.22
sca_hw;gauss;3.1;12.31;0.27
sca_hw;gauss;3.2;36.93;0.13
sca_hw;gauss;3.3000000000000003;26.61;0.17
sca_hw;gauss;3.4000000000000004;25.07;0.12
sca_hw;gauss;3.5;34.08;0.2
sca_hw;gauss;3.6;28.54;0.2
sca_hw;gauss;3.7;41.58;0.08
sca_hw;gauss;3.8000000000000003;24.89;0.23
sca_hw;gauss;3.9000000000000004;32.3;0.08
sca_hw;gauss;4.0;42.04;0.13
sca_hw;gauss;4.1000000000000005;35.58;0.08
sca_hw;gauss;4.2;44.59;0.13
sca_hw;gauss;4.3;44.13;0.06
sca_hw;gauss;4.4;43.84;0.08
sca_hw;gauss;4.5;53.51;0.03
sca_hw;gauss;4.6000000000000005;51.81;0.07
sca_hw;gauss;4.7;41.45;0.07
sca_hw;gauss;4.800000000000001;51.62;0.05
sca_hw;gauss;4.9;55.83;0.08
sca_hw;gauss;5.0;74.81;0.02
sca_hw;desync;0.0;1.12;0.93
sca_hw;desync;0.05;1.03;0.97
sca_hw;desync;0.1;1.28;0.88
sca_hw;desync;0.15000000000000002;1.18;0.88
sca_hw;desync;0.2;1.29;0.92
sca_hw;desync;0.25;1.5;0.81
sca_hw;desync;0.30000000000000004;4.85;0.52
sca_hw;desync;0.35000000000000003;1.96;0.76
sca_hw;desync;0.4;6.7;0.37
sca_hw;desync;0.45;5.16;0.55
sca_hw;desync;0.5;8.59;0.35
sca_hw;desync;0.55;19.19;0.25
sca_hw;desync;0.6000000000000001;24.44;0.14
sca_hw;desync;0.65;18.15;0.21
sca_hw;desync;0.7000000000000001;53.26;0.05
sca_hw;desync;0.75;115.97;0.01
sca_hw;desync;0.8;51.73;0.04
sca_hw;desync;0.8500000000000001;95.71;0.01
sca_hw;desync;0.9;51.0;0.1
sca_hw;desync;0.9500000000000001;127.62;0.0
sca_hw;desync;1.0;116.23;0.01
sca_hw;desync;1.05;116.47;0.0
sca_hw;desync;1.1;122.81;0.0
sca_hw;desync;1.1500000000000001;76.42;0.08
sca_hw;desync;1.2000000000000002;127.53;0.01
sca_hw;desync;1.25;118.36;0.0
sca_hw;desync;1.3;101.51;0.0
sca_hw;desync;1.35;113.39;0.01
sca_hw;desync;1.4000000000000001;114.13;0.02
sca_hw;desync;1.4500000000000002;106.53;0.0
sca_hw;desync;1.5;113.72;0.01
sca_hw;desync;1.55;104.3;0.0
sca_hw;desync;1.6;119.77;0.01
sca_hw;desync;1.6500000000000001;113.07;0.01
sca_hw;desync;1.7000000000000002;102.38;0.01
sca_hw;desync;1.75;116.66;0.01
sca_hw;desync;1.8;107.34;0.01
sca_hw;desync;1.85;117.21;0.01
sca_hw;desync;1.9000000000000001;119.24;0.02
sca_hw;desync;1.9500000000000002;124.84;0.0
sca_hw;desync;2.0;115.69;0.02
sca_hw;gauss;0.0;2.0;0.84
sca_hw;gauss;0.1;2.82;0.75
sca_hw;gauss;0.2;1.67;0.82
sca_hw;gauss;0.30000000000000004;2.14;0.86
sca_hw;gauss;0.4;1.04;0.96
sca_hw;gauss;0.5;1.16;0.93
sca_hw;gauss;0.6000000000000001;1.62;0.81
sca_hw;gauss;0.7000000000000001;1.9;0.82
sca_hw;gauss;0.8;1.17;0.91
sca_hw;gauss;0.9;2.85;0.6
sca_hw;gauss;1.0;3.38;0.74
sca_hw;gauss;1.1;2.54;0.66
sca_hw;gauss;1.2000000000000002;4.99;0.47
sca_hw;gauss;1.3;1.54;0.78
sca_hw;gauss;1.4000000000000001;3.3;0.58
sca_hw;gauss;1.5;4.85;0.57
sca_hw;gauss;1.6;4.32;0.67
sca_hw;gauss;1.7000000000000002;7.92;0.49
sca_hw;gauss;1.8;6.34;0.58
sca_hw;gauss;1.9000000000000001;5.2;0.53
sca_hw;gauss;2.0;6.23;0.48
sca_hw;gauss;2.1;8.69;0.42
sca_hw;gauss;2.2;12.76;0.36
sca_hw;gauss;2.3000000000000003;10.69;0.32
sca_hw;gauss;2.4000000000000004;7.76;0.42
sca_hw;gauss;2.5;23.63;0.27
sca_hw;gauss;2.6;10.57;0.28
sca_hw;gauss;2.7;10.72;0.29
sca_hw;gauss;2.8000000000000003;11.16;0.31
sca_hw;gauss;2.9000000000000004;31.91;0.19
sca_hw;gauss;3.0;28.74;0.26
sca_hw;gauss;3.1;21.3;0.17
sca_hw;gauss;3.2;32.08;0.14
sca_hw;gauss;3.3000000000000003;25.65;0.17
sca_hw;gauss;3.4000000000000004;19.99;0.22
sca_hw;gauss;3.5;50.62;0.07
sca_hw;gauss;3.6;32.31;0.15
sca_hw;gauss;3.7;41.98;0.09
sca_hw;gauss;3.8000000000000003;45.04;0.05
sca_hw;gauss;3.9000000000000004;34.67;0.12
sca_hw;gauss;4.0;36.32;0.08
sca_hw;gauss;4.1000000000000005;40.94;0.06
sca_hw;gauss;4.2;32.8;0.11
sca_hw;gauss;4.3;41.81;0.08
sca_hw;gauss;4.4;44.74;0.13
sca_hw;gauss;4.5;49.25;0.09
sca_hw;gauss;4.6000000000000005;41.93;0.08
sca_hw;gauss;4.7;51.92;0.03
sca_hw;gauss;4.800000000000001;62.22;0.05
sca_hw;gauss;4.9;57.45;0.05
sca_hw;gauss;5.0;64.52;0.03
sca_hw;desync;0.0;1.79;0.76
sca_hw;desync;0.05;1.29;0.88
sca_hw;desync;0.1;2.46;0.74
sca_hw;desync;0.15000000000000002;1.06;0.96
sca_hw;desync;0.2;1.74;0.86
sca_hw;desync;0.25;1.79;0.87
sca_hw;desync;0.30000000000000004;2.47;0.75
sca_hw;desync;0.35000000000000003;5.08;0.51
sca_hw;desync;0.4;7.78;0.44
sca_hw;desync;0.45;3.44;0.65
sca_hw;desync;0.5;6.89;0.44
sca_hw;desync;0.55;16.54;0.26
sca_hw;desync;0.6000000000000001;8.89;0.42
sca_hw;desync;0.65;20.49;0.18
sca_hw;desync;0.7000000000000001;57.2;0.06
sca_hw;desync;0.75;121.66;0.0
sca_hw;desync;0.8;38.93;0.08
sca_hw;desync;0.8500000000000001;68.19;0.03
sca_hw;desync;0.9;119.6;0.02
sca_hw;desync;0.9500000000000001;124.76;0.01
sca_hw;desync;1.0;124.35;0.0
sca_hw;desync;1.05;117.07;0.01
sca_hw;desync;1.1;115.76;0.0
sca_hw;desync;1.1500000000000001;113.62;0.02
sca_hw;desync;1.2000000000000002;109.99;0.0
sca_hw;desync;1.25;123.14;0.01
sca_hw;desync;1.3;114.37;0.02
sca_hw;desync;1.35;111.44;0.0
sca_hw;desync;1.4000000000000001;112.19;0.0
sca_hw;desync;1.4500000000000002;133.36;0.0
sca_hw;desync;1.5;121.94;0.0
sca_hw;desync;1.55;120.06;0.0
sca_hw;desync;1.6;114.11;0.0
sca_hw;desync;1.6500000000000001;122.48;0.02
sca_hw;desync;1.7000000000000002;113.12;0.0
sca_hw;desync;1.75;121.16;0.02
sca_hw;desync;1.8;123.08;0.02
sca_hw;desync;1.85;118.63;0.0
sca_hw;desync;1.9000000000000001;120.97;0.0
sca_hw;desync;1.9500000000000002;106.93;0.01
sca_hw;desync;2.0;107.65;0.0
sca_hw;gauss;0.0;1.25;0.92
sca_hw;gauss;0.1;2.82;0.67
sca_hw;gauss;0.2;1.72;0.75
sca_hw;gauss;0.30000000000000004;1.3;0.92
sca_hw;gauss;0.4;1.44;0.91
sca_hw;gauss;0.5;2.15;0.83
sca_hw;gauss;0.6000000000000001;1.04;0.96
sca_hw;gauss;0.7000000000000001;1.12;0.92
sca_hw;gauss;0.8;1.15;0.92
sca_hw;gauss;0.9;1.41;0.85
sca_hw;gauss;1.0;2.73;0.7
sca_hw;gauss;1.1;3.15;0.65
sca_hw;gauss;1.2000000000000002;1.49;0.84
sca_hw;gauss;1.3;5.1;0.47
sca_hw;gauss;1.4000000000000001;4.86;0.66
sca_hw;gauss;1.5;4.9;0.63
sca_hw;gauss;1.6;3.35;0.62
sca_hw;gauss;1.7000000000000002;5.87;0.5
sca_hw;gauss;1.8;8.24;0.4
sca_hw;gauss;1.9000000000000001;6.6;0.43
sca_hw;gauss;2.0;8.63;0.33
sca_hw;gauss;2.1;6.08;0.52
sca_hw;gauss;2.2;9.28;0.4
sca_hw;gauss;2.3000000000000003;7.86;0.44
sca_hw;gauss;2.4000000000000004;10.93;0.24
sca_hw;gauss;2.5;24.6;0.2
sca_hw;gauss;2.6;13.54;0.34
sca_hw;gauss;2.7;14.82;0.31
sca_hw;gauss;2.8000000000000003;17.55;0.23
sca_hw;gauss;2.9000000000000004;19.04;0.22
sca_hw;gauss;3.0;15.9;0.29
sca_hw;gauss;3.1;21.97;0.16
sca_hw;gauss;3.2;27.93;0.13
sca_hw;gauss;3.3000000000000003;26.17;0.18
sca_hw;gauss;3.4000000000000004;22.73;0.24
sca_hw;gauss;3.5;36.52;0.1
sca_hw;gauss;3.6;32.83;0.13
sca_hw;gauss;3.7;33.79;0.12
sca_hw;gauss;3.8000000000000003;47.1;0.08
sca_hw;gauss;3.9000000000000004;35.51;0.15
sca_hw;gauss;4.0;40.58;0.09
sca_hw;gauss;4.1000000000000005;46.93;0.07
sca_hw;gauss;4.2;45.71;0.08
sca_hw;gauss;4.3;45.29;0.08
sca_hw;gauss;4.4;41.12;0.08
sca_hw;gauss;4.5;39.42;0.06
sca_hw;gauss;4.6000000000000005;54.71;0.09
sca_hw;gauss;4.7;45.31;0.04
sca_hw;gauss;4.800000000000001;73.37;0.04
sca_hw;gauss;4.9;57.7;0.04
sca_hw;gauss;5.0;77.57;0.03
sca_hw;desync;0.0;1.32;0.89
sca_hw;desync;0.05;1.12;0.92
sca_hw;desync;0.1;1.35;0.88
sca_hw;desync;0.15000000000000002;1.01;0.99
sca_hw;desync;0.2;1.27;0.89
sca_hw;desync;0.25;1.58;0.86
sca_hw;desync;0.30000000000000004;1.89;0.78
sca_hw;desync;0.35000000000000003;6.67;0.46
sca_hw;desync;0.4;3.2;0.67
sca_hw;desync;0.45;6.28;0.46
sca_hw;desync;0.5;7.95;0.38
sca_hw;desync;0.55;5.19;0.53
sca_hw;desync;0.6000000000000001;12.81;0.32
sca_hw;desync;0.65;13.26;0.34
sca_hw;desync;0.7000000000000001;24.94;0.14
sca_hw;desync;0.75;100.35;0.0
sca_hw;desync;0.8;101.92;0.02
sca_hw;desync;0.8500000000000001;121.69;0.0
sca_hw;desync;0.9;98.39;0.02
sca_hw;desync;0.9500000000000001;123.69;0.01
sca_hw;desync;1.0;125.54;0.02
sca_hw;desync;1.05;134.44;0.0
sca_hw;desync;1.1;118.7;0.0
sca_hw;desync;1.1500000000000001;128.76;0.0
sca_hw;desync;1.2000000000000002;118.05;0.0
sca_hw;desync;1.25;113.8;0.0
sca_hw;desync;1.3;110.54;0.0
sca_hw;desync;1.35;111.06;0.0
sca_hw;desync;1.4000000000000001;123.01;0.0
sca_hw;desync;1.4500000000000002;109.07;0.0
sca_hw;desync;1.5;107.59;0.0
sca_hw;desync;1.55;118.14;0.02
sca_hw;desync;1.6;109.12;0.01
sca_hw;desync;1.6500000000000001;125.87;0.0
sca_hw;desync;1.7000000000000002;116.1;0.02
sca_hw;desync;1.75;128.05;0.02
sca_hw;desync;1.8;126.95;0.01
sca_hw;desync;1.85;123.56;0.0
sca_hw;desync;1.9000000000000001;109.98;0.01
sca_hw;desync;1.9500000000000002;129.67;0.01
sca_hw;desync;2.0;120.8;0.0
sca_hw;gauss;0.0;1.19;0.88
sca_hw;gauss;0.1;1.21;0.88
sca_hw;gauss;0.2;1.31;0.83
sca_hw;gauss;0.30000000000000004;1.08;0.93
sca_hw;gauss;0.4;1.41;0.82
sca_hw;gauss;0.5;1.52;0.92
sca_hw;gauss;0.6000000000000001;2.17;0.78
sca_hw;gauss;0.7000000000000001;4.75;0.6
sca_hw;gauss;0.8;1.18;0.91
sca_hw;gauss;0.9;2.63;0.69
sca_hw;gauss;1.0;1.38;0.83
sca_hw;gauss;1.1;2.2;0.71
sca_hw;gauss;1.2000000000000002;1.99;0.79
sca_hw;gauss;1.3;4.0;0.48
sca_hw;gauss;1.4000000000000001;2.47;0.78
sca_hw;gauss;1.5;3.08;0.66
sca_hw;gauss;1.6;3.48;0.65
sca_hw;gauss;1.7000000000000002;4.2;0.51
sca_hw;gauss;1.8;6.81;0.52
sca_hw;gauss;1.9000000000000001;6.96;0.43
sca_hw;gauss;2.0;4.4;0.5
sca_hw;gauss;2.1;7.12;0.46
sca_hw;gauss;2.2;9.8;0.38
sca_hw;gauss;2.3000000000000003;6.39;0.47
sca_hw;gauss;2.4000000000000004;9.89;0.37
sca_hw;gauss;2.5;14.87;0.23
sca_hw;gauss;2.6;21.58;0.18
sca_hw;gauss;2.7;19.77;0.21
sca_hw;gauss;2.8000000000000003;18.91;0.2
sca_hw;gauss;2.9000000000000004;22.36;0.25
sca_hw;gauss;3.0;19.8;0.13
sca_hw;gauss;3.1;16.88;0.2
sca_hw;gauss;3.2;24.43;0.25
sca_hw;gauss;3.3000000000000003;28.94;0.13
sca_hw;gauss;3.4000000000000004;35.08;0.14
sca_hw;gauss;3.5;30.85;0.1
sca_hw;gauss;3.6;24.84;0.19
sca_hw;gauss;3.7;39.77;0.07
sca_hw;gauss;3.8000000000000003;50.7;0.07
sca_hw;gauss;3.9000000000000004;48.96;0.12
sca_hw;gauss;4.0;50.77;0.02
sca_hw;gauss;4.1000000000000005;37.42;0.18
sca_hw;gauss;4.2;31.16;0.12
sca_hw;gauss;4.3;50.7;0.08
sca_hw;gauss;4.4;49.45;0.06
sca_hw;gauss;4.5;59.72;0.08
sca_hw;gauss;4.6000000000000005;36.02;0.08
sca_hw;gauss;4.7;46.99;0.08
sca_hw;gauss;4.800000000000001;51.67;0.09
